ID,noweight,agestrat,gradestrat,gender,educ,ethnic,region,demo_wt,sege_sum,sege_sum_w,rlne_sum,rlne_sum_w,rhme_sum,rhme_sum_w,snwe_sum,snwe_sum_w,lswe_sum,lswe_sum_w,lske_sum,lske_sum_w,ORF_noNeg,ORF_noNeg_w
262047,,6:0-6:3,K_Fall,female,BA_plus,white,south,1.1428269508100501,13,15,26,30,3,3,15,17,11,13,28,32,105,120
262049,1,6:0-6:3,1_Fall,male,BA_plus,white,south,1.2191004677227895,20,20,63,63,7,7,15,15,18,18,23,23,109,109
262051,,6:8-6:11,1_Fall,male,BA_plus,white,south,1.2191004677227895,19,23,86,105,26,32,24,29,37,45,24,29,206,251
262053,,7:0-7:5,1_Fall,female,BA_plus,white,south,1.1428269508100501,18,21,89,102,21,24,19,22,21,24,30,34,118,135
262054,,5:0-5:7,K_Fall,male,BA_plus,white,south,1.2191004677227895,13,16,53,65,4,5,7,9,11,13,14,17,96,117
262055,,6:0-6:3,K_Fall,male,BA_plus,white,midwest,1.049041269631973,18,19,60,63,22,23,15,16,15,16,23,24,97,102
262056,,7:0-7:5,1_Fall,male,BA_plus,white,midwest,1.049041269631973,22,23,90,94,21,22,13,14,23,24,30,31,135,142
262057,,6:0-6:3,K_Fall,male,BA_plus,white,south,1.2191004677227895,19,23,64,78,10,12,19,23,15,18,28,34,114,139
262061,,5:0-5:7,K_Fall,female,BA_plus,white,south,1.1428269508100501,8,9,37,42,2,2,12,14,13,15,14,16,100,114
262063,1,5:8-5:11,K_Fall,female,BA_plus,white,south,1.1428269508100501,,,20,20,4,4,0,0,8,8,10,10,88,88
262071,,6:8-6:11,1_Fall,male,BA_plus,white,south,1.2191004677227895,19,23,48,59,24,29,19,23,34,41,29,35,170,207
269001,1,8:0-9:3,2_Fall,male,BA_plus,white,south,1.2191004677227895,20,20,68,68,19,19,17,17,27,27,23,23,112,112
269011,,7:0-7:5,2_Fall,male,BA_plus,white,south,1.2191004677227895,23,28,82,100,28,34,25,30,37,45,33,40,251,306
269012,,6:0-6:3,1_Fall,male,BA_plus,white,south,1.2191004677227895,19,23,68,83,23,28,17,21,19,23,29,35,101,123
269013,,7:6-7:11,2_Fall,female,BA_plus,white,south,1.1428269508100501,23,26,79,90,27,31,23,26,37,42,32,37,164,187
302001,1,6:4-6:7,1_Fall,male,BA_plus,white,south,1.2191004677227895,14,14,28,28,21,21,18,18,18,18,28,28,101,101
302002,,6:0-6:3,1_Fall,male,BA_plus,hispanic,south,0.8566493803973911,10,9,44,38,7,6,11,9,25,21,19,16,90,77
302005,,7:6-7:11,2_Fall,male,BA_plus,white,south,1.2191004677227895,20,24,56,68,23,28,18,22,31,38,30,37,118,144
302006,,7:0-7:5,2_Fall,female,BA_plus,white,south,1.1428269508100501,22,25,79,90,22,25,22,25,32,37,29,33,137,157
302007,1,7:0-7:5,2_Fall,male,some_college,black,south,0.925471306534734,15,15,72,72,20,20,18,18,24,24,22,22,114,114
305005,,6:8-6:11,1_Fall,male,BA_plus,white,west,0.9727078594383105,22,21,85,83,23,22,19,18,35,34,30,29,174,169
305011,,5:0-5:7,K_Fall,female,BA_plus,white,west,0.9118499963397846,20,18,55,50,16,15,11,10,12,11,12,11,105,96
305014,,6:8-6:11,1_Fall,female,BA_plus,white,west,0.9118499963397846,23,21,65,59,24,22,18,16,29,26,31,28,136,124
305019,,7:0-7:5,2_Fall,female,BA_plus,white,west,0.9118499963397846,16,15,74,67,24,22,28,26,37,34,32,29,197,180
305020,,6:8-6:11,1_Fall,male,BA_plus,white,west,0.9727078594383105,15,15,59,57,3,3,11,11,16,16,20,19,92,89
305022,,6:0-6:3,1_Fall,male,BA_plus,white,west,0.9727078594383105,18,18,107,104,20,19,29,28,36,35,30,29,219,213
305026,,6:8-6:11,1_Fall,female,BA_plus,white,west,0.9118499963397846,16,15,91,83,26,24,24,22,37,34,33,30,216,197
309014,,6:8-6:11,1_Fall,female,HS_grad,black,south,0.9304521627944229,18,17,28,26,18,17,13,12,13,12,18,17,94,87
309015,,7:0-7:5,2_Fall,male,some_college,asian,south,0.647333033507858,25,16,97,63,30,19,21,14,36,23,33,21,186,120
309021,,7:0-7:5,2_Fall,female,some_college,asian,south,0.6068323788147587,23,14,57,35,27,16,18,11,34,21,30,18,129,78
309026,,6:4-6:7,1_Fall,female,some_college,asian,south,0.6068323788147587,10,6,54,33,23,14,13,8,18,11,33,20,99,60
309033,,5:0-5:7,K_Fall,male,HS_grad,black,south,0.9925515547671899,24,24,33,33,17,17,17,17,8,8,25,25,102,101
309035,,5:8-5:11,K_Fall,female,HS_grad,black,south,0.9304521627944229,12,11,39,36,0,0,9,8,11,10,14,13,,
309036,,5:0-5:7,K_Fall,female,HS_grad,black,south,0.9304521627944229,10,9,42,39,0,0,0,0,9,8,9,8,,
309043,,6:8-6:11,1_Fall,female,some_college,white,south,1.2922432230748726,21,27,61,79,9,12,12,16,20,26,15,19,219,283
310005,,7:0-7:5,2_Fall,female,some_college,white,west,1.031067719741574,21,22,51,53,9,9,14,14,15,15,21,22,95,98
310007,,8:0-9:3,2_Fall,female,HS_grad,hispanic,west,0.7770355940481605,17,13,77,60,6,5,11,9,28,22,30,23,119,92
310008,,7:6-7:11,2_Fall,male,some_college,asian,west,0.5165004411353536,20,10,80,41,18,9,17,9,33,17,30,15,171,88
310009,,7:6-7:11,2_Fall,female,HS_grad,asian,west,0.5192802295925387,16,8,99,51,30,16,21,11,37,19,32,17,233,121
310010,,8:0-9:3,2_Fall,female,some_college,hispanic,west,0.7245206991957412,17,12,88,64,13,9,14,10,32,23,32,23,157,114
310011,,7:6-7:11,2_Fall,female,some_college,asian,west,0.48418538083030527,20,10,95,46,27,13,26,13,37,18,33,16,187,91
310012,,6:0-6:3,1_Fall,male,some_college,hispanic,west,0.7728760007263586,9,7,56,43,12,9,11,9,16,12,17,13,83,64
310013,,6:8-6:11,1_Fall,female,some_college,hispanic,west,0.7245206991957412,19,14,55,40,8,6,13,9,19,14,29,21,99,72
310014,,7:6-7:11,2_Fall,female,some_college,other,west,0.8671085977973213,20,17,90,78,23,20,26,23,36,31,33,29,183,159
310017,,7:6-7:11,2_Fall,male,HS_grad,asian,west,0.5539375583737713,18,10,87,48,24,13,29,16,37,20,33,18,176,97
310019,,7:0-7:5,1_Fall,male,BA_plus,asian,west,0.45677981798985356,18,8,60,27,26,12,17,8,20,9,30,14,110,50
310022,,6:8-6:11,1_Fall,male,some_college,hispanic,west,0.7728760007263586,19,15,50,39,19,15,17,13,22,17,29,22,94,73
313003,,7:0-7:5,2_Fall,female,some_college,white,midwest,1.1119809296275578,22,24,75,83,23,26,19,21,33,37,24,27,162,180
314007,,8:0-9:3,2_Fall,female,some_college,hispanic,midwest,0.781377580929424,20,16,87,68,29,23,27,21,37,29,32,25,147,115
314008,1,7:0-7:5,2_Fall,male,some_college,white,midwest,1.1861957494499935,16,16,62,62,11,11,20,20,35,35,31,31,151,151
314010,,8:0-9:3,2_Fall,male,some_college,white,midwest,1.1861957494499935,22,26,75,89,23,27,20,24,30,36,26,31,118,140
314012,1,7:6-7:11,1_Spring,male,BA_plus,white,midwest,1.049041269631973,14,14,46,46,13,13,11,11,27,27,21,21,96,96
314014,,8:0-9:3,2_Spring,male,some_college,hispanic,midwest,0.8335275727475308,22,18,90,75,27,23,22,18,37,31,33,28,217,181
315001,,7:0-7:5,2_Fall,female,HS_grad,hispanic,west,0.7770355940481605,22,17,87,68,27,21,28,22,36,28,33,26,220,171
315002,1,7:0-7:5,2_Fall,female,no_HS,hispanic,west,1.206683529265588,15,15,35,35,7,7,11,11,18,18,22,22,95,95
315003,,6:0-6:3,1_Fall,male,HS_grad,hispanic,west,0.828895796927016,21,17,82,68,20,17,17,14,21,17,16,13,105,87
315004,,7:6-7:11,2_Fall,female,no_HS,hispanic,west,1.206683529265588,24,29,83,100,24,29,25,30,36,43,33,40,163,197
315005,,6:4-6:7,1_Fall,male,no_HS,hispanic,west,1.287218903857975,20,26,45,58,9,12,11,14,20,26,28,36,92,118
315006,,5:8-5:11,K_Fall,female,no_HS,other,west,1.4441625535448297,0,0,25,36,1,1,5,7,5,7,10,14,85,123
315008,1,7:6-7:11,2_Fall,male,HS_grad,hispanic,west,0.828895796927016,22,22,84,84,12,12,16,16,32,32,29,29,126,126
315009,,6:4-6:7,1_Fall,male,some_college,white,west,1.0998823037029912,14,15,52,57,20,22,8,9,15,16,15,16,87,96
315010,,5:8-5:11,K_Fall,female,no_HS,hispanic,west,1.206683529265588,0,0,47,57,1,1,10,12,12,14,15,18,90,109
315011,,7:0-7:5,2_Fall,female,no_HS,hispanic,west,1.206683529265588,22,27,83,100,24,29,21,25,35,42,32,39,166,200
315012,,5:0-5:7,K_Fall,female,no_HS,hispanic,west,1.206683529265588,11,13,60,72,3,4,11,13,13,16,12,14,87,105
315013,,7:6-7:11,2_Fall,female,HS_grad,white,west,1.1058018342369336,22,24,64,71,15,17,18,20,25,28,30,33,118,130
315014,,6:8-6:11,2_Fall,female,HS_grad,white,west,1.1058018342369336,23,25,73,81,16,18,19,21,37,41,32,35,172,190
315015,,7:6-7:11,2_Fall,male,HS_grad,white,west,1.179604254494896,23,27,65,77,20,24,19,22,30,35,23,27,152,179
315016,,6:0-6:3,K_Fall,female,no_HS,hispanic,west,1.206683529265588,9,11,49,59,3,4,11,13,12,14,13,16,97,117
315017,,5:8-5:11,K_Fall,female,no_HS,hispanic,west,1.206683529265588,9,11,45,54,3,4,11,13,17,21,15,18,98,118
315018,1,8:0-9:3,2_Fall,female,HS_grad,other,west,0.9299585852297062,21,21,80,80,20,20,21,21,31,31,26,26,132,132
315019,,6:4-6:7,1_Fall,female,no_HS,hispanic,west,1.206683529265588,22,27,65,78,11,13,16,19,21,25,22,27,117,141
315020,,6:8-6:11,1_Fall,female,HS_grad,white,west,1.1058018342369336,22,24,75,83,18,20,12,13,19,21,18,20,107,118
316003,,8:0-9:3,2_Fall,female,some_college,white,west,1.031067719741574,24,25,91,94,30,31,30,31,37,38,32,33,209,215
316004,,5:0-5:7,K_Fall,female,some_college,white,west,1.031067719741574,10,10,20,21,0,0,12,12,12,12,6,6,95,98
317005,,7:6-7:11,2_Fall,male,some_college,white,midwest,1.1861957494499935,21,25,54,64,6,7,18,21,28,33,25,30,113,134
317008,,5:8-5:11,K_Fall,male,some_college,hispanic,midwest,0.8335275727475308,13,11,40,33,22,18,5,4,10,8,9,8,94,78
317011,,6:8-6:11,1_Fall,male,some_college,hispanic,midwest,0.8335275727475308,16,13,88,73,22,18,17,14,21,18,27,23,103,86
317016,1,7:6-7:11,2_Spring,female,some_college,white,midwest,1.1119809296275578,21,21,54,54,12,12,16,16,32,32,25,25,122,122
318006,1,6:8-6:11,1_Fall,female,some_college,white,south,1.2922432230748726,7,7,24,24,4,4,10,10,12,12,12,12,,
318015,,6:8-6:11,1_Spring,male,some_college,white,south,1.3784889449321591,23,32,80,110,27,37,24,33,35,48,32,44,160,221
318018,,7:0-7:5,1_Spring,male,some_college,white,south,1.3784889449321591,24,33,89,123,25,34,25,34,35,48,31,43,193,266
318019,,6:8-6:11,1_Spring,male,some_college,white,south,1.3784889449321591,20,28,50,69,18,25,23,32,29,40,30,41,143,197
318021,1,5:8-5:11,K_Spring,male,some_college,white,south,1.3784889449321591,7,7,43,43,2,2,6,6,11,11,14,14,96,96
318022,,7:6-7:11,1_Spring,male,some_college,white,south,1.3784889449321591,21,29,91,125,27,37,28,39,35,48,33,45,180,248
318023,,5:8-5:11,K_Spring,male,some_college,white,south,1.3784889449321591,20,28,67,92,16,22,16,22,22,30,25,34,112,154
318024,1,8:0-9:3,2_Spring,male,no_HS,other,south,1.9307772677099297,23,23,60,60,7,7,18,18,28,28,22,22,98,98
318025,,6:4-6:7,1_Spring,female,some_college,white,south,1.2922432230748726,19,25,33,43,23,30,11,14,18,23,19,25,88,114
318026,,8:0-9:3,2_Spring,male,some_college,white,south,1.3784889449321591,24,33,96,132,30,41,21,29,37,51,33,45,191,263
318027,,5:8-5:11,K_Spring,female,some_college,white,south,1.2922432230748726,20,26,60,78,18,23,13,17,18,23,28,36,106,137
319001,,8:0-9:3,2_Fall,male,some_college,hispanic,west,0.7728760007263586,22,17,33,26,23,18,20,15,34,26,32,25,116,90
321012,,7:6-7:11,2_Fall,female,HS_grad,hispanic,south,0.9738632693770732,24,23,98,95,25,24,29,28,36,35,33,32,203,198
323003,1,5:0-5:7,K_Spring,male,HS_grad,black,south,0.9925515547671899,0,0,33,33,0,0,0,0,4,4,6,6,93,93
323010,,6:8-6:11,1_Spring,female,HS_grad,black,south,0.9304521627944229,17,16,69,64,23,21,20,19,33,31,31,29,163,152
325008,1,5:8-5:11,K_Spring,female,HS_grad,white,midwest,1.1925798161219108,3,3,31,31,8,8,14,14,15,15,18,18,104,104
326006,,6:0-6:3,K_Spring,male,HS_grad,hispanic,northeast,0.93233594784279,3,3,7,7,6,6,5,5,7,7,5,5,94,88
326013,,6:4-6:7,K_Spring,female,no_HS,white,northeast,1.9315336104996916,0,0,8,15,0,0,9,17,9,17,6,12,93,180
326018,1,5:8-5:11,K_Spring,female,HS_grad,white,northeast,1.243797839332469,0,0,6,6,0,0,0,0,7,7,0,0,95,95
326023,,5:0-5:7,K_Spring,male,HS_grad,asian,northeast,0.6230649261907223,0,0,26,16,0,0,1,1,8,5,1,1,90,56
326025,1,5:8-5:11,K_Spring,male,no_HS,hispanic,northeast,1.4478544362980434,0,0,21,21,0,0,9,9,7,7,7,7,93,93
326026,1,6:8-6:11,K_Spring,male,HS_grad,asian,northeast,0.6230649261907223,0,0,28,28,1,1,4,4,9,9,4,4,87,87
326027,1,6:8-6:11,K_Spring,female,no_HS,white,northeast,1.9315336104996916,0,0,12,12,2,2,3,3,6,6,3,3,93,93
327004,1,6:0-6:3,K_Fall,female,HS_grad,hispanic,west,0.7770355940481605,18,18,32,32,1,1,9,9,10,10,15,15,96,96
327007,1,7:0-7:5,1_Spring,male,HS_grad,white,west,1.179604254494896,22,22,24,24,5,5,8,8,9,9,18,18,92,92
327013,,6:0-6:3,K_Spring,female,no_HS,hispanic,west,1.206683529265588,13,16,31,37,1,1,11,13,14,17,14,17,88,106
327024,1,6:4-6:7,K_Spring,female,some_college,white,west,1.031067719741574,23,23,46,46,4,4,14,14,13,13,24,24,104,104
327025,,5:8-5:11,K_Spring,male,some_college,white,west,1.0998823037029912,2,2,55,60,10,11,9,10,14,15,19,21,94,103
327033,,6:0-6:3,K_Spring,male,HS_grad,white,west,1.179604254494896,21,25,57,67,21,25,17,20,21,25,21,25,107,126
327038,,8:0-9:3,2_Spring,male,some_college,white,west,1.0998823037029912,22,24,85,93,25,27,26,29,37,41,32,35,156,172
327041,,7:0-7:5,1_Spring,female,some_college,white,west,1.031067719741574,25,26,104,107,22,23,23,24,30,31,23,24,137,141
328001,,7:6-7:11,2_Spring,male,some_college,white,south,1.3784889449321591,21,29,118,163,26,36,26,36,36,50,33,45,182,251
328003,1,7:6-7:11,2_Spring,female,some_college,hispanic,south,0.9080460435206213,23,23,85,85,26,26,20,20,31,31,33,33,144,144
328004,1,8:0-9:3,2_Spring,male,HS_grad,white,south,1.4784049336384766,22,22,68,68,26,26,21,21,31,31,28,28,114,114
328005,,6:8-6:11,1_Spring,female,some_college,white,south,1.2922432230748726,24,31,75,97,26,34,18,23,25,32,32,41,124,160
328006,1,8:0-9:3,2_Spring,female,some_college,white,south,1.2922432230748726,23,23,102,102,28,28,29,29,36,36,32,32,188,188
328007,,7:6-7:11,1_Spring,female,HS_grad,white,south,1.3859079272839576,23,32,68,94,25,35,17,24,24,33,31,43,122,169
328008,,8:0-9:3,2_Spring,male,HS_grad,white,south,1.4784049336384766,20,30,117,173,25,37,25,37,36,53,32,47,181,268
328009,,7:0-7:5,1_Spring,female,some_college,other,south,1.0867522934908571,20,22,72,78,20,22,18,20,20,22,28,30,100,109
331001,,5:8-5:11,K_Spring,female,some_college,white,south,1.2922432230748726,20,26,48,62,19,25,16,21,15,19,23,30,105,136
333011,,5:8-5:11,K_Spring,male,some_college,white,south,1.3784889449321591,18,25,74,102,5,7,18,25,20,28,28,39,130,179
333013,,6:4-6:7,K_Spring,female,some_college,white,south,1.2922432230748726,19,25,72,93,18,23,12,16,20,26,23,30,117,151
336006,1,6:4-6:7,1_Spring,female,some_college,hispanic,south,0.9080460435206213,17,17,26,26,16,16,15,15,23,23,29,29,126,126
336014,1,5:0-5:7,K_Spring,female,BA_plus,hispanic,south,0.803052763273555,10,10,25,25,3,3,19,19,17,17,19,19,110,110
338003,1,5:0-5:7,K_Spring,male,some_college,white,west,1.0998823037029912,14,14,11,11,2,2,8,8,5,5,7,7,94,94
338005,1,5:8-5:11,K_Spring,female,some_college,white,west,1.031067719741574,12,12,27,27,2,2,2,2,10,10,2,2,92,92
338006,1,7:0-7:5,1_Spring,female,some_college,white,west,1.031067719741574,12,12,28,28,2,2,14,14,12,12,9,9,91,91
338007,1,5:8-5:11,K_Spring,male,HS_grad,white,west,1.179604254494896,15,15,41,41,15,15,10,10,14,14,12,12,108,108
348002,,7:0-7:5,1_Spring,male,HS_grad,white,south,1.4784049336384766,16,24,90,133,28,41,22,33,34,50,29,43,200,296
348003,,6:8-6:11,1_Spring,male,HS_grad,white,south,1.4784049336384766,22,33,93,137,30,44,23,34,33,49,32,47,173,256
348004,,7:0-7:5,1_Spring,female,HS_grad,white,south,1.3859079272839576,22,30,89,123,30,42,25,35,32,44,31,43,165,229
348005,,7:0-7:5,1_Spring,female,HS_grad,white,south,1.3859079272839576,18,25,91,126,22,30,19,26,32,44,29,40,140,194
348006,,7:0-7:5,1_Spring,female,HS_grad,white,south,1.3859079272839576,20,28,83,115,30,42,29,40,36,50,32,44,160,222
364003,,5:8-5:11,K_Spring,male,some_college,hispanic,west,0.7728760007263586,8,6,37,29,1,1,10,8,10,8,9,7,91,70
364004,,6:8-6:11,1_Spring,male,BA_plus,white,west,0.9727078594383105,23,22,54,53,19,18,15,15,18,18,26,25,103,100
364005,1,6:8-6:11,1_Spring,male,some_college,hispanic,west,0.7728760007263586,15,15,68,68,23,23,24,24,28,28,18,18,136,136
364006,1,7:0-7:5,1_Spring,female,some_college,white,west,1.031067719741574,18,18,60,60,23,23,19,19,23,23,22,22,136,136
364007,,8:0-9:3,2_Spring,female,some_college,white,west,1.031067719741574,22,23,103,106,27,28,28,29,35,36,29,30,193,199
364008,1,8:0-9:3,2_Spring,male,BA_plus,white,west,0.9727078594383105,22,22,85,85,26,26,27,27,37,37,33,33,174,174
364009,,8:0-9:3,2_Spring,female,HS_grad,hispanic,west,0.7770355940481605,24,19,107,83,29,23,31,24,37,29,32,25,190,148
365005,1,8:0-9:3,2_Spring,female,BA_plus,black,northeast,0.6885818379675331,20,20,83,83,21,21,16,16,32,32,31,31,120,120
365006,1,5:8-5:11,K_Spring,female,no_HS,black,northeast,1.2967669713251675,,,36,36,6,6,1,1,13,13,8,8,89,89
365008,,7:6-7:11,2_Spring,female,some_college,hispanic,northeast,0.8149355990471494,22,18,92,75,24,20,21,17,34,28,29,24,150,122
365011,1,6:8-6:11,1_Spring,female,no_HS,hispanic,northeast,1.3572688342430745,11,11,32,32,16,16,5,5,9,9,5,5,100,100
365012,1,8:0-9:3,2_Spring,female,HS_grad,hispanic,northeast,0.8740039698238034,20,20,58,58,11,11,14,14,34,34,31,31,150,150
365016,,7:6-7:11,2_Spring,female,BA_plus,white,northeast,1.0256422264169756,19,19,58,59,21,22,20,21,36,37,32,33,157,161
365017,,8:0-9:3,2_Spring,male,BA_plus,hispanic,northeast,0.7688091159792204,21,16,101,78,22,17,19,15,37,28,33,25,184,141
365018,,7:6-7:11,2_Spring,female,some_college,black,northeast,0.7786088812617454,20,16,59,46,23,18,14,11,21,16,23,18,103,80
365019,,7:0-7:5,2_Spring,male,some_college,hispanic,northeast,0.8693252895883623,21,18,64,56,20,17,19,17,35,30,32,28,161,140
365020,,8:0-9:3,2_Spring,female,BA_plus,hispanic,northeast,0.7207082607479491,23,17,83,60,22,16,29,21,36,26,33,24,204,147
365021,,7:6-7:11,2_Spring,female,BA_plus,white,northeast,1.0256422264169756,22,23,78,80,25,26,30,31,37,38,33,34,221,227
365022,,7:6-7:11,2_Spring,female,no_HS,hispanic,northeast,1.3572688342430745,21,29,79,107,30,41,22,30,36,49,33,45,156,212
365023,,8:0-9:3,2_Spring,female,BA_plus,black,northeast,0.6885818379675331,21,14,71,49,27,19,29,20,37,25,33,23,204,140
