ID,noweight,gender,educ,ethnic,region,sege_sum,rlne_sum,rhme_sum,snwe_sum,lswe_sum,lske_sum,ORF,agestrat,gradestrat,demo_wt,TOT_raw_weight,i01_w,i02_w,i03_w,i04_w,i05_w,i06_w,i07_w,i08_w,i09_w,i10_w,i11_w,i12_w,i13_w,i14_w,i15_w,i16_w,i17_w,i18_w,i19_w,i20_w,i21_w,i22_w,i23_w,i24_w,i25_w,i26_w,i27_w,i28_w,i29_w,i30_w,i31_w,i32_w
201001,,female,HS_grad,asian,south,17,59,18,16,17,27,-4,5:0-5:7,K_Spring,0.6439404263398837,9.659106395098256,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0.6439404263398837,0,0,0,0.6439404263398837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201008,,male,HS_grad,asian,south,9,97,27,21,31,29,31,7:0-7:5,1_Spring,0.686555724143473,13.73111448286946,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0.686555724143473,0,0,0.686555724143473,0,0.686555724143473,0.686555724143473,0.686555724143473,0,0,0.686555724143473,0,0,0,0,0.686555724143473,0,0
201010,,male,BA_plus,white,south,22,60,21,29,38,34,71,8:0-9:3,2_Spring,1.2192146957307326,34.13801148046051,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,0,0
203001,,male,BA_plus,white,midwest,19,75,24,24,33,29,64,7:0-7:5,K_Spring,1.0507849079731348,24.168052883382103,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,0,1.0507849079731348,0,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,1.0507849079731348,0,0,0,1.0507849079731348,1.0507849079731348,1.0507849079731348,0,0,0,0
203002,1,male,some_college,white,midwest,15,88,13,19,32,23,29,7:0-7:5,1_Spring,1.2105136657100941,21.789245982781694,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,1.2105136657100941,0,0,1.2105136657100941,1.2105136657100941,1.2105136657100941,0,0,0,0,0,0,0,0,0,0,0,0
203003,,female,BA_plus,white,midwest,22,110,30,31,39,34,136,8:0-9:3,2_Spring,0.9855614888010669,29.566844664032004,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0.9855614888010669,0,0.9855614888010669,0.9855614888010669
203004,,female,BA_plus,hispanic,midwest,25,79,29,30,38,34,133,8:0-9:3,2_Spring,0.6736901286983921,19.53701373225337,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0,0.6736901286983921,0.6736901286983921,0.6736901286983921,0.6736901286983921,0,0,0.6736901286983921,0.6736901286983921
204001,,female,BA_plus,white,south,25,79,30,28,38,34,88,8:0-9:3,2_Spring,1.143536647295701,30.875489476983926,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,0,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,0,1.143536647295701,1.143536647295701,0,1.143536647295701,0,1.143536647295701,0,1.143536647295701
204006,,female,BA_plus,white,south,17,103,26,24,36,33,88,8:0-9:3,2_Spring,1.143536647295701,26.30134288780112,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,1.143536647295701,0,1.143536647295701,1.143536647295701,1.143536647295701,0,1.143536647295701,0,0,0,1.143536647295701,0,0,0,1.143536647295701,0,1.143536647295701
205001,,female,BA_plus,asian,south,19,67,25,22,37,33,60,8:0-9:3,2_Spring,0.5313674779135221,11.158717036183965,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0,0.5313674779135221,0,0.5313674779135221,0.5313674779135221,0.5313674779135221,0,0,0,0.5313674779135221,0,0,0,0,0,0
205004,,female,BA_plus,asian,south,19,66,19,20,22,26,13,5:8-5:11,K_Spring,0.5313674779135221,10.09598208035692,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0,0,0,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0.5313674779135221,0,0,0,0,0,0,0,0,0,0
205008,1,male,BA_plus,white,south,25,76,25,20,33,31,37,8:0-9:3,2_Spring,1.2192146957307326,23.165079218883918,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,0,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,0,0,0,0,0,0,0,0,0
205009,,male,BA_plus,asian,south,17,80,20,17,35,31,60,7:6-7:11,1_Spring,0.5665328167991954,9.064525068787127,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0.5665328167991954,0,0,0,0,0.5665328167991954,0.5665328167991954,0,0,0,0,0,0,0,0,0,0,0,0
205013,,male,BA_plus,white,south,14,62,29,16,24,27,25,6:8-6:11,K_Spring,1.2192146957307326,18.288220435960987,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,0,1.2192146957307326,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,1.2192146957307326,0,1.2192146957307326,0,1.2192146957307326,1.2192146957307326,1.2192146957307326,0,0,0,0,0,0,0,0,0,0,0,0
205014,1,male,HS_grad,black,south,18,50,11,10,15,20,0,7:6-7:11,1_Spring,0.9680245632841558,8.712221069557401,0.9680245632841558,0.9680245632841558,0.9680245632841558,0.9680245632841558,0.9680245632841558,0,0,0,0.9680245632841558,0.9680245632841558,0.9680245632841558,0,0.9680245632841558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205028,1,male,BA_plus,hispanic,south,17,51,30,24,38,34,108,6:8-6:11,1_Spring,0.8334060478326991,19.168339100152078,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0.8334060478326991,0,0,0,0.8334060478326991,0,0,0,0,0.8334060478326991,0
