210002,001,999
210002,002,999
210002,003,999
210002,004,999
210002,005,999
210002,006,999
210002,007,999
210002,008,999
210002,009,999
210002,010,999
210002,011,999
210002,012,999
210002,013,999
210002,014,999
210002,015,999
210002,016,999
210002,017,999
210002,018,999
210002,019,999
210002,020,999
210002,021,999
210002,022,999
210002,023,999
210002,024,999
210002,025,1
210002,026,1
210002,027,1
210002,028,1
210002,029,1
210002,030,1
210002,031,1
210002,032,1
210002,033,1
210002,034,1
210002,035,1
210002,036,1
210002,037,1
210002,038,1
210002,039,1
210002,040,1
210002,041,1
210002,042,1
210002,043,0
210002,044,1
210002,045,0
210002,046,0
210002,047,1
210002,048,1
210002,049,1
210002,050,1
210002,051,0
210002,052,1
210002,053,1
210002,054,0
210002,055,0
210002,056,999
210002,057,999
210002,058,999
210002,059,999
210002,060,999
210002,061,999
210002,062,999
210002,063,999
210002,064,999
210002,065,999
210002,066,999
210002,067,999
210002,068,999
210002,069,999
210002,070,999
210002,071,999
210002,072,999
210002,073,999
210002,074,999
210002,075,999
210002,076,999
210002,077,999
210002,078,999
210002,079,999
210002,080,999
210002,081,999
210002,082,999
210002,083,999
210002,084,999
210002,085,999
210002,086,999
210002,087,999
210002,088,999
210002,089,999
210002,090,999
210002,091,999
210002,092,999
210002,093,999
210002,094,999
210002,095,999
210002,096,1
210002,097,1
210002,098,1
210002,099,1
210002,100,1
210002,101,1
210002,102,0
210002,103,1
210002,104,1
210002,105,0
210002,106,0
210002,107,1
210002,108,1
210002,109,1
210002,110,1
210002,111,1
210002,112,0
210002,113,1
210002,114,1
210002,115,0
210002,116,1
210002,117,1
210002,118,1
210002,119,1
210002,120,1
210002,121,1
210002,122,0
210002,123,1
210002,124,0
210002,125,1
210002,126,1
210003,001,999
210003,002,999
210003,003,999
210003,004,999
210003,005,999
210003,006,999
210003,007,999
210003,008,999
210003,009,999
210003,010,999
210003,011,999
210003,012,999
210003,013,999
210003,014,999
210003,015,999
210003,016,999
210003,017,999
210003,018,999
210003,019,999
210003,020,999
210003,021,999
210003,022,999
210003,023,999
210003,024,999
210003,025,1
210003,026,1
210003,027,1
210003,028,1
210003,029,1
210003,030,1
210003,031,1
210003,032,1
210003,033,1
210003,034,1
210003,035,1
210003,036,0
