raw,agestrat
0,10-Fall
0,11-Fall
0,11-Spring
0,12-Spring
1,10-Spring
1,11-Fall
1,12-Fall
1,12-Spring
2,9-Spring
2,10-Spring
2,11-Spring
2,12-Fall
3,10-Fall
3,11-Fall
3,12-Fall
3,12-Spring
4,10-Spring
4,11-Spring
4,12-Fall
4,12-Spring
5,10-Spring
5,11-Spring
5,12-Spring
6,9-Spring
6,11-Fall
6,12-Fall
6,12-Spring
7,10-Fall
7,11-Spring
7,12-Fall
8,10-Spring
8,11-Spring
8,12-Spring
9,11-Fall
9,12-Fall
9,12-Spring
10,9-Spring
10,11-Fall
10,12-Fall
11,10-Fall
11,11-Spring
11,12-Spring
12,10-Spring
12,12-Fall
12,12-Spring
13,11-Fall
13,12-Fall
14,11-Spring
14,12-Spring
15,11-Spring
15,12-Spring
16,10-Spring
16,12-Fall
16,12-Spring
17,11-Fall
17,12-Fall
18,11-Fall
18,12-Spring
19,11-Spring
19,12-Spring
20,11-Spring
20,12-Spring
21,12-Fall
22,12-Fall
23,12-Fall
24,12-Fall
25,12-Fall
26,12-Spring
27,12-Spring
28,12-Fall
29,12-Fall
30,12-Fall
31,11-Spring
33,12-Spring
34,12-Fall
37,12-Spring
40,12-Fall
42,12-Spring
45,8-Fall
