raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
1,77,70,65,58,52,47,43,40,40
2,80,73,67,61,55,49,45,41,40
3,83,76,70,63,57,51,47,43,40
4,86,79,72,66,59,53,48,44,40
5,89,81,75,68,61,55,50,46,41
6,92,84,77,70,63,57,52,48,43
7,95,87,80,72,65,59,54,49,44
8,97,89,82,74,67,61,55,51,46
9,100,92,84,77,69,62,57,52,47
10,103,94,87,79,71,64,59,54,48
11,105,97,89,81,73,66,60,55,50
12,108,99,91,83,75,68,62,57,51
13,111,102,94,85,77,69,63,58,53
14,113,104,96,87,78,71,65,60,54
15,116,106,98,89,80,73,67,61,56
16,118,109,100,91,82,75,68,63,57
17,121,111,102,93,84,76,70,65,59
18,124,113,105,95,86,78,72,66,60
19,126,116,107,97,88,80,73,68,62
20,129,118,109,99,90,82,75,69,63
21,130,120,111,101,92,84,77,71,65
22,130,123,113,103,94,85,78,73,66
23,130,125,116,105,95,87,80,74,68
24,130,127,118,108,97,89,82,76,70
25,130,130,120,110,99,91,84,78,71
26,130,130,122,112,101,93,85,80,73
27,130,130,124,114,103,94,87,81,75
28,130,130,126,116,105,96,89,83,77
29,130,130,129,118,107,98,91,85,79
30,130,130,130,120,109,100,93,87,113
31,130,130,130,122,111,102,95,89,113
32,130,130,130,124,113,104,97,92,113
33,130,130,130,126,115,106,99,94,113
34,130,130,130,129,118,109,102,97,113
35,130,130,130,130,120,111,104,100,113
36,130,130,130,130,122,113,107,104,113
37,130,130,130,130,124,116,110,118,113
38,130,130,130,130,127,118,113,118,113
