raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
1,75,68,61,44,47,48,50,51,53
2,77,71,64,52,47,48,50,51,53
3,79,73,67,57,47,48,50,51,53
4,81,75,69,60,47,48,50,51,53
5,83,77,71,63,47,48,50,51,53
6,85,79,73,66,53,48,50,51,53
7,87,81,75,68,58,48,50,51,53
8,88,83,77,70,61,48,50,51,53
9,90,85,79,72,63,48,50,51,53
10,92,87,81,74,66,55,50,51,53
11,94,88,83,76,68,59,50,51,53
12,95,90,85,78,70,62,50,51,53
13,97,92,87,80,72,64,55,51,53
14,99,94,88,82,74,66,59,51,53
15,100,95,90,83,76,68,62,51,53
16,102,97,92,85,77,70,64,57,53
17,104,99,94,87,79,72,66,61,53
18,105,101,96,89,81,74,68,63,60
19,107,102,97,91,83,76,70,65,64
20,109,104,99,92,84,77,72,68,67
21,110,106,101,94,86,79,73,70,70
22,112,108,103,96,88,81,75,71,72
23,114,110,105,98,90,83,77,73,75
24,116,112,107,100,92,85,79,75,79
25,117,114,109,103,94,86,81,77,102
26,119,116,111,105,96,88,83,79,108
27,121,118,114,107,99,90,85,82,110
28,122,120,116,110,101,93,87,84,112
29,124,122,119,113,104,95,89,87,113
30,126,124,121,117,108,98,92,90,114
31,128,126,124,121,113,102,95,95,115
32,129,128,127,126,121,107,99,109,116
33,130,130,130,130,130,120,109,114,117
