raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
1,40,40,40,40,40,40,40,40,40
2,40,40,40,40,40,40,40,40,40
3,43,41,40,40,40,40,40,40,40
4,48,45,43,40,40,40,40,40,40
5,51,49,46,43,40,40,40,40,40
6,54,51,49,46,42,40,40,40,40
7,56,54,51,48,44,41,40,40,40
8,59,56,53,50,46,42,40,40,40
9,61,58,55,52,48,44,40,40,40
10,63,60,57,53,49,45,42,40,40
11,65,62,59,55,51,47,43,40,40
12,66,63,60,56,52,48,45,41,40
13,68,65,62,58,54,50,46,42,40
14,70,66,63,59,55,51,47,43,40
15,71,68,65,61,56,52,48,44,40
16,73,69,66,62,57,53,49,46,41
17,74,71,67,63,59,54,50,47,42
18,76,72,69,65,60,55,51,48,43
19,77,73,70,66,61,57,52,49,44
20,78,75,71,67,62,58,53,49,45
21,80,76,72,68,63,59,54,50,46
22,81,77,74,69,64,60,55,51,46
23,82,78,75,70,65,61,56,52,47
24,84,80,76,71,66,62,57,53,48
25,85,81,77,73,67,63,58,54,49
26,86,82,78,74,68,64,59,55,50
27,87,83,79,75,69,65,60,56,50
28,88,84,80,76,70,65,61,56,51
29,89,85,81,77,71,66,62,57,52
30,90,86,82,78,72,67,63,58,53
31,92,87,83,79,73,68,63,59,53
32,93,88,84,80,74,69,64,60,54
33,94,89,85,81,75,70,65,61,55
34,95,90,86,81,76,71,66,61,56
35,96,91,87,82,77,72,67,62,56
36,97,92,88,83,78,72,68,63,57
37,98,93,89,84,79,73,68,64,58
38,99,94,90,85,79,74,69,64,59
39,100,95,91,86,80,75,70,65,59
40,101,96,92,87,81,76,71,66,60
41,102,97,93,88,82,77,71,67,61
42,103,98,94,89,83,77,72,67,61
43,104,99,95,90,84,78,73,68,62
44,105,100,96,90,85,79,74,69,63
45,106,101,97,91,85,80,75,70,63
46,107,102,97,92,86,81,75,70,64
47,107,103,98,93,87,81,76,71,65
48,108,104,99,94,88,82,77,72,66
49,109,105,100,95,89,83,78,73,66
50,110,105,101,96,89,84,78,73,67
51,111,106,102,96,90,85,79,74,68
52,112,107,103,97,91,85,80,75,68
53,113,108,103,98,92,86,81,75,69
54,114,109,104,99,93,87,81,76,70
55,115,110,105,100,93,88,82,77,70
56,115,111,106,100,94,88,83,78,71
57,116,111,107,101,95,89,84,78,72
58,117,112,108,102,96,90,84,79,72
59,118,113,108,103,97,91,85,80,73
60,119,114,109,104,97,91,86,81,74
61,120,115,110,104,98,92,87,81,74
62,121,116,111,105,99,93,87,82,75
63,121,116,112,106,100,94,88,83,76
64,122,117,112,107,100,95,89,83,77
65,123,118,113,108,101,95,90,84,77
66,124,119,114,108,102,96,90,85,78
67,125,120,115,109,103,97,91,86,79
68,125,120,116,110,104,98,92,86,79
69,126,121,116,111,104,98,93,87,80
70,127,122,117,111,105,99,93,88,81
71,128,123,118,112,106,100,94,89,82
72,129,123,119,113,107,101,95,89,82
73,129,124,119,114,107,101,96,90,83
74,130,125,120,115,108,102,96,91,84
75,130,126,121,115,109,103,97,92,85
76,130,127,122,116,110,104,98,92,85
77,130,127,123,117,110,104,99,93,86
78,130,128,123,118,111,105,100,94,87
79,130,129,124,118,112,106,100,95,88
80,130,130,125,119,113,107,101,96,89
81,130,130,126,120,114,108,102,97,90
82,130,130,126,121,114,108,103,97,90
83,130,130,127,121,115,109,104,98,91
84,130,130,128,122,116,110,104,99,92
85,130,130,129,123,117,111,105,100,93
86,130,130,129,124,117,112,106,101,94
87,130,130,130,124,118,112,107,102,95
88,130,130,130,125,119,113,108,103,96
89,130,130,130,126,120,114,109,103,97
90,130,130,130,127,120,115,109,104,98
91,130,130,130,127,121,116,110,105,99
92,130,130,130,128,122,116,111,106,100
93,130,130,130,129,123,117,112,107,102
94,130,130,130,130,124,118,113,108,103
95,130,130,130,130,124,119,114,110,104
96,130,130,130,130,125,120,115,111,106
97,130,130,130,130,126,121,116,112,108
98,130,130,130,130,127,122,117,113,110
99,130,130,130,130,128,122,118,114,113
100,130,130,130,130,128,123,119,116,118
101,130,130,130,130,129,124,120,117,118
102,130,130,130,130,130,125,121,119,118
103,130,130,130,130,130,126,122,120,118
104,130,130,130,130,130,127,123,122,118
105,130,130,130,130,130,128,125,124,118
106,130,130,130,130,130,129,126,127,118
107,130,130,130,130,130,130,127,130,118
108,130,130,130,130,130,130,129,130,118
109,130,130,130,130,130,130,130,130,118
110,130,130,130,130,130,130,130,130,118
111,130,130,130,130,130,130,130,130,118
112,130,130,130,130,130,130,130,130,118
113,130,130,130,130,130,130,130,130,118
114,130,130,130,130,130,130,130,130,118
115,130,130,130,130,130,130,130,130,118
116,130,130,130,130,130,130,130,130,118
117,130,130,130,130,130,130,130,130,118
118,130,130,130,130,130,130,130,130,118
119,130,130,130,130,130,130,130,130,118
120,130,130,130,130,130,130,130,130,118
