raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
1,70,66,62,58,54,50,47,44,41
2,75,66,66,62,57,53,50,47,43
3,75,75,70,66,61,57,53,50,46
4,75,78,73,68,63,59,55,52,48
5,75,80,75,70,65,61,57,53,49
6,88,82,78,72,67,62,58,55,51
7,90,84,80,74,69,64,60,56,52
8,92,86,81,76,70,65,61,58,53
9,94,88,83,78,72,67,63,59,54
10,96,90,85,79,73,68,64,60,56
11,98,92,87,81,75,70,65,61,57
12,100,94,88,82,76,71,66,62,58
13,101,95,90,84,78,72,68,64,59
14,103,97,91,85,79,74,69,65,60
15,105,99,93,87,80,75,70,66,61
16,107,100,95,88,82,76,71,67,62
17,109,102,96,90,83,78,73,68,63
18,111,104,98,91,85,79,74,69,64
19,113,106,100,93,86,80,75,71,65
20,115,108,101,95,88,82,76,72,66
21,117,110,103,96,89,83,78,73,68
22,119,111,105,98,91,85,79,74,69
23,121,113,107,100,92,86,81,76,70
24,123,116,109,102,94,88,82,77,71
25,125,118,111,104,96,89,84,79,73
26,128,120,113,106,98,91,85,80,74
27,130,123,116,108,100,93,87,82,76
28,130,126,119,111,103,95,89,84,78
29,130,129,122,114,105,98,92,86,80
30,130,130,125,117,108,101,94,89,82
31,130,130,130,121,112,105,98,92,85
32,130,130,130,129,119,111,104,97,90
33,130,130,130,130,130,126,117,110,102
