raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
111,130,130,130,130,129,122,117,112,106
112,130,130,130,130,129,123,117,112,107
113,130,130,130,130,130,123,117,113,107
114,130,130,130,130,130,124,118,113,107
115,130,130,130,130,130,124,118,113,108
116,130,130,130,130,130,124,119,114,108
117,130,130,130,130,130,125,119,114,108
118,130,130,130,130,130,125,119,114,109
119,130,130,130,130,130,125,120,115,109
120,130,130,130,130,130,126,120,115,110
121,130,130,130,130,130,126,120,115,110
122,130,130,130,130,130,126,121,116,110
123,130,130,130,130,130,127,121,116,111
124,130,130,130,130,130,127,121,117,111
125,130,130,130,130,130,127,122,117,112
126,130,130,130,130,130,128,122,117,112
127,130,130,130,130,130,128,122,118,112
128,130,130,130,130,130,128,123,118,113
129,130,130,130,130,130,129,123,118,113
130,130,130,130,130,130,129,124,119,114
131,130,130,130,130,130,129,124,119,114
132,130,130,130,130,130,130,124,120,115
133,130,130,130,130,130,130,125,120,115
134,130,130,130,130,130,130,125,120,115
135,130,130,130,130,130,130,125,121,116
136,130,130,130,130,130,130,126,121,116
137,130,130,130,130,130,130,126,122,117
138,130,130,130,130,130,130,127,122,117
139,130,130,130,130,130,130,127,123,118
140,130,130,130,130,130,130,127,123,119
141,130,130,130,130,130,130,128,123,119
142,130,130,130,130,130,130,128,124,120
143,130,130,130,130,130,130,129,124,120
144,130,130,130,130,130,130,129,125,121
145,130,130,130,130,130,130,129,125,122
146,130,130,130,130,130,130,130,126,122
147,130,130,130,130,130,130,130,126,123
148,130,130,130,130,130,130,130,127,124
149,130,130,130,130,130,130,130,127,125
150,130,130,130,130,130,130,130,128,126
151,130,130,130,130,130,130,130,128,128
152,130,130,130,130,130,130,130,129,130
153,130,130,130,130,130,130,130,130,130
154,130,130,130,130,130,130,130,130,130
155,130,130,130,130,130,130,130,130,130
156,130,130,130,130,130,130,130,130,130
157,130,130,130,130,130,130,130,130,130
158,130,130,130,130,130,130,130,130,130
159,130,130,130,130,130,130,130,130,130
160,130,130,130,130,130,130,130,130,130
161,130,130,130,130,130,130,130,130,130
162,130,130,130,130,130,130,130,130,130
163,130,130,130,130,130,130,130,130,130
164,130,130,130,130,130,130,130,130,130
165,130,130,130,130,130,130,130,130,130
166,130,130,130,130,130,130,130,130,130
167,130,130,130,130,130,130,130,130,130
168,130,130,130,130,130,130,130,130,130
169,130,130,130,130,130,130,130,130,130
170,130,130,130,130,130,130,130,130,130
171,130,130,130,130,130,130,130,130,130
172,130,130,130,130,130,130,130,130,130
173,130,130,130,130,130,130,130,130,130
174,130,130,130,130,130,130,130,130,130
175,130,130,130,130,130,130,130,130,130
176,130,130,130,130,130,130,130,130,130
177,130,130,130,130,130,130,130,130,130
178,130,130,130,130,130,130,130,130,130
179,130,130,130,130,130,130,130,130,130
180,130,130,130,130,130,130,130,130,130
181,130,130,130,130,130,130,130,130,130
182,130,130,130,130,130,130,130,130,130
183,130,130,130,130,130,130,130,130,130
184,130,130,130,130,130,130,130,130,130
185,130,130,130,130,130,130,130,130,130
186,130,130,130,130,130,130,130,130,130
187,130,130,130,130,130,130,130,130,130
188,130,130,130,130,130,130,130,130,130
189,130,130,130,130,130,130,130,130,130
190,130,130,130,130,130,130,130,130,130
191,130,130,130,130,130,130,130,130,130
192,130,130,130,130,130,130,130,130,130
193,130,130,130,130,130,130,130,130,130
194,130,130,130,130,130,130,130,130,130
195,130,130,130,130,130,130,130,130,130
196,130,130,130,130,130,130,130,130,130
197,130,130,130,130,130,130,130,130,130
198,130,130,130,130,130,130,130,130,130
199,130,130,130,130,130,130,130,130,130
200,130,130,130,130,130,130,130,130,130
201,130,130,130,130,130,130,130,130,130
202,130,130,130,130,130,130,130,130,130
203,130,130,130,130,130,130,130,130,130
204,130,130,130,130,130,130,130,130,130
205,130,130,130,130,130,130,130,130,130
206,130,130,130,130,130,130,130,130,130
207,130,130,130,130,130,130,130,130,130
208,130,130,130,130,130,130,130,130,130
209,130,130,130,130,130,130,130,130,130
210,130,130,130,130,130,130,130,130,130
211,130,130,130,130,130,130,130,130,130
212,130,130,130,130,130,130,130,130,130
213,130,130,130,130,130,130,130,130,130
214,130,130,130,130,130,130,130,130,130
215,130,130,130,130,130,130,130,130,130
216,130,130,130,130,130,130,130,130,130
217,130,130,130,130,130,130,130,130,130
218,130,130,130,130,130,130,130,130,130
219,130,130,130,130,130,130,130,130,130
220,130,130,130,130,130,130,130,130,130
221,130,130,130,130,130,130,130,130,130
222,130,130,130,130,130,130,130,130,130
223,130,130,130,130,130,130,130,130,130
224,130,130,130,130,130,130,130,130,130
225,130,130,130,130,130,130,130,130,130
226,130,130,130,130,130,130,130,130,130
227,130,130,130,130,130,130,130,130,130
228,130,130,130,130,130,130,130,130,130
229,130,130,130,130,130,130,130,130,130
230,130,130,130,130,130,130,130,130,130
231,130,130,130,130,130,130,130,130,130
232,130,130,130,130,130,130,130,130,130
233,130,130,130,130,130,130,130,130,130
234,130,130,130,130,130,130,130,130,130
235,130,130,130,130,130,130,130,130,130
236,130,130,130,130,130,130,130,130,130
237,130,130,130,130,130,130,130,130,130
238,130,130,130,130,130,130,130,130,130
239,130,130,130,130,130,130,130,130,130
240,130,130,130,130,130,130,130,130,130
241,130,130,130,130,130,130,130,130,130
242,130,130,130,130,130,130,130,130,130
243,130,130,130,130,130,130,130,130,130
244,130,130,130,130,130,130,130,130,130
245,130,130,130,130,130,130,130,130,130
246,130,130,130,130,130,130,130,130,130
247,130,130,130,130,130,130,130,130,130
248,130,130,130,130,130,130,130,130,130
249,130,130,130,130,130,130,130,130,130
250,130,130,130,130,130,130,130,130,130
251,130,130,130,130,130,130,130,130,130
252,130,130,130,130,130,130,130,130,130
253,130,130,130,130,130,130,130,130,130
254,130,130,130,130,130,130,130,130,130
255,130,130,130,130,130,130,130,130,130
256,130,130,130,130,130,130,130,130,130
257,130,130,130,130,130,130,130,130,130
258,130,130,130,130,130,130,130,130,130
259,130,130,130,130,130,130,130,130,130
260,130,130,130,130,130,130,130,130,130
261,130,130,130,130,130,130,130,130,130
262,130,130,130,130,130,130,130,130,130
263,130,130,130,130,130,130,130,130,130
