raw,agestrat
-20,1-Spring
-19,1-Spring
-18,1-Spring
-17,1-Spring
-16,1-Spring
-15,1-Spring
-14,1-Spring
-13,1-Spring
-12,1-Spring
-11,1-Spring
-10,1-Spring
-9,1-Spring
-8,1-Spring
-7,1-Spring
-6,1-Spring
-5,1-Spring
-4,1-Spring
-3,1-Spring
-2,1-Spring
-1,1-Spring
0,1-Spring
1,1-Spring
2,1-Spring
3,1-Spring
4,1-Spring
5,1-Spring
6,1-Spring
7,1-Spring
8,1-Spring
9,1-Spring
10,1-Spring
11,1-Spring
12,1-Spring
13,1-Spring
14,1-Spring
15,1-Spring
16,1-Spring
17,1-Spring
18,1-Spring
19,1-Spring
20,1-Spring
21,1-Spring
22,1-Spring
23,1-Spring
23,2-Spring
24,1-Spring
24,2-Spring
