raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
1,67,61,53,40,40,40,40,42,47
2,71,66,60,50,40,40,40,42,47
3,76,71,65,57,40,40,40,42,47
4,80,75,70,63,51,40,40,42,47
5,84,79,74,67,58,40,40,42,47
6,88,83,78,72,63,50,40,42,47
7,91,86,81,75,68,57,40,42,47
8,95,90,85,79,72,63,44,42,47
9,98,93,88,82,75,67,56,42,47
10,101,96,91,85,79,71,62,42,47
11,105,99,94,88,82,75,67,50,47
12,108,102,97,91,85,78,71,59,47
13,111,105,100,94,88,81,74,65,47
14,115,108,103,97,91,84,78,70,47
15,118,112,106,100,93,87,81,74,54
16,122,115,109,103,96,90,84,77,63
17,126,118,112,105,99,93,87,80,69
18,130,122,115,108,101,95,90,84,74
19,130,126,118,111,104,98,92,87,78
20,130,130,122,114,107,101,95,89,81
21,130,130,125,117,110,103,98,92,84
22,130,130,130,120,112,106,100,95,88
23,130,130,130,124,115,109,103,98,91
24,130,130,130,128,118,111,106,100,94
25,130,130,130,130,122,114,108,103,97
26,130,130,130,130,126,118,111,106,100
27,130,130,130,130,130,121,114,109,103
28,130,130,130,130,130,125,118,112,107
29,130,130,130,130,130,130,122,116,110
30,130,130,130,130,130,130,127,120,115
31,130,130,130,130,130,130,130,127,121
32,130,130,130,130,130,130,130,130,126
