raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
1,85,81,77,62,69,65,62,45,55
2,85,85,77,76,71,67,64,60,57
3,93,88,77,78,73,69,65,62,58
4,95,90,77,80,75,71,67,63,60
5,98,92,77,82,77,72,68,65,61
6,100,94,89,84,78,74,70,66,62
7,102,96,91,86,80,75,71,67,63
8,104,98,93,87,81,77,72,69,65
9,106,100,95,89,83,78,74,70,66
10,108,102,96,90,84,79,75,71,67
11,109,103,98,92,86,81,76,72,68
12,111,105,99,93,87,82,78,74,70
13,113,107,101,95,89,83,79,75,71
14,115,108,103,96,90,85,80,76,72
15,117,110,104,98,92,86,82,78,73
16,118,112,106,100,93,88,83,79,75
17,120,113,108,101,95,89,84,81,76
18,122,115,109,103,96,91,86,82,78
19,124,117,111,104,98,92,88,84,80
20,126,119,113,106,100,94,89,86,82
21,128,121,115,108,101,96,91,88,85
22,130,123,117,110,103,98,93,90,88
23,130,125,119,112,105,100,96,93,93
24,130,127,121,114,107,102,98,96,104
25,130,129,123,116,110,105,101,101,108
26,130,130,126,119,113,108,106,110,110
27,130,130,129,122,116,112,113,115,112
28,130,130,130,125,120,118,119,118,114
29,130,130,130,129,125,124,123,120,115
30,130,130,130,130,130,129,126,122,116
