raw,5.0,5.6,6.0,6.6,7.0,7.6,8.0
1,49,45,42,40,40,40,40
2,50,46,43,41,40,40,40
3,51,47,44,41,40,40,40
4,52,48,44,42,40,40,40
5,53,49,45,43,41,40,40
6,54,49,46,44,42,41,41
7,55,50,47,44,43,42,42
8,56,51,47,45,43,42,42
9,57,52,48,46,44,43,43
10,57,53,49,46,45,44,44
11,58,53,50,47,45,44,44
12,59,54,50,48,46,45,45
13,60,55,51,48,47,46,46
14,61,56,52,49,47,46,46
15,61,56,52,50,48,47,47
16,62,57,53,50,48,47,47
17,63,58,54,51,49,48,48
18,64,58,54,51,50,49,49
19,64,59,55,52,50,49,49
20,65,60,56,53,51,50,50
21,66,60,56,53,51,50,50
22,67,61,57,54,52,51,51
23,67,62,58,54,52,51,51
24,68,62,58,55,53,52,52
25,69,63,59,56,53,52,53
26,70,64,59,56,54,53,53
27,70,64,60,57,55,53,54
28,71,65,60,57,55,54,54
29,72,66,61,58,56,55,55
30,72,66,62,58,56,55,55
31,73,67,62,59,57,56,56
32,74,67,63,59,57,56,56
33,74,68,63,60,58,57,57
34,75,69,64,60,58,57,57
35,75,69,64,61,59,58,58
36,76,70,65,61,59,58,58
37,77,70,65,62,60,58,59
38,77,71,66,62,60,59,59
39,78,71,67,63,61,59,60
40,79,72,67,63,61,60,60
41,79,73,68,64,62,60,60
42,80,73,68,64,62,61,61
43,80,74,69,65,63,61,61
44,81,74,69,65,63,62,62
45,82,75,70,66,63,62,62
46,82,75,70,66,64,63,63
47,83,76,71,67,64,63,63
48,83,76,71,67,65,64,64
49,84,77,72,68,65,64,64
50,85,77,72,68,66,64,64
51,85,78,73,69,66,65,65
52,86,78,73,69,67,65,65
53,86,79,74,70,67,66,66
54,87,79,74,70,67,66,66
55,87,80,74,71,68,67,67
56,88,80,75,71,68,67,67
57,88,81,75,71,69,67,67
58,89,81,76,72,69,68,68
59,89,82,76,72,70,68,68
60,90,82,77,73,70,69,69
61,91,83,77,73,70,69,69
62,91,83,78,74,71,69,70
63,92,84,78,74,71,70,70
64,92,84,79,74,72,70,70
65,93,85,79,75,72,71,71
66,93,85,80,75,72,71,71
67,94,86,80,76,73,71,72
68,94,86,80,76,73,72,72
69,95,87,81,77,74,72,72
70,95,87,81,77,74,73,73
71,96,88,82,77,74,73,73
72,96,88,82,78,75,73,73
73,97,89,83,78,75,74,74
74,97,89,83,79,76,74,74
75,98,90,83,79,76,74,75
76,98,90,84,79,76,75,75
77,99,90,84,80,77,75,75
78,99,91,85,80,77,76,76
79,100,91,85,81,77,76,76
80,100,92,85,81,78,76,76
81,101,92,86,81,78,77,77
82,101,93,86,82,79,77,77
83,102,93,87,82,79,77,78
84,102,93,87,82,79,78,78
85,103,94,87,83,80,78,78
86,103,94,88,83,80,78,79
87,103,95,88,84,80,79,79
88,104,95,89,84,81,79,79
89,104,96,89,84,81,80,80
90,105,96,89,85,82,80,80
91,105,96,90,85,82,80,80
92,106,97,90,85,82,81,81
93,106,97,91,86,83,81,81
94,107,98,91,86,83,81,81
95,107,98,91,87,83,82,82
96,108,99,92,87,84,82,82
97,108,99,92,87,84,82,82
98,108,99,93,88,84,83,83
99,109,100,93,88,85,83,83
100,109,100,93,88,85,83,83
101,110,101,94,89,85,84,84
102,110,101,94,89,86,84,84
103,111,101,94,89,86,84,84
104,111,102,95,90,86,85,85
105,112,102,95,90,87,85,85
106,112,103,96,90,87,85,85
107,112,103,96,91,87,86,86
108,113,103,96,91,88,86,86
109,113,104,97,91,88,86,86
110,114,104,97,92,88,87,87
111,114,104,97,92,89,87,87
112,114,105,98,92,89,87,87
113,115,105,98,93,89,88,88
114,115,106,98,93,90,88,88
115,116,106,99,93,90,88,88
116,116,106,99,94,90,89,89
117,117,107,99,94,91,89,89
118,117,107,100,94,91,89,89
119,117,108,100,95,91,89,90
120,118,108,101,95,92,90,90
121,118,108,101,95,92,90,90
122,119,109,101,96,92,90,91
123,119,109,102,96,93,91,91
124,119,109,102,96,93,91,91
125,120,110,102,97,93,91,91
126,120,110,103,97,93,92,92
127,121,111,103,97,94,92,92
128,121,111,103,98,94,92,92
129,121,111,104,98,94,93,93
130,122,112,104,98,95,93,93
131,122,112,104,99,95,93,93
132,123,112,105,99,95,93,94
133,123,113,105,99,96,94,94
134,123,113,105,100,96,94,94
135,124,113,106,100,96,94,94
136,124,114,106,100,97,95,95
137,125,114,106,101,97,95,95
138,125,114,107,101,97,95,95
139,125,115,107,101,97,96,96
140,126,115,107,102,98,96,96
141,126,116,108,102,98,96,96
142,126,116,108,102,98,96,97
143,127,116,108,102,99,97,97
144,127,117,109,103,99,97,97
145,128,117,109,103,99,97,97
146,128,117,109,103,100,98,98
147,128,118,110,104,100,98,98
148,129,118,110,104,100,98,98
149,129,118,110,104,100,98,99
150,129,119,110,105,101,99,99
151,130,119,111,105,101,99,99
152,130,119,111,105,101,99,99
153,130,120,111,105,102,100,100
154,130,120,112,106,102,100,100
155,130,120,112,106,102,100,100
156,130,121,112,106,102,100,101
157,130,121,113,107,103,101,101
158,130,121,113,107,103,101,101
159,130,122,113,107,103,101,101
160,130,122,114,108,104,101,102
161,130,122,114,108,104,102,102
162,130,123,114,108,104,102,102
163,130,123,115,108,104,102,102
