raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-23.4
1,85,82,79,76,72,68,62,55,48,42,40,40,40,40,44,55,75,100,123,130
2,88,85,82,78,74,70,65,58,52,46,41,40,40,41,48,58,78,102,123,130
3,90,87,84,81,77,73,68,62,55,49,45,42,42,45,51,61,80,103,124,130
4,92,89,87,83,80,76,71,65,58,53,48,46,45,49,55,65,82,104,125,130
5,94,92,89,86,82,79,74,68,62,56,52,49,49,52,58,68,85,106,125,130
6,97,94,91,88,85,81,76,71,65,60,55,53,53,56,62,71,87,107,126,130
7,99,96,94,91,87,84,79,73,68,63,59,56,56,59,65,73,89,108,126,130
8,101,99,96,93,90,87,82,76,71,66,62,60,60,62,68,76,91,109,127,130
9,103,101,99,96,93,89,85,79,74,69,65,63,63,66,71,79,93,111,127,130
10,105,103,101,98,95,92,87,82,77,72,68,66,66,69,74,82,95,112,128,130
11,107,106,103,101,98,94,90,85,80,75,72,69,69,72,77,84,97,113,128,130
12,110,108,106,103,100,97,93,88,83,78,75,73,73,75,80,87,99,114,129,130
13,112,110,108,106,103,100,96,90,85,81,78,76,76,78,83,89,101,115,129,130
14,114,112,110,108,105,102,98,93,88,84,81,79,79,81,85,92,103,116,130,130
15,116,115,113,110,108,105,101,96,91,87,84,82,82,84,88,94,104,117,130,130
16,118,117,115,113,110,108,104,99,94,90,86,85,84,86,90,96,106,118,130,130
17,121,119,118,115,113,110,106,102,97,93,89,87,87,89,93,98,108,119,130,130
18,123,122,120,118,116,113,109,104,100,96,92,90,90,92,95,100,109,120,130,130
19,125,124,122,121,118,116,112,107,103,98,95,93,93,94,98,102,111,121,130,130
20,127,126,125,123,121,118,115,110,106,101,98,96,96,97,100,104,112,122,130,130
21,130,129,127,126,124,121,118,113,108,104,101,99,98,100,102,106,114,123,130,130
22,130,130,130,128,126,124,121,116,111,107,104,102,101,102,105,108,115,124,130,130
23,130,130,130,130,129,127,123,119,114,110,107,104,104,104,107,110,116,124,130,130
24,130,130,130,130,130,130,126,122,117,113,109,107,106,107,109,112,118,125,130,130
25,130,130,130,130,130,130,129,125,120,116,112,110,109,109,111,114,119,126,130,130
26,130,130,130,130,130,130,130,128,123,119,115,112,111,111,113,115,120,127,130,130
27,130,130,130,130,130,130,130,130,126,122,118,115,114,114,115,117,122,128,130,130
28,130,130,130,130,130,130,130,130,129,125,121,118,116,116,117,119,123,129,130,130
29,130,130,130,130,130,130,130,130,130,128,123,120,119,118,119,120,124,129,130,130
30,130,130,130,130,130,130,130,130,130,130,126,123,121,120,121,122,125,130,130,130
31,130,130,130,130,130,130,130,130,130,130,129,125,123,122,122,124,126,130,130,130
32,130,130,130,130,130,130,130,130,130,130,130,128,126,124,124,125,127,130,130,130
33,130,130,130,130,130,130,130,130,130,130,130,130,128,126,126,127,129,130,130,130
34,130,130,130,130,130,130,130,130,130,130,130,130,130,128,128,128,130,130,130,130
35,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,129,130,130,130,130
36,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
37,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
38,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
39,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
40,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
41,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
42,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
43,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
44,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
46,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
47,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
48,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
49,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
50,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
51,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
52,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
53,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
54,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
55,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
56,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
57,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
58,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
59,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
60,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
61,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
62,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
