raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-23.4
1,74,70,67,64,61,59,56,53,50,48,46,44,42,40,40,40,40,40,40,40
2,75,71,68,65,62,60,57,54,51,49,46,44,42,41,40,40,40,40,40,40
3,76,73,69,66,64,61,58,55,52,50,47,45,43,41,40,40,40,40,40,40
4,78,74,71,67,65,62,59,56,53,50,48,46,44,42,41,40,40,40,40,40
5,79,75,72,69,66,63,60,57,54,51,49,47,45,43,41,40,40,40,40,40
6,80,77,73,70,67,64,61,58,55,52,50,48,46,44,42,41,40,40,40,40
7,82,78,74,71,68,66,62,59,56,53,51,49,47,45,43,41,40,40,40,40
8,83,79,76,72,70,67,64,60,57,54,52,50,48,46,44,42,40,40,40,40
9,85,81,77,74,71,68,65,61,58,55,53,51,49,47,45,43,41,40,40,40
10,86,82,79,75,72,69,66,63,59,57,54,52,50,48,46,44,42,40,40,40
11,88,84,80,77,73,71,67,64,61,58,55,53,51,48,47,45,43,40,40,40
12,89,85,81,78,75,72,69,65,62,59,56,54,52,50,48,46,43,41,40,40
13,91,87,83,80,76,73,70,66,63,60,57,55,53,51,49,47,44,42,40,40
14,93,88,85,81,78,75,71,68,64,61,59,56,54,52,50,48,45,42,40,40
15,94,90,86,83,79,76,73,69,66,63,60,57,55,53,51,49,46,43,40,40
16,96,92,88,84,81,78,74,71,67,64,61,59,56,54,52,50,48,45,41,40
17,98,94,90,86,83,79,76,72,69,65,63,60,57,55,53,51,49,46,42,40
18,100,95,91,88,84,81,78,74,70,67,64,61,59,57,54,53,50,47,43,40
19,102,97,93,90,86,83,79,75,72,68,65,63,60,58,56,54,51,48,44,40
20,104,99,95,91,88,85,81,77,73,70,67,64,62,59,57,55,53,49,45,40
21,106,101,97,93,90,86,83,79,75,72,69,66,63,61,59,57,54,51,46,40
22,108,103,99,95,92,88,85,81,77,73,70,68,65,63,60,58,56,52,48,40
23,110,106,101,97,94,90,87,82,79,75,72,69,67,64,62,60,57,54,50,40
24,113,108,104,100,96,93,89,85,81,77,74,71,69,66,64,62,59,56,51,42
25,115,110,106,102,98,95,91,87,83,79,76,73,71,68,66,64,61,58,53,44
26,118,113,108,104,101,97,93,89,85,82,79,76,73,71,68,66,63,60,56,46
27,120,115,111,107,103,100,96,91,88,84,81,78,75,73,71,69,66,62,58,50
28,123,118,113,109,106,102,98,94,90,87,84,81,78,76,73,71,69,65,61,54
29,126,121,116,112,108,105,101,97,93,90,86,84,81,79,77,75,72,69,65,60
30,128,124,119,115,111,108,104,100,96,93,90,87,84,82,80,78,76,73,70,65
31,130,127,122,118,114,111,107,103,99,96,93,90,88,86,84,82,80,78,75,70
32,130,130,125,121,118,114,110,106,103,99,97,94,92,90,88,87,85,82,80,73
33,130,130,129,125,121,118,114,110,106,103,101,98,96,94,93,91,89,87,85,76
34,130,130,130,128,125,121,118,114,110,107,105,103,101,99,97,96,94,92,89,79
35,130,130,130,130,128,125,122,118,115,112,109,107,105,104,102,101,99,96,92,81
36,130,130,130,130,130,129,126,122,119,116,114,112,110,108,107,105,103,100,95,83
37,130,130,130,130,130,130,130,126,123,121,118,116,114,113,111,109,106,103,98,85
38,130,130,130,130,130,130,130,130,128,125,123,121,119,117,115,113,110,106,101,87
39,130,130,130,130,130,130,130,130,130,130,127,125,122,120,118,116,113,109,103,89
40,130,130,130,130,130,130,130,130,130,130,130,129,126,124,121,119,116,111,106,91
41,130,130,130,130,130,130,130,130,130,130,130,130,130,127,124,122,118,114,108,93
42,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,125,121,116,110,95
43,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,123,119,112,97
44,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126,121,114,99
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,128,123,116,101
46,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,125,118,104
47,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,120,108
48,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,122,112
49,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,124,112
50,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126,112
51,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,128,112
52,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,112
53,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,112
54,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,112
55,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,112
