raw,agestrat
1,11-Fall
1,12-Spring
2,10-Spring
2,12-Fall
3,11-Spring
3,12-Spring
4,11-Fall
4,12-Spring
5,12-Fall
6,11-Spring
6,12-Spring
7,11-Fall
7,12-Spring
8,12-Fall
9,11-Spring
9,12-Spring
10,10-Spring
10,12-Fall
11,12-Fall
12,11-Fall
12,12-Spring
13,12-Fall
14,11-Spring
15,11-Fall
15,12-Spring
16,12-Fall
17,11-Spring
17,12-Spring
18,12-Spring
19,12-Fall
20,11-Fall
20,12-Spring
21,12-Fall
22,11-Spring
23,12-Spring
24,12-Fall
25,11-Fall
25,12-Spring
26,12-Spring
27,11-Spring
28,12-Spring
29,12-Fall
31,12-Spring
32,11-Spring
33,12-Spring
34,12-Fall
35,12-Spring
36,12-Fall
38,12-Spring
39,11-Spring
40,12-Spring
41,11-Spring
42,12-Spring
43,12-Fall
45,12-Fall
47,12-Fall
49,12-Spring
51,12-Spring
53,12-Spring
55,12-Spring
57,12-Fall
59,12-Fall
61,11-Spring
62,12-Spring
64,12-Spring
66,12-Fall
67,12-Spring
69,12-Spring
72,12-Spring
73,12-Spring
75,12-Fall
76,12-Spring
77,12-Spring
79,12-Fall
80,12-Spring
81,12-Spring
82,12-Spring
83,12-Spring
84,12-Spring
85,12-Spring
86,12-Spring
87,12-Spring
88,12-Spring
89,12-Fall
89,12-Spring
90,12-Fall
90,12-Spring
91,11-Spring
91,12-Fall
91,12-Spring
92,12-Fall
92,12-Spring
93,11-Spring
93,12-Fall
93,12-Spring
94,11-Spring
94,12-Fall
94,12-Spring
95,11-Spring
95,12-Fall
95,12-Spring
96,11-Fall
96,11-Spring
96,12-Fall
97,11-Fall
97,11-Spring
98,10-Spring
98,11-Fall
99,10-Fall
