raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-23.4
1,75,72,69,67,65,63,61,60,58,56,55,54,53,52,51,51,50,49,47,43
2,81,77,75,72,70,68,66,64,62,60,59,58,57,56,55,54,53,52,51,46
3,87,83,80,77,74,72,70,68,66,64,62,61,60,59,58,57,56,55,54,48
4,93,88,84,81,79,76,74,71,69,67,66,64,63,62,61,60,59,58,56,51
5,99,93,89,86,83,80,77,75,72,70,69,67,66,65,64,63,62,60,59,53
6,106,99,94,90,87,84,81,78,76,73,72,70,69,68,67,66,64,63,61,55
7,114,105,99,94,90,87,84,81,79,76,74,73,71,70,69,68,67,65,63,57
8,130,111,103,98,94,91,88,84,81,79,77,75,74,73,71,70,69,68,66,59
9,130,118,109,103,98,94,91,87,84,82,80,78,76,75,74,73,71,70,68,61
10,130,130,114,107,102,98,94,90,87,84,82,80,79,77,76,75,73,72,70,62
11,130,130,121,112,106,102,97,93,90,87,85,83,81,79,78,77,76,74,72,64
12,130,130,130,117,110,105,100,96,92,89,87,85,83,82,80,79,78,76,74,66
13,130,130,130,123,114,109,104,99,95,92,89,87,85,84,82,81,80,78,75,67
14,130,130,130,130,119,113,107,102,98,94,92,89,88,86,84,83,81,80,77,69
15,130,130,130,130,125,117,110,104,100,97,94,92,90,88,86,85,83,81,79,70
16,130,130,130,130,130,121,113,107,103,99,96,94,92,90,88,87,85,83,81,72
17,130,130,130,130,130,126,117,110,105,102,99,96,94,92,90,89,87,85,82,73
18,130,130,130,130,130,130,121,113,108,104,101,98,96,94,92,91,89,87,84,75
19,130,130,130,130,130,130,125,116,111,106,103,100,98,96,94,93,91,89,86,76
20,130,130,130,130,130,130,130,120,113,109,105,102,100,98,96,94,92,90,87,77
21,130,130,130,130,130,130,130,123,116,111,107,104,102,100,98,96,94,92,89,79
22,130,130,130,130,130,130,130,127,119,114,110,107,104,102,100,98,96,94,91,80
23,130,130,130,130,130,130,130,130,122,116,112,109,106,104,102,100,98,95,92,81
24,130,130,130,130,130,130,130,130,125,119,114,111,108,105,103,102,99,97,94,83
25,130,130,130,130,130,130,130,130,129,122,117,113,110,107,105,103,101,99,95,84
26,130,130,130,130,130,130,130,130,130,125,119,115,112,109,107,105,103,100,97,85
27,130,130,130,130,130,130,130,130,130,128,122,117,114,111,109,107,105,102,99,86
28,130,130,130,130,130,130,130,130,130,130,124,120,116,113,111,109,106,104,100,88
29,130,130,130,130,130,130,130,130,130,130,127,122,118,115,113,111,108,105,102,89
30,130,130,130,130,130,130,130,130,130,130,130,125,120,117,115,112,110,107,103,90
31,130,130,130,130,130,130,130,130,130,130,130,127,123,119,117,114,112,109,105,91
32,130,130,130,130,130,130,130,130,130,130,130,130,125,121,119,116,113,110,107,92
33,130,130,130,130,130,130,130,130,130,130,130,130,128,124,121,118,115,112,108,94
34,130,130,130,130,130,130,130,130,130,130,130,130,130,126,123,120,117,114,110,95
35,130,130,130,130,130,130,130,130,130,130,130,130,130,128,125,122,119,116,112,96
36,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,124,121,117,113,97
37,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,123,119,115,98
38,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,125,121,117,99
39,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,123,118,101
40,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,125,120,102
41,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,122,103
42,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,124,104
43,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126,105
44,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,106
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,108
46,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,109
47,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,110
48,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,111
49,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,112
50,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,114
51,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,115
