raw,agestrat
0,9-Spring
0,10-Fall
0,10-Spring
0,11-Fall
0,11-Spring
0,12-Fall
0,12-Spring
1,9-Spring
1,10-Fall
1,10-Spring
1,11-Fall
1,11-Spring
1,12-Fall
1,12-Spring
2,9-Spring
2,10-Fall
2,10-Spring
2,11-Fall
2,11-Spring
2,12-Fall
2,12-Spring
3,9-Spring
3,10-Fall
3,10-Spring
3,11-Fall
3,11-Spring
3,12-Fall
3,12-Spring
4,9-Spring
4,10-Fall
4,10-Spring
4,11-Fall
4,11-Spring
4,12-Fall
4,12-Spring
5,9-Spring
5,10-Fall
5,10-Spring
5,11-Fall
5,11-Spring
5,12-Fall
5,12-Spring
6,9-Spring
6,10-Fall
6,10-Spring
6,11-Fall
6,11-Spring
6,12-Fall
6,12-Spring
7,9-Spring
7,10-Fall
7,10-Spring
7,11-Fall
7,11-Spring
7,12-Fall
7,12-Spring
8,9-Spring
8,10-Fall
8,10-Spring
8,11-Fall
8,11-Spring
8,12-Fall
8,12-Spring
9,9-Spring
9,10-Fall
9,10-Spring
9,11-Fall
9,11-Spring
9,12-Fall
9,12-Spring
10,9-Spring
10,10-Fall
10,10-Spring
10,11-Fall
10,11-Spring
10,12-Fall
10,12-Spring
11,9-Spring
11,10-Fall
11,10-Spring
11,11-Fall
11,11-Spring
11,12-Fall
11,12-Spring
12,9-Spring
12,10-Fall
12,10-Spring
12,11-Fall
12,11-Spring
12,12-Fall
12,12-Spring
13,9-Spring
13,10-Fall
13,10-Spring
13,11-Fall
13,11-Spring
13,12-Fall
13,12-Spring
14,9-Spring
14,10-Fall
14,10-Spring
14,11-Fall
14,11-Spring
14,12-Fall
14,12-Spring
15,9-Spring
15,10-Fall
15,10-Spring
15,11-Fall
15,11-Spring
15,12-Fall
15,12-Spring
16,9-Spring
16,10-Fall
16,10-Spring
16,11-Fall
16,11-Spring
16,12-Fall
16,12-Spring
17,9-Spring
17,10-Fall
17,10-Spring
17,11-Fall
17,11-Spring
17,12-Fall
17,12-Spring
18,9-Spring
18,10-Fall
18,10-Spring
18,11-Fall
18,11-Spring
18,12-Fall
18,12-Spring
19,9-Spring
19,10-Fall
19,10-Spring
19,11-Fall
19,11-Spring
19,12-Fall
19,12-Spring
20,9-Spring
20,10-Fall
20,10-Spring
20,11-Fall
20,11-Spring
20,12-Fall
20,12-Spring
21,9-Spring
21,10-Fall
21,10-Spring
21,11-Fall
21,11-Spring
21,12-Fall
21,12-Spring
22,9-Spring
22,10-Fall
22,10-Spring
22,11-Fall
22,11-Spring
22,12-Fall
22,12-Spring
23,9-Spring
23,10-Fall
23,10-Spring
23,11-Fall
23,11-Spring
23,12-Fall
23,12-Spring
24,9-Spring
24,10-Fall
24,10-Spring
24,11-Fall
24,11-Spring
24,12-Fall
24,12-Spring
25,9-Spring
25,10-Fall
25,10-Spring
25,11-Fall
25,11-Spring
25,12-Fall
25,12-Spring
26,9-Spring
26,10-Fall
26,10-Spring
26,11-Fall
26,11-Spring
26,12-Fall
26,12-Spring
27,9-Spring
27,10-Fall
27,10-Spring
27,11-Fall
27,11-Spring
27,12-Fall
27,12-Spring
28,9-Spring
28,10-Fall
28,10-Spring
28,11-Fall
28,11-Spring
28,12-Fall
28,12-Spring
29,10-Fall
29,10-Spring
29,11-Fall
29,11-Spring
29,12-Fall
29,12-Spring
30,10-Spring
30,11-Fall
30,11-Spring
30,12-Fall
30,12-Spring
31,11-Fall
31,11-Spring
31,12-Fall
31,12-Spring
32,12-Fall
32,12-Spring
