raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11
0,74,67,60,55,52,49,46,44,42
1,79,72,65,60,56,53,50,48,46
2,84,77,69,64,60,56,54,51,49
3,87,81,73,68,63,60,57,54,52
4,91,84,77,71,66,63,60,57,55
5,95,88,80,74,69,66,63,60,58
6,98,91,83,77,72,68,65,62,60
7,100,94,86,80,75,71,68,65,62
8,102,96,89,82,77,73,70,67,65
9,105,99,91,85,80,76,72,69,67
10,108,101,93,87,82,78,74,71,69
11,110,104,96,89,84,80,76,73,71
12,113,106,98,92,86,82,78,75,73
13,115,108,100,94,88,84,80,77,74
14,118,110,102,96,90,86,82,79,76
15,121,112,104,98,92,88,84,81,78
16,122,114,106,100,94,90,86,83,80
17,124,116,108,102,96,92,88,84,82
18,126,117,110,103,98,93,90,86,83
19,127,119,112,105,100,95,91,88,85
20,129,121,113,107,102,97,93,90,87
21,130,122,115,109,103,99,95,91,88
22,130,124,117,110,105,100,96,93,90
23,130,125,118,112,107,102,98,94,91
24,130,127,120,114,108,104,100,96,93
25,130,128,121,115,110,105,101,98,95
26,130,130,123,117,111,107,103,99,96
27,130,130,124,118,113,108,104,101,98
28,130,130,126,120,115,110,106,102,99
29,130,130,127,121,116,111,107,104,101
30,130,130,128,123,118,113,109,105,102
31,130,130,130,124,119,115,111,107,104
32,130,130,130,126,121,116,112,109,106
33,130,130,130,127,122,118,114,110,107
34,130,130,130,128,123,119,115,112,109
35,130,130,130,130,125,121,117,113,110
36,130,130,130,130,126,122,118,115,112
37,130,130,130,130,128,124,120,117,114
38,130,130,130,130,129,125,121,118,116
39,130,130,130,130,130,127,123,120,117
40,130,130,130,130,130,128,125,122,119
41,130,130,130,130,130,130,126,124,121
42,130,130,130,130,130,130,128,125,123
43,130,130,130,130,130,130,130,127,125
44,130,130,130,130,130,130,130,129,128
45,130,130,130,130,130,130,130,130,130
46,130,130,130,130,130,130,130,130,130
47,130,130,130,130,130,130,130,130,130
48,130,130,130,130,130,130,130,130,130
49,130,130,130,130,130,130,130,130,130
50,130,130,130,130,130,130,130,130,130
51,130,130,130,130,130,130,130,130,130
52,130,130,130,130,130,130,130,130,130
53,130,130,130,130,130,130,130,130,130
54,130,130,130,130,130,130,130,130,130
55,130,130,130,130,130,130,130,130,130
56,130,130,130,130,130,130,130,130,130
57,130,130,130,130,130,130,130,130,130
58,130,130,130,130,130,130,130,130,130
59,130,130,130,130,130,130,130,130,130
60,130,130,130,130,130,130,130,130,130
61,130,130,130,130,130,130,130,130,130
62,130,130,130,130,130,130,130,130,130
63,130,130,130,130,130,130,130,130,130
64,130,130,130,130,130,130,130,130,130
65,130,130,130,130,130,130,130,130,130
66,130,130,130,130,130,130,130,130,130
67,130,130,130,130,130,130,130,130,130
68,130,130,130,130,130,130,130,130,130
