raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-18.11
0,65,63,61,59,57,56,55,53,52,51,50,49,49,48,48,48,48,48,48,47
1,69,66,64,62,61,59,58,56,55,53,52,52,51,51,50,50,50,50,50,50
2,73,70,68,66,64,62,61,59,57,56,55,54,53,53,52,52,52,51,51,51
3,77,74,71,69,67,65,64,62,60,59,57,56,56,55,54,54,53,53,53,53
4,81,78,75,73,71,69,67,64,63,61,60,59,58,57,56,56,55,55,55,55
5,85,82,79,76,74,72,70,67,65,64,62,61,60,59,59,58,57,57,57,57
6,89,86,82,80,77,75,73,70,68,66,65,64,62,62,61,60,59,59,58,58
7,93,89,86,83,81,78,76,73,71,69,67,66,65,64,63,62,61,61,60,60
8,97,93,90,87,84,82,79,76,74,72,70,68,67,66,65,64,63,62,62,62
9,102,97,94,91,88,85,82,79,77,74,73,71,70,68,67,66,65,64,64,63
10,106,102,98,94,91,89,85,82,80,77,75,73,72,71,70,69,67,66,65,65
11,110,106,102,98,95,92,89,85,83,80,78,76,74,73,72,71,70,68,67,67
12,114,110,106,102,98,95,92,89,85,83,81,79,77,75,74,73,72,70,69,68
13,119,114,110,106,102,99,95,92,88,86,83,81,79,78,76,75,74,72,71,70
14,123,118,114,109,106,102,99,95,92,89,86,84,82,80,79,78,76,74,73,72
15,128,123,118,113,110,106,102,98,95,92,89,87,85,83,81,80,78,76,75,73
16,130,127,122,117,113,110,106,101,98,95,92,89,87,85,84,82,80,78,77,75
17,130,130,126,121,117,113,109,105,101,98,95,92,90,88,86,85,83,81,78,77
18,130,130,130,126,121,117,113,108,104,101,98,95,92,90,89,87,85,83,80,79
19,130,130,130,130,125,121,116,112,107,104,101,98,95,93,91,89,87,85,83,81
20,130,130,130,130,129,125,120,115,111,107,104,101,98,96,94,92,90,87,85,83
21,130,130,130,130,130,129,124,119,114,110,107,104,101,99,96,95,92,90,87,84
22,130,130,130,130,130,130,128,123,118,114,110,107,104,101,99,97,95,92,89,86
23,130,130,130,130,130,130,130,126,121,117,113,110,107,104,102,100,97,94,91,88
24,130,130,130,130,130,130,130,130,125,121,117,113,110,107,105,103,100,97,94,91
25,130,130,130,130,130,130,130,130,129,124,120,116,113,110,108,106,103,100,96,93
26,130,130,130,130,130,130,130,130,130,128,124,120,117,114,111,109,106,102,98,95
27,130,130,130,130,130,130,130,130,130,130,127,123,120,117,114,112,108,105,101,97
28,130,130,130,130,130,130,130,130,130,130,130,127,124,120,117,115,112,108,104,100
29,130,130,130,130,130,130,130,130,130,130,130,130,127,124,121,118,115,111,106,102
30,130,130,130,130,130,130,130,130,130,130,130,130,130,128,125,122,118,114,109,105
31,130,130,130,130,130,130,130,130,130,130,130,130,130,130,128,126,122,118,113,108
32,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126,121,116,111
33,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,125,120,114
34,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,124,118
35,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,122
36,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127
37,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
38,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
