raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
0,58,59,60,61,63,67
1,59,60,61,63,64,68
2,60,61,62,64,66,70
3,61,62,63,65,67,71
4,62,63,65,66,68,72
5,63,64,66,67,69,73
6,64,65,67,68,70,75
7,65,66,68,69,71,76
8,66,67,69,70,73,77
9,67,68,70,72,74,78
10,68,69,71,73,75,79
11,69,70,72,74,76,80
12,70,71,73,75,77,81
13,71,72,74,76,78,82
14,72,73,75,77,79,83
15,73,74,76,78,80,84
16,74,75,77,79,81,85
17,75,76,78,80,82,86
18,76,77,79,81,83,87
19,77,78,80,81,84,88
20,78,79,81,82,85,89
21,79,80,81,83,86,90
22,80,81,82,84,87,91
23,80,81,83,85,88,92
24,81,82,84,86,89,93
25,82,83,85,87,90,94
26,83,84,86,88,91,95
27,84,85,87,89,92,96
28,85,86,88,90,93,97
29,86,87,89,91,93,98
30,87,88,90,92,94,99
31,88,89,91,93,95,100
32,88,90,92,94,96,101
33,89,90,93,95,97,102
34,90,91,93,96,98,103
35,91,92,94,97,99,104
36,92,93,95,98,100,105
37,93,94,96,98,101,106
38,94,95,97,99,102,107
39,95,96,98,100,103,108
40,96,97,99,101,104,109
41,97,98,100,102,105,110
42,98,99,101,103,106,110
43,99,100,102,104,107,111
44,100,101,103,105,108,112
45,101,102,104,106,109,113
46,102,103,105,108,110,114
47,103,104,106,109,111,115
48,104,105,107,110,112,116
49,105,106,109,111,113,117
50,106,107,110,112,115,118
51,107,108,111,113,116,119
52,108,110,112,114,117,120
53,109,111,113,116,118,121
54,111,112,115,117,119,122
55,112,114,116,119,121,123
56,114,115,118,120,122,124
57,115,117,120,122,124,126
58,117,119,122,124,125,127
59,119,121,124,126,127,128
