raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
0,43,43,43,44,46,51
1,45,44,44,45,47,52
2,46,46,46,47,48,53
3,47,47,47,48,50,54
4,49,48,48,49,51,55
5,50,50,49,50,52,56
6,52,51,51,51,53,57
7,53,52,52,53,54,59
8,55,54,53,54,56,60
9,56,55,55,55,57,61
10,58,57,56,57,58,62
11,59,58,58,58,59,63
12,61,60,59,59,61,64
13,62,61,61,61,62,66
14,64,63,62,62,63,67
15,66,65,64,64,65,68
16,67,66,65,65,66,70
17,69,68,67,67,67,71
18,71,70,68,68,69,72
19,73,72,70,70,70,74
20,75,73,72,71,72,75
21,77,75,74,73,73,76
22,79,77,75,75,75,78
23,81,79,77,77,77,79
24,83,81,79,78,78,81
25,85,83,81,80,80,83
26,87,86,83,82,82,84
27,90,88,86,84,84,86
28,92,91,88,86,86,88
29,95,93,90,89,88,90
30,98,96,93,91,90,92
31,101,99,96,94,93,94
32,104,103,99,96,95,96
33,108,106,102,99,98,99
34,112,111,106,103,101,101
35,116,116,111,107,104,104
36,122,121,116,112,108,108
37,126,126,121,117,113,112
38,130,130,126,122,118,117
