raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-18.11
0,53,51,49,47,45,43,41,40,40,40,40,40,40,40,40,40,40,40,40,40
1,55,53,50,48,46,45,43,41,40,40,40,40,40,40,40,40,40,40,40,40
2,57,55,52,50,48,46,44,42,40,40,40,40,40,40,40,40,40,40,40,40
3,59,56,54,52,50,48,46,43,42,40,40,40,40,40,40,40,40,40,40,40
4,61,58,56,53,51,49,47,45,43,41,40,40,40,40,40,40,40,40,40,40
5,63,60,58,55,53,51,49,47,44,43,41,40,40,40,40,40,40,40,40,40
6,65,62,60,57,55,53,51,48,46,44,42,41,40,40,40,40,40,40,40,40
7,67,64,61,59,57,55,52,50,47,46,44,42,41,40,40,40,40,40,40,40
8,70,66,63,61,58,56,54,51,49,47,45,44,42,41,40,40,40,40,40,40
9,72,68,66,63,60,58,56,53,51,49,47,45,44,43,41,40,40,40,40,40
10,74,71,68,65,62,60,57,55,52,50,48,47,45,44,43,42,41,40,40,40
11,76,73,70,67,64,62,59,56,54,52,50,48,47,45,44,43,42,41,40,40
12,79,75,72,69,66,64,61,58,56,53,51,50,48,47,46,45,43,42,41,41
13,81,77,74,71,68,66,63,60,57,55,53,51,50,48,47,46,45,43,42,42
14,83,80,76,73,70,68,65,62,59,57,55,53,51,50,49,47,46,45,44,44
15,86,82,79,75,72,70,67,64,61,59,56,54,53,51,50,49,48,46,45,45
16,88,85,81,78,75,72,69,66,63,60,58,56,54,53,52,50,49,48,47,47
17,91,87,83,80,77,74,71,68,65,62,60,58,56,55,53,52,51,49,48,48
18,94,90,86,82,79,76,73,70,67,64,62,60,58,56,55,54,52,51,50,50
19,96,92,88,85,82,79,75,72,69,66,64,62,60,58,57,55,54,52,51,51
20,99,95,91,87,84,81,78,74,71,68,66,63,62,60,58,57,56,54,53,53
21,102,97,93,90,86,83,80,76,73,70,68,65,64,62,60,59,57,56,55,55
22,105,100,96,92,89,86,82,79,75,72,70,68,66,64,62,61,59,58,57,57
23,108,103,99,95,92,88,85,81,78,75,72,70,68,66,64,63,61,60,59,59
24,111,106,102,98,94,91,87,83,80,77,74,72,70,68,66,65,63,62,61,61
25,114,109,105,101,97,94,90,86,82,79,77,74,72,70,68,67,65,64,63,63
26,117,112,107,103,100,97,93,89,85,82,79,77,74,72,71,69,68,66,65,65
27,120,115,110,106,103,99,95,91,88,84,82,79,77,75,73,72,70,68,67,67
28,123,118,114,109,106,102,98,94,90,87,84,82,79,77,76,74,72,71,69,69
29,126,121,117,113,109,105,101,97,93,90,87,84,82,80,78,77,75,73,72,72
30,129,124,120,116,112,108,104,100,96,93,90,87,85,83,81,79,77,76,74,74
31,130,128,123,119,115,112,108,103,99,96,93,90,88,86,84,82,80,78,77,77
32,130,130,126,122,118,115,111,106,102,99,96,93,91,89,87,85,83,81,80,79
33,130,130,130,126,122,118,114,110,106,102,99,96,94,92,90,88,86,84,83,82
34,130,130,130,129,125,122,118,113,109,106,103,100,97,95,93,92,90,88,86,84
35,130,130,130,130,129,125,121,117,113,109,106,104,101,99,97,95,93,91,89,86
36,130,130,130,130,130,129,125,120,117,113,110,107,105,103,101,99,97,95,92,89
37,130,130,130,130,130,130,128,124,120,117,114,111,109,107,105,103,101,98,95,91
38,130,130,130,130,130,130,130,128,124,121,118,115,113,111,109,107,105,102,98,94
39,130,130,130,130,130,130,130,130,128,125,122,120,117,115,113,112,109,106,102,96
40,130,130,130,130,130,130,130,130,130,129,126,124,122,120,118,116,113,110,105,98
41,130,130,130,130,130,130,130,130,130,130,130,128,126,124,122,120,117,114,108,102
42,130,130,130,130,130,130,130,130,130,130,130,130,130,129,127,125,122,117,111,106
43,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,126,121,114,109
44,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,124,116,112
45,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127,119,115
46,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,122,118
47,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,124,121
48,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126,123
49,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,128,126
50,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129
51,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
52,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
53,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
54,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
55,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
