raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-18.11
0,78,77,75,73,72,71,70,69,66,63,60,58,56,54,52,50,48,45,42,40
1,82,81,79,78,76,74,73,71,67,64,62,59,57,55,53,51,49,47,43,40
2,86,84,82,81,79,77,76,72,69,66,63,61,58,56,54,53,50,48,44,41
3,90,87,85,84,82,81,78,74,70,67,65,62,60,58,56,54,52,49,46,42
4,94,91,89,87,85,83,80,76,72,69,66,63,61,59,57,55,53,50,47,44
5,98,94,92,90,89,85,81,77,74,70,68,65,63,60,58,57,54,51,48,45
6,103,97,94,92,91,87,83,79,75,72,69,66,64,62,60,58,56,53,49,46
7,107,100,97,95,92,89,85,81,77,74,71,68,66,63,61,59,57,54,51,47
8,111,105,101,98,94,91,87,83,79,75,72,70,67,65,63,61,58,55,52,48
9,115,110,105,100,96,93,89,84,81,77,74,71,69,66,64,62,60,57,53,50
10,117,112,107,103,99,95,91,86,82,79,76,73,70,68,66,64,61,58,55,51
11,120,114,109,105,101,97,93,88,84,80,77,74,72,69,67,65,63,60,56,53
12,122,117,111,107,103,99,95,90,86,82,79,76,73,71,69,67,64,61,57,54
13,125,119,114,109,105,101,97,92,88,84,81,78,75,73,70,68,66,63,59,55
14,127,121,116,111,107,103,99,94,90,86,82,79,77,74,72,70,67,64,60,57
15,130,124,118,114,109,105,101,96,91,88,84,81,78,76,74,71,69,66,62,58
16,130,126,121,116,111,107,103,98,93,89,86,83,80,77,75,73,70,67,63,60
17,130,129,123,118,114,109,105,100,95,91,88,85,82,79,77,75,72,69,65,62
18,130,130,126,120,116,112,107,102,97,93,90,86,84,81,79,76,74,70,67,63
19,130,130,128,123,118,114,109,104,99,95,92,88,85,83,80,78,75,72,68,65
20,130,130,130,125,120,116,111,106,101,97,94,90,87,85,82,80,77,74,70,67
21,130,130,130,128,123,118,113,108,103,99,96,92,89,86,84,82,79,76,72,69
22,130,130,130,130,125,121,116,110,106,101,98,94,91,88,86,84,81,78,74,71
23,130,130,130,130,128,123,118,113,108,103,100,96,93,90,88,86,83,79,76,73
24,130,130,130,130,130,126,120,115,110,106,102,98,95,92,90,88,85,81,78,75
25,130,130,130,130,130,128,123,117,112,108,104,100,97,95,92,90,87,84,80,77
26,130,130,130,130,130,130,125,120,115,110,106,103,100,97,94,92,89,86,82,79
27,130,130,130,130,130,130,128,122,117,113,109,105,102,99,96,94,91,88,84,81
28,130,130,130,130,130,130,130,125,120,115,111,107,104,101,99,96,93,90,87,84
29,130,130,130,130,130,130,130,127,122,118,113,110,107,104,101,99,96,93,89,86
30,130,130,130,130,130,130,130,130,125,120,116,112,109,106,104,101,98,95,92,89
31,130,130,130,130,130,130,130,130,128,123,119,115,112,109,106,104,101,98,95,92
32,130,130,130,130,130,130,130,130,130,126,121,118,114,112,109,107,104,101,98,94
33,130,130,130,130,130,130,130,130,130,129,124,121,117,115,112,110,107,104,101,97
34,130,130,130,130,130,130,130,130,130,130,127,124,120,118,115,113,110,107,104,100
35,130,130,130,130,130,130,130,130,130,130,130,127,124,121,119,116,114,111,108,103
36,130,130,130,130,130,130,130,130,130,130,130,130,127,125,122,120,118,115,112,108
37,130,130,130,130,130,130,130,130,130,130,130,130,130,129,126,124,122,120,116,113
38,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,128,125,121,118
39,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126,122
40,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,126
41,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
42,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
43,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
44,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
