raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
0,46,47,49,53,59,71
1,47,47,50,54,60,72
2,47,48,50,55,61,72
3,48,49,51,55,61,73
4,49,49,52,56,62,73
5,49,50,52,56,63,74
6,50,51,53,57,63,74
7,51,51,54,58,64,75
8,51,52,55,59,65,76
9,52,53,55,59,65,76
10,53,53,56,60,66,77
11,53,54,57,61,67,77
12,54,55,57,61,67,78
13,55,56,58,62,68,78
14,56,56,59,63,69,79
15,56,57,60,64,69,79
16,57,58,60,64,70,80
17,58,59,61,65,71,81
18,59,59,62,66,71,81
19,59,60,63,67,72,82
20,60,61,64,67,73,82
21,61,62,64,68,74,83
22,62,63,65,69,75,84
23,63,64,66,70,75,84
24,64,64,67,71,76,85
25,65,65,68,72,77,86
26,66,66,69,73,78,87
27,67,67,70,74,79,87
28,68,68,71,75,80,88
29,69,69,72,76,81,89
30,70,70,73,77,82,90
31,71,72,74,78,83,90
32,72,73,75,79,84,91
33,73,74,77,80,85,92
34,74,75,78,81,86,93
35,76,77,79,83,87,94
36,77,78,81,84,89,95
37,79,80,82,86,90,96
38,81,82,84,88,92,97
39,83,83,86,89,93,98
40,85,86,88,91,95,100
41,88,88,91,94,97,101
42,91,92,94,97,100,103
43,95,96,98,100,103,105
44,104,104,105,106,107,107
45,115,115,115,115,116,113
