raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
0,62,40,52,59,62,59
1,62,41,52,59,62,59
2,63,42,52,59,62,59
3,63,43,52,59,62,59
4,63,44,52,59,62,59
5,63,45,52,59,62,59
6,64,46,52,59,62,59
7,64,47,52,59,62,59
8,64,48,52,59,62,59
9,64,48,52,59,62,59
10,65,49,52,59,62,59
11,65,50,52,59,62,59
12,65,50,52,59,62,59
13,66,51,52,59,62,59
14,66,52,52,59,62,59
15,66,52,52,59,62,59
16,66,53,52,59,62,59
17,67,53,52,59,62,59
18,67,54,52,59,62,59
19,67,54,52,59,62,59
20,67,55,52,59,62,59
21,68,55,52,59,62,59
22,68,56,52,59,62,59
23,68,56,52,59,62,59
24,69,57,52,59,62,59
25,69,57,52,59,62,59
26,69,58,52,59,62,59
27,70,58,52,59,62,59
28,70,59,52,59,62,59
29,70,59,52,59,62,59
30,70,60,52,59,62,59
31,71,60,52,59,62,59
32,71,61,52,59,62,59
33,71,61,52,59,62,59
34,72,62,52,59,62,59
35,72,62,52,59,62,59
36,72,63,52,59,62,59
37,73,63,52,59,62,59
38,73,64,52,59,62,59
39,73,64,52,59,62,59
40,73,64,52,59,62,59
41,74,65,52,59,62,59
42,74,65,52,59,62,59
43,74,66,52,59,62,59
44,75,66,52,59,62,59
45,75,67,52,59,62,59
46,75,67,52,59,62,59
47,76,68,52,59,62,59
48,76,68,52,59,62,59
49,76,69,52,59,62,59
50,77,69,52,59,62,59
51,77,70,52,59,62,59
52,77,70,52,59,62,61
53,78,71,52,59,62,64
54,78,71,52,59,62,65
55,79,72,52,59,62,67
56,79,72,53,59,62,68
57,79,72,56,59,62,69
58,80,73,58,59,62,70
59,80,73,60,59,62,71
60,80,74,61,59,62,72
61,81,74,62,59,62,73
62,81,75,63,59,62,74
63,82,75,64,59,62,75
64,82,76,65,59,62,76
65,82,77,66,59,62,76
66,83,77,67,59,62,77
67,83,78,68,59,62,78
68,84,78,69,59,62,79
69,84,79,70,59,62,79
70,84,79,71,61,62,80
71,85,80,72,64,67,81
72,85,80,73,67,69,82
73,86,81,74,68,71,83
74,86,82,75,70,72,83
75,87,82,76,71,74,84
76,87,83,77,73,75,85
77,88,83,77,74,76,86
78,88,84,78,75,78,87
79,89,85,79,77,79,87
80,89,85,80,78,80,88
81,90,86,81,79,81,89
82,90,87,82,80,83,90
83,91,88,83,82,84,91
84,92,88,84,83,85,92
85,92,89,85,84,86,92
86,93,90,86,85,88,93
87,94,91,88,87,89,94
88,94,92,89,88,90,95
89,95,93,90,90,92,96
90,96,94,91,91,93,97
91,97,95,93,93,95,98
92,98,96,94,94,96,100
93,99,97,96,96,98,101
94,100,98,98,98,100,102
95,101,100,100,100,102,103
96,102,102,102,103,104,105
97,104,104,105,105,106,107
98,105,106,108,109,109,109
99,108,110,112,112,112,111
100,114,117,116,116,116,115
