raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
0,47,45,44,44,45,48
1,48,45,44,44,45,48
2,48,46,45,45,46,49
3,48,46,45,45,46,49
4,49,46,45,45,46,49
5,49,47,46,46,47,50
6,49,47,46,46,47,50
7,50,48,46,46,47,50
8,50,48,47,47,48,51
9,50,48,47,47,48,51
10,51,49,47,47,48,52
11,51,49,48,48,49,52
12,51,49,48,48,49,52
13,52,50,48,48,49,53
14,52,50,49,49,50,53
15,52,50,49,49,50,53
16,53,51,49,50,50,54
17,53,51,50,50,51,54
18,53,51,50,50,51,54
19,54,52,50,51,52,55
20,54,52,51,51,52,55
21,54,52,51,51,52,55
22,55,53,51,52,53,56
23,55,53,52,52,53,56
24,56,53,52,52,53,56
25,56,54,53,53,54,57
26,56,54,53,53,54,57
27,57,54,53,53,54,57
28,57,55,54,54,55,58
29,57,55,54,54,55,58
30,58,55,54,54,55,58
31,58,56,55,55,56,59
32,58,56,55,55,56,59
33,59,56,55,55,56,60
34,59,57,56,56,57,60
35,59,57,56,56,57,60
36,60,58,56,56,57,61
37,60,58,57,57,58,61
38,60,58,57,57,58,61
39,61,59,57,57,58,62
40,61,59,58,58,59,62
41,62,59,58,58,59,62
42,62,60,58,59,60,63
43,62,60,59,59,60,63
44,63,60,59,59,60,64
45,63,61,60,60,61,64
46,63,61,60,60,61,64
47,64,61,60,60,61,65
48,64,62,61,61,62,65
49,64,62,61,61,62,65
50,65,63,61,61,62,66
51,65,63,62,62,63,66
52,66,63,62,62,63,66
53,66,64,62,62,64,67
54,66,64,63,63,64,67
55,67,64,63,63,64,68
56,67,65,63,64,65,68
57,67,65,64,64,65,68
58,68,65,64,64,65,69
59,68,66,65,65,66,69
60,69,66,65,65,66,69
61,69,67,65,65,66,70
62,69,67,66,66,67,70
63,70,67,66,66,67,71
64,70,68,66,67,68,71
65,70,68,67,67,68,71
66,71,68,67,67,68,72
67,71,69,68,68,69,72
68,72,69,68,68,69,72
69,72,70,68,68,69,73
70,72,70,69,69,70,73
71,73,70,69,69,70,74
72,73,71,69,69,71,74
73,73,71,70,70,71,74
74,74,71,70,70,71,75
75,74,72,71,71,72,75
76,75,72,71,71,72,76
77,75,73,71,71,72,76
78,75,73,72,72,73,76
79,76,73,72,72,73,77
80,76,74,72,73,74,77
81,77,74,73,73,74,77
82,77,74,73,73,74,78
83,77,75,74,74,75,78
84,78,75,74,74,75,79
85,78,76,74,74,76,79
86,79,76,75,75,76,79
87,79,76,75,75,76,80
88,79,77,75,76,77,80
89,80,77,76,76,77,81
90,80,78,76,76,77,81
91,81,78,77,77,78,81
92,81,78,77,77,78,82
93,81,79,77,78,79,82
94,82,79,78,78,79,83
95,82,80,78,78,79,83
96,83,80,79,79,80,84
97,83,80,79,79,80,84
98,83,81,79,80,81,84
99,84,81,80,80,81,85
100,84,82,80,80,81,85
101,85,82,81,81,82,86
102,85,82,81,81,82,86
103,85,83,81,82,83,86
104,86,83,82,82,83,87
105,86,84,82,82,84,87
106,87,84,83,83,84,88
107,87,84,83,83,84,88
108,88,85,83,84,85,89
109,88,85,84,84,85,89
110,88,86,84,84,86,89
111,89,86,85,85,86,90
112,89,87,85,85,86,90
113,90,87,86,86,87,91
114,90,87,86,86,87,91
115,91,88,86,86,88,92
116,91,88,87,87,88,92
117,91,89,87,87,89,92
118,92,89,88,88,89,93
119,92,90,88,88,89,93
120,93,90,88,89,90,94
121,93,90,89,89,90,94
122,94,91,89,89,91,95
123,94,91,90,90,91,95
124,94,92,90,90,92,96
125,95,92,91,91,92,96
126,95,93,91,91,92,96
127,96,93,92,92,93,97
128,96,93,92,92,93,97
129,97,94,92,93,94,98
130,97,94,93,93,94,98
131,98,95,93,93,95,99
132,98,95,94,94,95,99
133,99,96,94,94,96,100
134,99,96,95,95,96,100
135,100,97,95,95,96,101
136,100,97,96,96,97,101
137,101,98,96,96,97,102
138,101,98,96,97,98,102
139,101,98,97,97,98,103
140,102,99,97,97,99,103
141,102,99,98,98,99,104
142,103,100,98,98,100,104
143,103,100,99,99,100,105
144,104,101,99,99,101,105
145,104,101,100,100,101,106
146,105,102,100,100,102,106
147,105,102,101,101,102,107
148,106,103,101,101,103,107
149,106,103,102,102,103,108
150,107,104,102,102,104,108
151,107,104,103,103,104,109
152,108,105,103,103,105,109
153,108,105,104,104,105,110
154,109,106,104,104,106,110
155,110,106,105,105,106,111
156,110,107,105,105,107,111
157,111,107,106,106,107,112
158,111,108,106,106,108,112
159,112,108,107,107,108,113
160,112,109,107,107,109,114
161,113,109,108,108,109,114
162,113,110,108,108,110,115
163,114,110,109,109,110,115
164,114,111,109,109,111,116
165,115,112,110,110,111,116
166,116,112,110,110,112,117
