raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
167,116,113,111,111,112,118
168,117,113,111,111,113,118
169,117,114,112,112,114,119
170,118,114,112,113,114,119
171,118,115,113,113,115,120
172,119,115,113,114,115,121
173,120,116,114,114,116,121
174,120,117,115,115,116,122
175,121,117,115,115,117,122
176,122,118,116,116,118,123
177,122,118,116,116,118,124
178,123,119,117,117,119,124
179,123,120,117,118,119,125
180,124,120,118,118,120,126
181,125,121,119,119,121,126
182,125,121,119,119,121,127
183,126,122,120,120,122,128
184,127,123,120,121,122,128
185,127,123,121,121,123,129
186,128,124,122,122,124,130
187,129,125,122,123,124,130
188,130,125,123,123,125,130
189,130,126,124,124,126,130
190,130,127,124,124,126,130
191,130,127,125,125,127,130
192,130,128,126,126,128,130
193,130,129,126,126,128,130
194,130,129,127,127,129,130
195,130,130,128,128,130,130
196,130,130,128,129,130,130
197,130,130,129,129,130,130
198,130,130,130,130,130,130
199,130,130,130,130,130,130
200,130,130,130,130,130,130
