raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
1,55,56,59,63,69,85
2,57,57,60,64,71,86
3,58,59,61,65,72,87
4,59,60,63,66,73,88
5,61,61,64,68,74,89
6,62,63,65,69,75,89
7,63,64,66,70,76,90
8,64,65,67,71,77,91
9,66,66,68,72,78,92
10,67,67,70,73,79,93
11,68,68,71,74,80,94
12,69,70,72,75,81,95
13,70,71,73,76,82,96
14,71,72,74,77,83,97
15,72,73,75,78,84,98
16,73,74,76,79,85,99
17,74,75,77,80,86,100
18,75,76,78,81,87,101
19,76,77,79,82,88,102
20,77,78,80,83,89,103
21,78,79,81,84,90,104
22,79,80,82,85,90,105
23,80,81,83,86,91,106
24,81,82,84,87,92,107
25,82,83,85,88,93,108
26,83,84,86,89,94,109
27,84,85,87,90,95,110
28,85,86,88,91,96,112
29,86,87,89,92,97,113
30,87,88,90,93,98,114
31,88,89,91,94,99,115
32,89,90,91,95,100,116
33,90,91,92,96,101,118
34,91,91,93,97,102,119
35,92,92,94,97,103,121
36,93,93,95,98,104,122
37,94,94,96,99,105,124
38,95,95,97,100,106,126
39,96,96,98,101,107,129
40,97,97,99,102,108,130
41,98,98,100,103,109,130
42,99,99,101,104,110,130
43,100,100,102,105,112,130
44,101,101,103,106,113,130
45,102,102,104,108,114,130
46,103,103,105,109,115,130
47,104,104,106,110,116,130
48,105,105,107,111,118,130
49,106,106,108,112,119,130
50,107,107,109,113,121,130
51,108,108,111,114,122,130
52,109,109,112,116,124,130
53,110,111,113,117,126,130
54,111,112,114,118,129,130
55,112,113,115,120,130,130
56,113,114,117,121,130,130
57,115,115,118,123,130,130
58,116,117,119,125,130,130
59,117,118,121,127,130,130
