raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
1,40,40,40,40,40,45
2,40,40,40,40,40,45
3,40,40,40,40,40,46
4,40,40,40,40,40,47
5,40,40,40,40,40,47
6,40,40,40,40,40,48
7,40,40,40,40,40,48
8,40,40,40,40,40,49
9,40,40,40,40,41,49
10,40,40,40,40,42,50
11,41,40,40,40,42,51
12,41,40,40,40,43,51
13,42,40,40,40,43,52
14,42,40,40,40,44,52
15,43,40,40,40,45,53
16,44,40,40,41,45,54
17,44,40,40,41,46,54
18,45,40,40,42,46,55
19,45,40,40,42,47,55
20,46,41,40,43,47,56
21,47,42,41,44,48,56
22,47,42,42,44,49,57
23,48,43,42,45,49,58
24,48,43,43,45,50,58
25,49,44,43,46,50,59
26,49,44,44,47,51,59
27,50,45,44,47,52,60
28,51,46,45,48,52,61
29,51,46,46,48,53,61
30,52,47,46,49,53,62
31,52,47,47,49,54,62
32,53,48,47,50,54,63
33,54,49,48,51,55,63
34,54,49,49,51,56,64
35,55,50,49,52,56,65
36,55,50,50,52,57,65
37,56,51,50,53,57,66
38,56,51,51,54,58,66
39,57,52,51,54,59,67
40,58,53,52,55,59,68
41,58,53,53,55,60,68
42,59,54,53,56,60,69
43,59,54,54,56,61,69
44,60,55,54,57,61,70
45,61,56,55,58,62,70
46,61,56,56,58,63,71
47,62,57,56,59,63,72
48,62,57,57,59,64,72
49,63,58,57,60,64,73
50,63,58,58,61,65,73
51,64,59,58,61,66,74
52,65,60,59,62,66,75
53,65,60,60,62,67,75
54,66,61,60,63,67,76
55,66,61,61,63,68,76
56,67,62,61,64,68,77
57,68,63,62,65,69,77
58,68,63,63,65,70,78
59,69,64,63,66,70,79
60,69,64,64,66,71,79
61,70,65,64,67,71,80
62,70,65,65,68,72,80
63,71,66,65,68,73,81
64,72,67,66,69,73,82
65,72,67,67,69,74,82
66,73,68,67,70,74,83
67,73,68,68,70,75,83
68,74,69,68,71,75,84
69,75,69,69,72,76,84
70,75,70,70,72,77,85
71,76,71,70,73,77,86
72,76,71,71,73,78,86
73,77,72,71,74,78,87
74,77,72,72,75,79,87
75,78,73,72,75,80,88
76,79,74,73,76,80,89
77,79,74,74,76,81,89
78,80,75,74,77,81,90
79,80,75,75,77,82,90
80,81,76,75,78,82,91
