raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
81,82,76,76,79,83,91
82,82,77,77,79,84,92
83,83,78,77,80,84,93
84,83,78,78,80,85,93
85,84,79,78,81,85,94
86,84,79,79,82,86,94
87,85,80,79,82,87,95
88,86,81,80,83,87,96
89,86,81,81,83,88,96
90,87,82,81,84,88,97
91,87,82,82,84,89,97
92,88,83,82,85,89,98
93,88,83,83,86,90,98
94,89,84,84,86,91,99
95,90,85,84,87,91,100
96,90,85,85,87,92,100
97,91,86,85,88,92,101
98,91,86,86,89,93,101
99,92,87,86,89,94,102
100,93,88,87,90,94,103
101,93,88,88,90,95,103
102,94,89,88,91,95,104
103,94,89,89,91,96,104
104,95,90,89,92,96,105
105,95,90,90,93,97,105
106,96,91,91,93,98,106
107,97,92,91,94,98,107
108,97,92,92,94,99,107
109,98,93,92,95,99,108
110,98,93,93,96,100,108
111,99,94,93,96,101,109
112,100,95,94,97,101,110
113,100,95,95,97,102,110
114,101,96,95,98,102,111
115,101,96,96,98,103,111
116,102,97,96,99,103,112
117,102,97,97,100,104,112
118,103,98,98,100,105,113
119,104,99,98,101,105,114
120,104,99,99,101,106,114
121,105,100,99,102,106,115
122,105,100,100,103,107,115
123,106,101,100,103,108,116
124,107,102,101,104,108,117
125,107,102,102,104,109,117
126,108,103,102,105,109,118
127,108,103,103,105,110,118
128,109,104,103,106,110,119
129,109,104,104,107,111,119
130,110,105,105,107,112,120
131,111,106,105,108,112,121
132,111,106,106,108,113,121
133,112,107,106,109,113,122
134,112,107,107,109,114,122
135,113,108,107,110,115,123
136,114,109,108,111,115,123
137,114,109,109,111,116,124
138,115,110,109,112,116,125
139,115,110,110,112,117,125
140,116,111,110,113,117,126
141,116,111,111,114,118,126
142,117,112,112,114,119,127
143,118,113,112,115,119,128
144,118,113,113,115,120,128
145,119,114,113,116,120,129
146,119,114,114,116,121,129
147,120,115,114,117,122,130
148,121,116,115,118,122,130
149,121,116,116,118,123,130
150,122,117,116,119,123,130
151,122,117,117,119,124,130
152,123,118,117,120,124,130
153,123,118,118,121,125,130
154,124,119,119,121,126,130
155,125,120,119,122,126,130
156,125,120,120,122,127,130
157,126,121,120,123,127,130
158,126,121,121,123,128,130
159,127,122,121,124,128,130
160,128,123,122,125,129,130
161,128,123,123,125,130,130
162,129,124,123,126,130,130
163,129,124,124,126,130,130
164,130,125,124,127,130,130
165,130,125,125,128,130,130
166,130,126,126,128,130,130
167,130,127,126,129,130,130
168,130,127,127,129,130,130
169,130,128,127,130,130,130
170,130,128,128,130,130,130
171,130,129,128,130,130,130
172,130,130,129,130,130,130
173,130,130,130,130,130,130
174,130,130,130,130,130,130
175,130,130,130,130,130,130
176,130,130,130,130,130,130
177,130,130,130,130,130,130
178,130,130,130,130,130,130
179,130,130,130,130,130,130
180,130,130,130,130,130,130
181,130,130,130,130,130,130
182,130,130,130,130,130,130
183,130,130,130,130,130,130
184,130,130,130,130,130,130
185,130,130,130,130,130,130
186,130,130,130,130,130,130
187,130,130,130,130,130,130
188,130,130,130,130,130,130
189,130,130,130,130,130,130
190,130,130,130,130,130,130
191,130,130,130,130,130,130
192,130,130,130,130,130,130
193,130,130,130,130,130,130
194,130,130,130,130,130,130
195,130,130,130,130,130,130
196,130,130,130,130,130,130
197,130,130,130,130,130,130
198,130,130,130,130,130,130
199,130,130,130,130,130,130
200,130,130,130,130,130,130
