raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
1,47,46,46,46,48,51
2,48,47,47,48,49,52
3,49,49,48,49,50,54
4,50,50,50,50,51,55
5,52,51,51,51,52,56
6,53,52,52,52,54,57
7,54,54,53,54,55,59
8,56,55,55,55,56,60
9,57,56,56,56,57,61
10,58,58,57,58,59,63
11,60,59,59,59,60,64
12,61,61,60,60,62,66
13,63,62,62,62,63,67
14,64,63,63,63,64,69
15,66,65,64,65,66,70
16,68,67,66,66,67,72
17,69,68,68,68,69,73
18,71,70,69,69,71,75
19,73,72,71,71,72,77
20,74,73,72,73,74,78
21,76,75,74,74,75,80
22,78,77,76,76,77,82
23,80,79,78,78,79,84
24,82,81,80,80,81,86
25,85,83,82,82,83,88
26,87,85,84,84,85,90
27,89,87,86,86,87,92
28,92,90,88,88,89,95
29,94,92,90,90,91,97
30,97,95,93,93,94,100
31,101,98,95,95,96,103
32,104,101,98,98,99,106
33,108,104,101,101,102,109
34,114,108,105,104,105,113
35,121,113,108,107,109,118
36,130,119,113,112,113,124
37,130,130,119,117,118,130
38,130,130,130,124,125,130
