ID,age,group,raw
243002,1921.4602739726026,90.82237571984275,150
243003,20.805479452054794,20.19550313921563,173
243015,37.243169398907106,29.48455026399762,103
243016,36.895890410958906,29.48455026399762,82
243020,20.517808219178082,20.19550313921563,162
248010,20.120218579234972,20.19550313921563,120
248026,20.5013698630137,20.19550313921563,125
248028,21.169398907103826,20.19550313921563,189
248029,21.561643835616437,20.19550313921563,161
248032,20.333333333333332,20.19550313921563,160
248055,55.368852459016395,49.342866189481796,140
248058,71.72950819672131,90.82237571984275,150
248059,56.57377049180328,49.342866189481796,112
249011,58.78356164383562,90.82237571984275,120
249013,35.632876712328766,29.48455026399762,132
249022,56.868852459016395,49.342866189481796,87
253007,18.816438356164383,20.19550313921563,83
255011,18.338797814207652,20.19550313921563,155
258001,20.6,20.19550313921563,90
258002,70.62465753424658,90.82237571984275,90
258003,56.68219178082192,49.342866189481796,80
258004,24.476712328767125,29.48455026399762,103
258005,58.92328767123288,90.82237571984275,114
258006,22.010928961748633,29.48455026399762,117
258008,23.30958904109589,29.48455026399762,200
258009,54.18032786885246,49.342866189481796,140
258010,51.827397260273976,49.342866189481796,150
258012,55.9013698630137,49.342866189481796,181
258013,51.96986301369863,49.342866189481796,150
258014,75.64109589041095,90.82237571984275,150
258015,18.613698630136987,20.19550313921563,160
258016,23.273224043715846,29.48455026399762,150
258018,18.427397260273974,20.19550313921563,130
258020,58.895890410958906,90.82237571984275,100
258021,53.30054644808743,49.342866189481796,150
258022,56.23497267759563,49.342866189481796,160
258023,19.08743169398907,20.19550313921563,120
258024,24.397260273972602,29.48455026399762,130
258025,68.7972602739726,90.82237571984275,120
258026,22.26502732240437,29.48455026399762,113
258027,64.10382513661202,90.82237571984275,120
258028,21.665753424657535,20.19550313921563,130
258029,23.41917808219178,29.48455026399762,150
258030,67.23497267759562,90.82237571984275,126
258031,58.122950819672134,49.342866189481796,133
259035,18.39178082191781,20.19550313921563,120
259045,20.030054644808743,20.19550313921563,159
260008,25.438356164383563,29.48455026399762,129
260011,25.786301369863015,29.48455026399762,66
261005,20.147540983606557,20.19550313921563,96
261032,20.613698630136987,20.19550313921563,121
261034,19.350684931506848,20.19550313921563,123
262032,21.183060109289617,20.19550313921563,112
262033,21.027322404371585,20.19550313921563,135
262039,20.398907103825138,20.19550313921563,145
262044,21.442622950819672,20.19550313921563,132
262060,37.701369863013696,29.48455026399762,128
263008,19.114754098360656,20.19550313921563,129
264001,62.342465753424655,90.82237571984275,110
264009,19.673972602739727,20.19550313921563,154
264015,18.843835616438355,20.19550313921563,162
264016,23.057377049180328,29.48455026399762,98
264029,20.19945355191257,20.19550313921563,184
264031,18.50958904109589,20.19550313921563,153
264044,21.654794520547945,20.19550313921563,154
264049,70.56164383561644,90.82237571984275,132
266018,76.33879781420765,90.82237571984275,92
266020,33.37978142076503,29.48455026399762,127
266021,35.942465753424656,29.48455026399762,141
268001,28.96986301369863,29.48455026399762,162
268002,20.96164383561644,20.19550313921563,158
268003,22.895890410958906,29.48455026399762,115
268004,20.262295081967213,20.19550313921563,174
271012,58.515068493150686,90.82237571984275,140
271013,67.92602739726027,90.82237571984275,126
271014,83.11475409836065,90.82237571984275,110
301004,23.457534246575342,29.48455026399762,148
301005,18.54794520547945,20.19550313921563,160
301006,20.77260273972603,20.19550313921563,113
301008,19.18032786885246,20.19550313921563,160
301009,18.553424657534247,20.19550313921563,161
301010,18.05191256830601,20.19550313921563,168
301011,22.805479452054794,29.48455026399762,120
301013,21.03551912568306,20.19550313921563,139
301014,19.270491803278688,20.19550313921563,170
301015,18.5972602739726,20.19550313921563,171
301016,21.51912568306011,20.19550313921563,155
302040,78.38251366120218,90.82237571984275,47
313018,59.85479452054795,90.82237571984275,125
313019,51.76502732240437,49.342866189481796,124
313021,75.74590163934427,90.82237571984275,112
313022,77.22131147540983,90.82237571984275,108
313023,53.439890710382514,49.342866189481796,142
313024,56.5655737704918,49.342866189481796,139
313025,55.51912568306011,49.342866189481796,146
314001,68.44262295081967,90.82237571984275,119
314002,70.32786885245902,90.82237571984275,102
314004,65.89041095890411,90.82237571984275,72
316015,59.60382513661202,90.82237571984275,144
316016,61.63387978142077,90.82237571984275,158
319009,19.73497267759563,20.19550313921563,145
325001,56.95890410958904,49.342866189481796,112
325005,76.9068493150685,90.82237571984275,102
325006,48.97260273972603,49.342866189481796,115
325007,52.275956284153004,49.342866189481796,120
333001,76.61475409836065,90.82237571984275,94
333002,78.22950819672131,90.82237571984275,100
333003,86.22404371584699,90.82237571984275,150
333004,55.37978142076503,49.342866189481796,110
333005,51.37431693989071,49.342866189481796,122
333006,51.14754098360656,49.342866189481796,146
333007,60.59836065573771,90.82237571984275,117
338016,52.60928961748634,49.342866189481796,109
342014,51.07123287671233,49.342866189481796,121
342025,50.3551912568306,49.342866189481796,72
342026,50.721311475409834,49.342866189481796,111
342029,51.65846994535519,49.342866189481796,105
342032,20.650273224043715,20.19550313921563,84
342035,38.65846994535519,29.48455026399762,69
342042,68.04931506849314,90.82237571984275,100
342046,58.87158469945355,90.82237571984275,65
342050,58.540983606557376,90.82237571984275,57
346001,29.89071038251366,29.48455026399762,183
346010,64.1120218579235,90.82237571984275,113
354040,65.57377049180327,90.82237571984275,34
354041,62.49726775956284,90.82237571984275,120
354042,67.30958904109589,90.82237571984275,36
354043,73.32876712328768,90.82237571984275,119
354044,73.82786885245902,90.82237571984275,80
354045,85.83333333333333,90.82237571984275,66
354046,63.18630136986302,90.82237571984275,80
354047,64.82786885245902,90.82237571984275,103
401003,33.276712328767125,29.48455026399762,135
401005,30.26027397260274,29.48455026399762,136
401006,22.03835616438356,29.48455026399762,166
401007,23.811475409836067,29.48455026399762,150
401008,22.063013698630137,29.48455026399762,143
501010,24.687671232876713,29.48455026399762,143
501011,20.572602739726026,20.19550313921563,129
501015,23.493150684931507,29.48455026399762,144
501019,23.172131147540984,29.48455026399762,170
501025,21.172131147540984,20.19550313921563,130
501026,23.139344262295083,29.48455026399762,124
999002,72.06557377049181,90.82237571984275,100
