gender,educ,ethnic,region,demo_wt
male,no_HS,hispanic,northeast,2.9360395706303932
male,no_HS,hispanic,south,1.1894167231697879
male,no_HS,hispanic,west,1.738492009098941
male,no_HS,asian,south,1.1818505867847273
male,no_HS,asian,west,1.727433086360637
male,no_HS,black,south,1.1164215791366507
male,no_HS,white,south,1.4602773529165036
male,no_HS,white,midwest,2.5283644426262177
male,no_HS,white,west,2.134391134461207
male,no_HS,other,south,1.3665598259497374
male,no_HS,other,west,1.9974104038472658
male,HS_grad,hispanic,northeast,1.7723006920863809
male,HS_grad,hispanic,south,0.7179753647531131
male,HS_grad,hispanic,midwest,1.2431223283013941
male,HS_grad,hispanic,west,1.0494172564067825
male,HS_grad,asian,south,0.7134081685593697
male,HS_grad,black,northeast,1.6635336453745215
male,HS_grad,black,south,0.673912830452495
male,HS_grad,black,midwest,1.1668312423955707
male,HS_grad,black,west,0.9850139549481249
male,HS_grad,white,northeast,2.175898919862879
male,HS_grad,white,south,0.8814767311383034
male,HS_grad,white,midwest,1.5262130988755462
male,HS_grad,white,west,1.2883964244311716
male,HS_grad,other,northeast,2.036254306946071
male,HS_grad,other,south,0.8249054098368804
male,some_college,hispanic,northeast,1.996983173152346
male,some_college,hispanic,south,0.8089963111519244
male,some_college,hispanic,midwest,1.4007185027194322
male,some_college,hispanic,west,1.1824565729831042
male,some_college,asian,south,0.8038501110809564
male,some_college,asian,midwest,1.391808230127662
male,some_college,asian,west,1.174934711614988
male,some_college,black,northeast,1.8744272417311596
male,some_college,black,south,0.7593477724148564
male,some_college,black,midwest,1.3147556548258856
male,some_college,black,west,1.109888577110466
male,some_college,white,northeast,2.4517473523814144
male,some_college,white,south,0.9932254766183495
male,some_college,white,midwest,1.7196979557183474
male,some_college,white,west,1.451732198394524
male,some_college,other,south,0.929482356037076
male,some_college,other,west,1.3585630814594203
male,BA_plus,hispanic,south,0.5645076216884656
male,BA_plus,hispanic,midwest,0.9774040495923645
male,BA_plus,hispanic,west,0.8251035740992797
male,BA_plus,asian,northeast,1.384605998735699
male,BA_plus,asian,south,0.5609166669180309
male,BA_plus,asian,midwest,0.971186571564295
male,BA_plus,black,south,0.5298634853229209
male,BA_plus,black,midwest,0.9174202373684784
male,BA_plus,black,west,0.7744665239717812
male,BA_plus,white,northeast,1.7107989836234412
male,BA_plus,white,south,0.6930604551309559
male,BA_plus,white,midwest,1.199983967322163
male,BA_plus,white,west,1.0130007755874193
male,BA_plus,other,south,0.6485812938513463
male,BA_plus,other,midwest,1.122971521985943
male,BA_plus,other,west,0.9479885179407059
female,no_HS,hispanic,northeast,2.5306139645401013
female,no_HS,hispanic,south,1.0251750689670471
female,no_HS,hispanic,midwest,1.7750163601909736
female,no_HS,hispanic,west,1.4984308111768931
female,no_HS,asian,south,1.018653709178446
female,no_HS,asian,west,1.488898969510224
female,no_HS,black,northeast,2.3753088244361438
female,no_HS,black,south,0.962259523590316
female,no_HS,black,midwest,1.666082651466904
female,no_HS,white,south,1.2586336704578958
female,no_HS,white,west,1.839661857656233
female,no_HS,other,south,1.1778572106183782
female,HS_grad,hispanic,northeast,1.5275709924423497
female,HS_grad,hispanic,south,0.6188331051171398
female,HS_grad,hispanic,midwest,1.0714646883848595
female,HS_grad,hispanic,west,0.9045075516888107
female,HS_grad,asian,south,0.6148965742262431
female,HS_grad,asian,midwest,1.064648870340455
female,HS_grad,asian,west,0.898753784010854
female,HS_grad,black,northeast,1.4338231390264236
female,HS_grad,black,south,0.580854984614414
female,HS_grad,black,midwest,1.0057083241674134
female,HS_grad,black,west,0.8489974367489178
female,HS_grad,white,northeast,1.875438004008393
female,HS_grad,white,south,0.7597572415404483
female,HS_grad,white,midwest,1.315464620951692
female,HS_grad,white,west,1.1104870711361068
female,HS_grad,other,south,0.710997620890265
female,some_college,hispanic,northeast,1.7212279955225116
female,some_college,hispanic,south,0.6972853440878265
female,some_college,hispanic,midwest,1.2072990564668802
female,some_college,hispanic,west,1.0191760172397102
female,some_college,asian,south,0.6928497615792732
female,some_college,asian,midwest,1.1996191667017178
female,some_college,asian,west,1.0126928187134039
female,some_college,black,northeast,1.6155953076684166
female,some_college,black,south,0.6544925674836413
female,some_college,black,midwest,1.1332064640212205
female,some_college,black,west,0.9566286368940988
female,some_college,white,northeast,2.1131956631389963
female,some_college,white,south,0.8560750632280231
female,some_college,white,midwest,1.48223195118502
female,some_college,white,west,1.2512684811127701
female,some_college,other,south,0.8011339675084926
female,some_college,other,midwest,1.3871054243106917
female,some_college,other,west,1.1709647036234159
female,BA_plus,hispanic,northeast,1.201051610176686
female,BA_plus,hispanic,south,0.4865570903144977
female,BA_plus,hispanic,midwest,0.8424383518664276
female,BA_plus,hispanic,west,0.7111684214662232
female,BA_plus,asian,northeast,1.1934114617652223
female,BA_plus,asian,south,0.48346199569145676
female,BA_plus,asian,midwest,0.8370794197595706
female,BA_plus,asian,west,0.7066445257072816
female,BA_plus,black,northeast,1.1273424268700678
female,BA_plus,black,south,0.45669681998535666
female,BA_plus,black,midwest,0.7907374571037847
female,BA_plus,black,west,0.6675236329362609
female,BA_plus,white,northeast,1.4745618014776745
female,BA_plus,white,south,0.5973585927005555
female,BA_plus,white,midwest,1.034283125917711
female,BA_plus,white,west,0.8731196726483722
female,BA_plus,other,south,0.5590213755216183
female,BA_plus,other,midwest,0.9679050118211853
female,BA_plus,other,west,0.8170846897711732
