ID,noweight,Gender,SES,Ethnicity,region,sege_sum,rlne_sum,rhme_sum,snwe_sum,lswe_sum,lske_sum,ORF,agestrat,gradestrat,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32
232056, ,1,2,7,4,21,26,9,10,13,13,-7,4,3,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232065, ,2,3,7,4,20,50,19,19,35,30,88,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
234001, ,2,2,7,1,21,68,17,22,33,31,34,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
234004, ,1,2,2,1,19,82,26,30,36,32,94,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
234007, ,2,1,7,1,19,105,26,29,38,32,107,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
234010, ,2,2,1,1,23,70,24,21,34,33,84,8,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
234011, ,1,1,7,1,21,112,26,30,37,32,159,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
234012, ,1,2,2,1,20,94,19,19,33,30,68,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
234023, ,1,2,4,1,20,84,22,27,36,31,75,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
234024,1,2,1,7,1,21,69,24,17,20,29,3,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
234025, ,2,2,2,1,20,92,23,27,36,32,85,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
234026, ,2,2,2,1,19,85,17,19,35,30,80,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
234028, ,2,2,7,1,21,78,8,15,26,30,24,5,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
234029,1,2,3,2,1,20,89,20,17,31,29,48,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
234030, ,2,2,7,1,20,80,22,16,27,30,26,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
234031, ,1,1,7,1,20,56,13,18,22,30,-4,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
234032, ,2,2,2,1,15,34,15,10,13,25,-4,3,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234033,1,1,2,2,1,15,36,19,8,14,5,-6,3,2,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234034, ,2,2,7,1,19,57,21,10,14,25,-3,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234035, ,1,2,7,1,11,38,4,12,18,13,-2,3,2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
234045,1,2,1,7,1,21,59,22,20,35,32,109,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
234046,1,1,1,7,1,19,97,19,27,36,33,110,7,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
235003, ,2,3,1,2,17,92,21,16,32,28,63,5,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
235004, ,1,3,1,2,19,79,15,16,28,28,23,5,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
235005, ,2,4,7,2,23,88,26,30,36,32,100,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
235029, ,1,4,1,2,18,75,19,24,36,32,105,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
238002,1,2,4,3,2,22,84,30,28,36,32,110,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
240002, ,2,2,1,3,21,88,29,20,32,30,57,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
240003, ,2,4,5,3,12,62,24,20,33,29,53,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
240020, ,2,2,4,3,0,41,3,10,10,18,-9,3,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240021,1,2,3,4,3,14,68,18,11,13,15,9,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240022, ,1,3,4,3,5,33,2,9,14,11,-3,5,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240023, ,1,2,3,3,0,45,18,9,14,21,-5,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240036,1,1,2,4,3,2,41,2,8,13,11,-4,2,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240037,1,1,2,4,3,15,90,21,16,30,26,42,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
240038,1,1,3,3,3,13,41,4,9,12,9,-1,3,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240039, ,1,3,3,3,18,56,24,17,20,30,7,6,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
240040, ,1,3,4,3,23,102,9,23,37,31,102,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
241007,1,2,3,1,2,0,25,18,11,14,17,-10,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241018,1,1,3,7,2,1,16,4,4,8,4,-10,2,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241019, ,1,4,3,2,19,64,16,23,32,30,27,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
241021, ,2,4,3,2,15,64,15,16,17,26,10,3,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
241023, ,1,4,3,2,22,107,30,23,36,33,94,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
241025, ,1,4,3,2,23,64,21,17,29,29,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
241027, ,1,4,3,2,19,84,4,13,28,25,54,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241029,1,2,4,3,2,19,37,24,10,18,26,-2,5,2,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243022, ,1,4,3,3,14,44,16,16,17,21,36,6,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243026, ,1,4,3,3,18,47,17,21,25,26,70,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
243034, ,2,2,6,3,23,52,30,25,36,33,96,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
248038, ,2,3,3,4,16,51,20,18,24,27,4,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
248052,1,2,2,3,4,13,38,6,11,12,21,-5,7,6,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257001, ,1,2,7,4,23,98,24,25,37,32,96,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
257002, ,2,1,7,4,22,77,5,17,35,33,62,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257003, ,2,3,7,4,22,98,15,22,36,33,71,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
257004, ,2,3,7,4,20,63,19,16,31,26,-6,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257005, ,2,3,7,4,20,63,27,22,35,32,70,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
257012, ,1,2,7,4,19,76,27,25,36,32,89,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1
257016, ,2,1,7,4,21,75,11,20,27,30,11,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
257017, ,2,3,7,4,19,87,5,18,30,31,50,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
262026, ,1,4,3,2,20,96,29,23,38,33,163,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
262027, ,2,4,3,2,18,61,22,13,14,28,-2,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262043, ,2,4,3,3,20,82,16,20,29,30,28,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
262047, ,2,4,3,3,13,26,3,15,11,28,5,3,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
262049,1,1,4,3,3,20,63,7,15,18,23,9,3,3,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
262051, ,1,4,3,3,19,86,26,24,37,24,106,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0
262053, ,2,4,3,3,18,89,21,19,21,30,18,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
262054, ,1,4,3,3,13,53,4,7,11,14,-4,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262055, ,1,4,3,2,18,60,22,15,15,23,-3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262056, ,1,4,3,2,22,90,21,13,23,30,35,6,3,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262057, ,1,4,3,3,19,64,10,19,15,28,14,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
262061, ,2,4,3,3,8,37,2,12,13,14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262063,1,2,4,3,3, ,20,4,0,8,10,-12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262071, ,1,4,3,3,19,48,24,19,34,29,70,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
269001,1,1,4,3,3,20,68,19,17,27,23,12,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269011, ,1,4,3,3,23,82,28,25,37,33,151,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
269012, ,1,4,3,3,19,68,23,17,19,29,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
269013, ,2,4,3,3,23,79,27,23,37,32,64,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
302001,1,1,4,3,3,14,28,21,18,18,28,1,4,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
302002, ,1,4,7,3,10,44,7,11,25,19,-10,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302005, ,1,4,3,3,20,56,23,18,31,30,18,7,5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
302006, ,2,4,3,3,22,79,22,22,32,29,37,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
302007,1,1,3,2,3,15,72,20,18,24,22,14,6,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
305005, ,1,4,3,4,22,85,23,19,35,30,74,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
305011, ,2,4,3,4,20,55,16,11,12,12,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305014, ,2,4,3,4,23,65,24,18,29,31,36,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
305019, ,2,4,3,4,16,74,24,28,37,32,97,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
305020, ,1,4,3,4,15,59,3,11,16,20,-8,5,3,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305022, ,1,4,3,4,18,107,20,29,36,30,119,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
305026, ,2,4,3,4,16,91,26,24,37,33,116,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
309014, ,2,2,2,3,18,28,18,13,13,18,-6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309015, ,1,3,1,3,25,97,30,21,36,33,86,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
309021, ,2,3,1,3,23,57,27,18,34,30,29,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
309026, ,2,3,1,3,10,54,23,13,18,33,-1,4,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309033, ,1,2,2,3,24,33,17,17,8,25,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
309035, ,2,2,2,3,12,39,0,9,11,14, ,2,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309036, ,2,2,2,3,10,42,0,0,9,9, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309043, ,2,3,3,3,21,61,9,12,20,15,119,5,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310005, ,2,3,3,4,21,51,9,14,15,21,-5,6,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310007, ,2,2,7,4,17,77,6,11,28,30,19,8,5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310008, ,1,3,1,4,20,80,18,17,33,30,71,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
310009, ,2,2,1,4,16,99,30,21,37,32,133,7,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
310010, ,2,3,7,4,17,88,13,14,32,32,57,8,5,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
310011, ,2,3,1,4,20,95,27,26,37,33,87,7,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
310012, ,1,3,7,4,9,56,12,11,16,17,-17,3,3,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310013, ,2,3,7,4,19,55,8,13,19,29,-1,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310014, ,2,3,5,4,20,90,23,26,36,33,83,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
310017, ,1,2,1,4,18,87,24,29,37,33,76,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
310019, ,1,4,1,4,18,60,26,17,20,30,10,6,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
310022, ,1,3,7,4,19,50,19,17,22,29,-6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
313003, ,2,3,3,2,22,75,23,19,33,24,62,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
314007, ,2,3,7,2,20,87,29,27,37,32,47,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
314008,1,1,3,3,2,16,62,11,20,35,31,51,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
314010, ,1,3,3,2,22,75,23,20,30,26,18,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
314012,1,1,4,3,2,14,46,13,11,27,21,-4,7,4,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314014, ,1,3,7,2,22,90,27,22,37,33,117,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
315001, ,2,2,7,4,22,87,27,28,36,33,120,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
315002,1,2,1,7,4,15,35,7,11,18,22,-5,6,5,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315003, ,1,2,7,4,21,82,20,17,21,16,5,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
315004, ,2,1,7,4,24,83,24,25,36,33,63,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
315005, ,1,1,7,4,20,45,9,11,20,28,-8,4,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315006, ,2,1,4,4,0,25,1,5,5,10,-15,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315008,1,1,2,7,4,22,84,12,16,32,29,26,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
315009, ,1,3,3,4,14,52,20,8,15,15,-13,4,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315010, ,2,1,7,4,0,47,1,10,12,15,-10,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315011, ,2,1,7,4,22,83,24,21,35,32,66,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
315012, ,2,1,7,4,11,60,3,11,13,12,-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315013, ,2,2,3,4,22,64,15,18,25,30,18,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
315014, ,2,2,3,4,23,73,16,19,37,32,72,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
315015, ,1,2,3,4,23,65,20,19,30,23,52,7,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
315016, ,2,1,7,4,9,49,3,11,12,13,-3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315017, ,2,1,7,4,9,45,3,11,17,15,-2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315018,1,2,2,6,4,21,80,20,21,31,26,32,8,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
315019, ,2,1,7,4,22,65,11,16,21,22,17,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315020, ,2,2,3,4,22,75,18,12,19,18,7,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316003, ,2,3,3,4,24,91,30,30,37,32,109,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
316004, ,2,3,3,4,10,20,0,12,12,6,-5,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317005, ,1,3,3,2,21,54,6,18,28,25,13,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
317008, ,1,3,7,2,13,40,22,5,10,9,-6,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317011, ,1,3,7,2,16,88,22,17,21,27,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
317016,1,2,3,3,2,21,54,12,16,32,25,22,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318006,1,2,3,3,3,7,24,4,10,12,12, ,5,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318015, ,1,3,3,3,23,80,27,24,35,32,60,5,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
318018, ,1,3,3,3,24,89,25,25,35,31,93,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
318019, ,1,3,3,3,20,50,18,23,29,30,43,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
318021,1,1,3,3,3,7,43,2,6,11,14,-4,2,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
