ID,noweight,agestrat,gradestrat,gender,educ,ethnic,region,demo_wt,sege_sum,sege_sum_w,rlne_sum,rlne_sum_w,rhme_sum,rhme_sum_w,snwe_sum,snwe_sum_w,lswe_sum,lswe_sum_w,lske_sum,lske_sum_w,ORF_noNeg,ORF_noNeg_w
309036,,5:0-5:7,K_Fall,female,HS_grad,black,south,0.9079381732143483,11,10,43,39,1,1,1,1,10,9,10,9,,
309043,,6:8-6:11,1_Fall,female,some_college,white,south,1.317364503704065,22,29,62,82,10,13,13,17,21,28,16,21,219,289
310005,,7:0-7:5,2_Fall,female,some_college,white,west,1.0232230035590375,22,23,52,53,10,10,15,15,16,16,22,23,95,97
310007,,8:0-9:3,2_Fall,female,HS_grad,hispanic,west,0.7357692013633704,18,13,78,57,7,5,12,9,29,21,31,23,119,88
310008,,7:6-7:11,2_Fall,male,some_college,asian,west,0.5069268324639323,21,11,81,41,19,10,18,9,34,17,31,16,171,87
310009,,7:6-7:11,2_Fall,female,HS_grad,asian,west,0.5001612350264131,17,9,100,50,31,16,22,11,38,19,33,17,233,117
310010,,8:0-9:3,2_Fall,female,some_college,hispanic,west,0.699434022927801,18,13,89,62,14,10,15,10,33,23,33,23,157,110
310011,,7:6-7:11,2_Fall,female,some_college,asian,west,0.47546130509245516,21,10,96,46,28,13,27,13,38,18,34,16,187,89
310012,,6:0-6:3,1_Fall,male,some_college,hispanic,west,0.7457218283859078,10,7,57,43,13,10,12,9,17,13,18,13,83,62
310013,,6:8-6:11,1_Fall,female,some_college,hispanic,west,0.699434022927801,20,14,56,39,9,6,14,10,20,14,30,21,99,69
310014,,7:6-7:11,2_Fall,female,some_college,other,west,0.840947877540488,21,18,91,77,24,20,27,23,37,31,34,29,183,154
310017,,7:6-7:11,2_Fall,male,HS_grad,asian,west,0.533261377692734,19,10,88,47,25,13,30,16,38,20,34,18,176,94
310019,,7:0-7:5,1_Fall,male,BA_plus,asian,west,0.4400372173305932,19,8,61,27,27,12,18,8,21,9,31,14,110,48
310022,,6:8-6:11,1_Fall,male,some_college,hispanic,west,0.7457218283859078,20,15,51,38,20,15,18,13,23,17,30,22,94,70
313003,,7:0-7:5,2_Fall,female,some_college,white,midwest,1.135375700144505,23,26,76,86,24,27,20,23,34,39,25,28,162,184
314007,,8:0-9:3,2_Fall,female,some_college,hispanic,midwest,0.7760970880486283,21,16,88,68,30,23,28,22,38,29,33,26,147,114
314008,1,7:0-7:5,2_Fall,male,some_college,white,midwest,1.2105136657100941,17,17,63,63,12,12,21,21,36,36,32,32,151,151
314010,,8:0-9:3,2_Fall,male,some_college,white,midwest,1.2105136657100941,23,28,76,92,24,29,21,25,31,38,27,33,118,143
314012,1,7:6-7:11,1_Spring,male,BA_plus,white,midwest,1.0507849079731348,15,15,47,47,14,14,12,12,28,28,22,22,96,96
314014,,8:0-9:3,2_Spring,male,some_college,hispanic,midwest,0.8274583742466066,23,19,91,75,28,23,23,19,38,31,34,28,217,180
315001,,7:0-7:5,2_Fall,female,HS_grad,hispanic,west,0.7357692013633704,23,17,88,65,28,21,29,21,37,27,34,25,220,162
315002,1,7:0-7:5,2_Fall,female,no_HS,hispanic,west,1.2739129394136077,16,16,36,36,8,8,12,12,19,19,23,23,95,95
315003,,6:0-6:3,1_Fall,male,HS_grad,hispanic,west,0.7844616305823731,22,17,83,65,21,16,18,14,22,17,17,13,105,82
315004,,7:6-7:11,2_Fall,female,no_HS,hispanic,west,1.2739129394136077,25,32,84,107,25,32,26,33,37,47,34,43,163,208
315005,,6:4-6:7,1_Fall,male,no_HS,hispanic,west,1.3582191532624992,21,29,46,62,10,14,12,16,21,29,29,39,92,125
315006,,5:8-5:11,K_Fall,female,no_HS,other,west,1.5316589520293058,1,2,26,40,2,3,6,9,6,9,11,17,85,130
315008,1,7:6-7:11,2_Fall,male,HS_grad,hispanic,west,0.7844616305823731,23,23,85,85,13,13,17,17,33,33,30,30,126,126
315009,,6:4-6:7,1_Fall,male,some_college,white,west,1.0909388220300087,15,16,53,58,21,23,9,10,16,17,16,17,87,95
315010,,5:8-5:11,K_Fall,female,no_HS,hispanic,west,1.2739129394136077,1,1,48,61,2,3,11,14,13,17,16,20,90,115
315011,,7:0-7:5,2_Fall,female,no_HS,hispanic,west,1.2739129394136077,23,29,84,107,25,32,22,28,36,46,33,42,166,211
315012,,5:0-5:7,K_Fall,female,no_HS,hispanic,west,1.2739129394136077,12,15,61,78,4,5,12,15,14,18,13,17,87,111
315013,,7:6-7:11,2_Fall,female,HS_grad,white,west,1.0763788255450297,23,25,65,70,16,17,19,20,26,28,31,33,118,127
315014,,6:8-6:11,2_Fall,female,HS_grad,white,west,1.0763788255450297,24,26,74,80,17,18,20,22,38,41,33,36,172,185
315015,,7:6-7:11,2_Fall,male,HS_grad,white,west,1.147612440214639,24,28,66,76,21,24,20,23,31,36,24,28,152,174
315016,,6:0-6:3,K_Fall,female,no_HS,hispanic,west,1.2739129394136077,10,13,50,64,4,5,12,15,13,17,14,18,97,124
315017,,5:8-5:11,K_Fall,female,no_HS,hispanic,west,1.2739129394136077,10,13,46,59,4,5,12,15,18,23,16,20,98,125
315018,1,8:0-9:3,2_Fall,female,HS_grad,other,west,0.8846346159372572,22,22,81,81,21,21,22,22,32,32,27,27,132,132
315019,,6:4-6:7,1_Fall,female,no_HS,hispanic,west,1.2739129394136077,23,29,66,84,12,15,17,22,22,28,23,29,117,149
315020,,6:8-6:11,1_Fall,female,HS_grad,white,west,1.0763788255450297,23,25,76,82,19,20,13,14,20,22,19,20,107,115
316003,,8:0-9:3,2_Fall,female,some_college,white,west,1.0232230035590375,25,26,92,94,31,32,31,32,38,39,33,34,209,214
316004,,5:0-5:7,K_Fall,female,some_college,white,west,1.0232230035590375,11,11,21,21,1,1,13,13,13,13,7,7,95,97
317005,,7:6-7:11,2_Fall,male,some_college,white,midwest,1.2105136657100941,22,27,55,67,7,8,19,23,29,35,26,31,113,137
317008,,5:8-5:11,K_Fall,male,some_college,hispanic,midwest,0.8274583742466066,14,12,41,34,23,19,6,5,11,9,10,8,94,78
317011,,6:8-6:11,1_Fall,male,some_college,hispanic,midwest,0.8274583742466066,17,14,89,74,23,19,18,15,22,18,28,23,103,85
317016,1,7:6-7:11,2_Spring,female,some_college,white,midwest,1.135375700144505,22,22,55,55,13,13,17,17,33,33,26,26,122,122
318006,1,6:8-6:11,1_Fall,female,some_college,white,south,1.317364503704065,8,8,25,25,5,5,11,11,13,13,13,13,,
318015,,6:8-6:11,1_Spring,male,some_college,white,south,1.4045462962191306,24,34,81,114,28,39,25,35,36,51,33,46,160,225
318018,,7:0-7:5,1_Spring,male,some_college,white,south,1.4045462962191306,25,35,90,126,26,37,26,37,36,51,32,45,193,271
318019,,6:8-6:11,1_Spring,male,some_college,white,south,1.4045462962191306,21,29,51,72,19,27,24,34,30,42,31,44,143,201
318021,1,5:8-5:11,K_Spring,male,some_college,white,south,1.4045462962191306,8,8,44,44,3,3,7,7,12,12,15,15,96,96
318022,,7:6-7:11,1_Spring,male,some_college,white,south,1.4045462962191306,22,31,92,129,28,39,29,41,36,51,34,48,180,253
318023,,5:8-5:11,K_Spring,male,some_college,white,south,1.4045462962191306,21,29,68,96,17,24,17,24,23,32,26,37,112,157
318024,1,8:0-9:3,2_Spring,male,no_HS,other,south,2.102460461366585,24,24,61,61,8,8,19,19,29,29,23,23,98,98
318025,,6:4-6:7,1_Spring,female,some_college,white,south,1.317364503704065,20,26,34,45,24,32,12,16,19,25,20,26,88,116
318026,,8:0-9:3,2_Spring,male,some_college,white,south,1.4045462962191306,25,35,97,136,31,44,22,31,38,53,34,48,191,268
318027,,5:8-5:11,K_Spring,female,some_college,white,south,1.317364503704065,21,28,61,80,19,25,14,18,19,25,29,38,106,140
319001,,8:0-9:3,2_Fall,male,some_college,hispanic,west,0.7457218283859078,23,17,34,25,24,18,21,16,35,26,33,25,116,87
321012,,7:6-7:11,2_Fall,female,HS_grad,hispanic,south,0.9472775977703749,25,24,99,94,26,25,30,28,37,35,34,32,203,192
323003,1,5:0-5:7,K_Spring,male,HS_grad,black,south,0.9680245632841558,1,1,34,34,1,1,1,1,5,5,7,7,93,93
323010,,6:8-6:11,1_Spring,female,HS_grad,black,south,0.9079381732143483,18,16,70,64,24,22,21,19,34,31,32,29,163,148
325008,1,5:8-5:11,K_Spring,female,HS_grad,white,midwest,1.1943577875234865,4,4,32,32,9,9,15,15,16,16,19,19,104,104
326006,,6:0-6:3,K_Spring,male,HS_grad,hispanic,northeast,0.9528442360692296,4,4,8,8,7,7,6,6,8,8,6,6,94,90
326018,1,5:8-5:11,K_Spring,female,HS_grad,white,northeast,1.3074206816031795,1,1,7,7,1,1,1,1,8,8,1,1,95,95
326023,,5:0-5:7,K_Spring,male,HS_grad,asian,northeast,0.6477245160807169,1,1,27,17,1,1,2,1,9,6,2,1,90,58
326025,1,5:8-5:11,K_Spring,male,no_HS,hispanic,northeast,1.6497572871017634,1,1,22,22,1,1,10,10,8,8,8,8,93,93
326026,1,6:8-6:11,K_Spring,male,HS_grad,asian,northeast,0.6477245160807169,1,1,29,29,2,2,5,5,10,10,5,5,87,87
326027,1,6:8-6:11,K_Spring,female,no_HS,white,northeast,2.2636719782032535,1,1,13,13,3,3,4,4,7,7,4,4,93,93
327004,1,6:0-6:3,K_Fall,female,HS_grad,hispanic,west,0.7357692013633704,19,19,33,33,2,2,10,10,11,11,16,16,96,96
327007,1,7:0-7:5,1_Spring,male,HS_grad,white,west,1.147612440214639,23,23,25,25,6,6,9,9,10,10,19,19,92,92
327013,,6:0-6:3,K_Spring,female,no_HS,hispanic,west,1.2739129394136077,14,18,32,41,2,3,12,15,15,19,15,19,88,112
327024,1,6:4-6:7,K_Spring,female,some_college,white,west,1.0232230035590375,24,24,47,47,5,5,15,15,14,14,25,25,104,104
327025,,5:8-5:11,K_Spring,male,some_college,white,west,1.0909388220300087,3,3,56,61,11,12,10,11,15,16,20,22,94,103
327033,,6:0-6:3,K_Spring,male,HS_grad,white,west,1.147612440214639,22,25,58,67,22,25,18,21,22,25,22,25,107,123
327038,,8:0-9:3,2_Spring,male,some_college,white,west,1.0909388220300087,23,25,86,94,26,28,27,29,38,41,33,36,156,170
327041,,7:0-7:5,1_Spring,female,some_college,white,west,1.0232230035590375,26,27,105,107,23,24,24,25,31,32,24,25,137,140
328001,,7:6-7:11,2_Spring,male,some_college,white,south,1.4045462962191306,22,31,119,167,27,38,27,38,37,52,34,48,182,256
328003,1,7:6-7:11,2_Spring,female,some_college,hispanic,south,0.9004973024288124,24,24,86,86,27,27,21,21,32,32,34,34,144,144
328004,1,8:0-9:3,2_Spring,male,HS_grad,white,south,1.4775116347946144,23,23,69,69,27,27,22,22,32,32,29,29,114,114
328005,,6:8-6:11,1_Spring,female,some_college,white,south,1.317364503704065,25,33,76,100,27,36,19,25,26,34,33,43,124,163
328006,1,8:0-9:3,2_Spring,female,some_college,white,south,1.317364503704065,24,24,103,103,29,29,30,30,37,37,33,33,188,188
328007,,7:6-7:11,1_Spring,female,HS_grad,white,south,1.3858008003920705,24,33,69,96,26,36,18,25,25,35,32,44,122,169
328008,,8:0-9:3,2_Spring,male,HS_grad,white,south,1.4775116347946144,21,31,118,174,26,38,26,38,37,55,33,49,181,267
328009,,7:0-7:5,1_Spring,female,some_college,other,south,1.0826915339899241,21,23,73,79,21,23,19,21,21,23,29,31,100,108
331001,,5:8-5:11,K_Spring,female,some_college,white,south,1.317364503704065,21,28,49,65,20,26,17,22,16,21,24,32,105,138
333011,,5:8-5:11,K_Spring,male,some_college,white,south,1.4045462962191306,19,27,75,105,6,8,19,27,21,29,29,41,130,183
333013,,6:4-6:7,K_Spring,female,some_college,white,south,1.317364503704065,20,26,73,96,19,25,13,17,21,28,24,32,117,154
336006,1,6:4-6:7,1_Spring,female,some_college,hispanic,south,0.9004973024288124,18,18,27,27,17,17,16,16,24,24,30,30,126,126
336014,1,5:0-5:7,K_Spring,female,BA_plus,hispanic,south,0.7816755827433411,11,11,26,26,4,4,20,20,18,18,20,20,110,110
338003,1,5:0-5:7,K_Spring,male,some_college,white,west,1.0909388220300087,15,15,12,12,3,3,9,9,6,6,8,8,94,94
338005,1,5:8-5:11,K_Spring,female,some_college,white,west,1.0232230035590375,13,13,28,28,3,3,3,3,11,11,3,3,92,92
338006,1,7:0-7:5,1_Spring,female,some_college,white,west,1.0232230035590375,13,13,29,29,3,3,15,15,13,13,10,10,91,91
338007,1,5:8-5:11,K_Spring,male,HS_grad,white,west,1.147612440214639,16,16,42,42,16,16,11,11,15,15,13,13,108,108
348002,,7:0-7:5,1_Spring,male,HS_grad,white,south,1.4775116347946144,17,25,91,134,29,43,23,34,35,52,30,44,200,296
348003,,6:8-6:11,1_Spring,male,HS_grad,white,south,1.4775116347946144,23,34,94,139,31,46,24,35,34,50,33,49,173,256
348004,,7:0-7:5,1_Spring,female,HS_grad,white,south,1.3858008003920705,23,32,90,125,31,43,26,36,33,46,32,44,165,229
348005,,7:0-7:5,1_Spring,female,HS_grad,white,south,1.3858008003920705,19,26,92,127,23,32,20,28,33,46,30,42,140,194
348006,,7:0-7:5,1_Spring,female,HS_grad,white,south,1.3858008003920705,21,29,84,116,31,43,30,42,37,51,33,46,160,222
364003,,5:8-5:11,K_Spring,male,some_college,hispanic,west,0.7457218283859078,9,7,38,28,2,1,11,8,11,8,10,7,91,68
364004,,6:8-6:11,1_Spring,male,BA_plus,white,west,0.9469881110666128,24,23,55,52,20,19,16,15,19,18,27,26,103,98
364005,1,6:8-6:11,1_Spring,male,some_college,hispanic,west,0.7457218283859078,16,16,69,69,24,24,25,25,29,29,19,19,136,136
364006,1,7:0-7:5,1_Spring,female,some_college,white,west,1.0232230035590375,19,19,61,61,24,24,20,20,24,24,23,23,136,136
364007,,8:0-9:3,2_Spring,female,some_college,white,west,1.0232230035590375,23,24,104,106,28,29,29,30,36,37,30,31,193,197
364008,1,8:0-9:3,2_Spring,male,BA_plus,white,west,0.9469881110666128,23,23,86,86,27,27,28,28,38,38,34,34,174,174
364009,,8:0-9:3,2_Spring,female,HS_grad,hispanic,west,0.7357692013633704,25,18,108,79,30,22,32,24,38,28,33,24,190,140
365005,1,8:0-9:3,2_Spring,female,BA_plus,black,northeast,0.7068383395560611,21,21,84,84,22,22,17,17,33,33,32,32,120,120
365006,1,5:8-5:11,K_Spring,female,no_HS,black,northeast,1.4830949730039806,,,37,37,7,7,2,2,14,14,9,9,89,89
365008,,7:6-7:11,2_Spring,female,some_college,hispanic,northeast,0.8495656782635808,23,20,93,79,25,21,22,19,35,30,30,25,150,127
365011,1,6:8-6:11,1_Spring,female,no_HS,hispanic,northeast,1.547354968366174,12,12,33,33,17,17,6,6,10,10,6,6,100,100
365012,1,8:0-9:3,2_Spring,female,HS_grad,hispanic,northeast,0.8937001062446872,21,21,59,59,12,12,15,15,35,35,32,32,150,150
365016,,7:6-7:11,2_Spring,female,BA_plus,white,northeast,1.078858853611985,20,22,59,64,22,24,21,23,37,40,33,36,157,169
365017,,8:0-9:3,2_Spring,male,BA_plus,hispanic,northeast,0.7862690675321926,22,17,102,80,23,18,20,16,38,30,34,27,184,145
365018,,7:6-7:11,2_Spring,female,some_college,black,northeast,0.8142841251221319,21,17,60,49,24,20,15,12,22,18,24,20,103,84
365019,,7:0-7:5,2_Spring,male,some_college,hispanic,northeast,0.9057890382235928,22,20,65,59,21,19,20,18,36,33,33,30,161,146
365020,,8:0-9:3,2_Spring,female,BA_plus,hispanic,northeast,0.7374644486377288,24,18,84,62,23,17,30,22,37,27,34,25,204,150
365021,,7:6-7:11,2_Spring,female,BA_plus,white,northeast,1.078858853611985,23,25,79,85,26,28,31,33,38,41,34,37,221,238
365022,,7:6-7:11,2_Spring,female,no_HS,hispanic,northeast,1.547354968366174,22,34,80,124,31,48,23,36,37,57,34,53,156,241
365023,,8:0-9:3,2_Spring,female,BA_plus,black,northeast,0.7068383395560611,22,16,72,51,28,20,30,21,38,27,34,24,204,144
