ID,noweight,DOB,admin_date,gender,educ,ethnic,region,demo_wt,sege_pom,sege_pom_w,rlne_pom,rlne_pom_w,rhme_pom,rhme_pom_w,snwe_pom,snwe_pom_w,lswe_pom,lswe_pom_w,lske_pom,lske_pom_w
234023,,5/29/2012,4/24/2019,male,HS_grad,other,northeast,1.1720113764360274,0.8,1,0.7,1,0.7333333333333333,1,0.84375,1,0.9473684210526315,1,0.9393939393939394,1
234024,1,4/13/2012,4/23/2019,female,no_HS,hispanic,northeast,1.5211733525798812,0.84,0.84,0.575,0.575,0.8,0.8,0.53125,0.53125,0.5263157894736842,0.5263157894736842,0.8787878787878788,0.8787878787878788
234025,,4/17/2012,4/23/2019,female,HS_grad,black,northeast,0.8629679365378177,0.8,1,0.7666666666666667,1,0.7666666666666667,1,0.84375,1,0.9473684210526315,1,0.9696969696969697,1
234026,,2/14/2012,4/24/2019,female,HS_grad,black,northeast,0.8629679365378177,0.76,1,0.7083333333333334,1,0.5666666666666667,0,0.59375,1,0.9210526315789473,1,0.9090909090909091,1
234028,,6/11/2012,4/24/2019,female,HS_grad,hispanic,northeast,0.8986370749528358,0.84,1,0.65,1,0.26666666666666666,0,0.46875,0,0.6842105263157895,1,0.9090909090909091,1
234029,1,11/11/2012,4/24/2019,female,some_college,black,northeast,0.8349980176931354,0.8,0.8,0.7416666666666667,0.7416666666666667,0.6666666666666666,0.6666666666666666,0.53125,0.53125,0.8157894736842105,0.8157894736842105,0.8787878787878788,0.8787878787878788
234030,,7/11/2012,4/26/2019,female,HS_grad,hispanic,northeast,0.8986370749528358,0.8,1,0.6666666666666666,1,0.7333333333333333,1,0.5,0,0.7105263157894737,1,0.9090909090909091,1
234031,,4/13/2012,4/26/2019,male,no_HS,hispanic,northeast,1.6219804253831362,0.8,1,0.4666666666666667,1,0.43333333333333335,1,0.5625,1,0.5789473684210527,1,0.9090909090909091,1
234032,,2/4/2013,5/1/2019,female,HS_grad,black,northeast,0.8629679365378177,0.6,1,0.2833333333333333,0,0.5,0,0.3125,0,0.34210526315789475,0,0.7575757575757576,1
234033,1,1/19/2013,5/1/2019,male,HS_grad,black,northeast,0.9201562060127617,0.6,0.6,0.3,0.3,0.6333333333333333,0.6333333333333333,0.25,0.25,0.3684210526315789,0.3684210526315789,0.15151515151515152,0.15151515151515152
234034,,11/15/2013,5/1/2019,female,HS_grad,hispanic,northeast,0.8986370749528358,0.76,1,0.475,0,0.7,1,0.3125,0,0.3684210526315789,0,0.7575757575757576,1
234035,,4/14/2013,5/1/2019,male,HS_grad,hispanic,northeast,0.958189112782605,0.44,0,0.31666666666666665,0,0.13333333333333333,0,0.375,0,0.47368421052631576,0,0.3939393939393939,0
234045,1,5/21/2011,4/26/2019,female,no_HS,hispanic,northeast,1.5211733525798812,0.84,0.84,0.49166666666666664,0.49166666666666664,0.7333333333333333,0.7333333333333333,0.625,0.625,0.9210526315789473,0.9210526315789473,0.9696969696969697,0.9696969696969697
234046,1,8/12/2011,4/26/2019,male,no_HS,hispanic,northeast,1.6219804253831362,0.76,0.76,0.8083333333333333,0.8083333333333333,0.6333333333333333,0.6333333333333333,0.84375,0.84375,0.9473684210526315,0.9473684210526315,1,1
235003,,8/3/2012,4/18/2019,female,some_college,asian,midwest,0.5179090328632608,0.68,0,0.7666666666666667,0,0.7,0,0.5,0,0.8421052631578947,0,0.8484848484848485,0
235004,,8/3/2012,4/18/2019,male,some_college,asian,midwest,0.5522304949719448,0.76,0,0.6583333333333333,0,0.5,0,0.5,0,0.7368421052631579,0,0.8484848484848485,0
235005,,12/17/2010,4/14/2019,female,BA_plus,hispanic,midwest,0.6755524402499087,0.92,1,0.7333333333333333,0,0.8666666666666667,1,0.9375,1,0.9473684210526315,1,0.9696969696969697,1
238002,1,5/4/2012,6/2/2019,female,BA_plus,white,midwest,1.0040587748023304,0.88,0.88,0.7,0.7,1,1,0.875,0.875,0.9473684210526315,0.9473684210526315,0.9696969696969697,0.9696969696969697
240002,,4/2/2013,4/28/2019,female,HS_grad,asian,south,0.6086462337215557,0.84,1,0.7333333333333333,0,0.9666666666666667,1,0.625,0,0.8421052631578947,1,0.9090909090909091,1
240003,,3/29/2013,5/10/2019,female,BA_plus,other,south,0.9395976033739032,0.48,0,0.5166666666666667,0,0.8,1,0.625,1,0.868421052631579,1,0.8787878787878788,1
240020,,10/31/2013,12/6/2019,female,HS_grad,other,south,1.1233984120059137,0.04,0,0.3416666666666667,0,0.1,0,0.3125,0,0.2631578947368421,0,0.5454545454545454,1
240021,1,3/14/2014,12/6/2019,female,some_college,other,south,1.086987601031741,0.56,0.56,0.5666666666666667,0.5666666666666667,0.6,0.6,0.34375,0.34375,0.34210526315789475,0.34210526315789475,0.45454545454545453,0.45454545454545453
240022,,1/11/2013,12/6/2019,male,some_college,other,south,1.1590214938471806,0.2,0,0.275,0,0.06666666666666667,0,0.28125,0,0.3684210526315789,0,0.3333333333333333,0
240023,,6/22/2014,12/6/2019,male,HS_grad,white,south,1.455526708003746,0.04,0,0.375,1,0.6,1,0.28125,0,0.3684210526315789,1,0.6363636363636364,1
240036,1,3/4/2014,12/6/2019,male,HS_grad,other,south,1.197845223287532,0.08,0.08,0.3416666666666667,0.3416666666666667,0.06666666666666667,0.06666666666666667,0.25,0.25,0.34210526315789475,0.34210526315789475,0.3333333333333333,0.3333333333333333
240037,1,3/29/2012,12/6/2019,male,HS_grad,other,south,1.197845223287532,0.6,0.6,0.75,0.75,0.7,0.7,0.5,0.5,0.7894736842105263,0.7894736842105263,0.7878787878787878,0.7878787878787878
240038,1,8/29/2013,12/12/2019,male,some_college,white,south,1.408351184817493,0.52,0.52,0.3416666666666667,0.3416666666666667,0.13333333333333333,0.13333333333333333,0.28125,0.28125,0.3157894736842105,0.3157894736842105,0.2727272727272727,0.2727272727272727
240039,,12/12/2012,1/17/2020,male,some_college,white,south,1.408351184817493,0.72,1,0.4666666666666667,1,0.8,1,0.53125,1,0.5263157894736842,1,0.9090909090909091,1
240040,,2/2/2013,1/17/2020,male,some_college,other,south,1.1590214938471806,0.92,1,0.85,1,0.3,0,0.71875,1,0.9736842105263158,1,0.9393939393939394,1
241007,1,6/14/2013,4/26/2019,female,some_college,asian,midwest,0.5179090328632608,0.04,0.04,0.20833333333333334,0.20833333333333334,0.6,0.6,0.34375,0.34375,0.3684210526315789,0.3684210526315789,0.5151515151515151,0.5151515151515151
241018,1,7/18/2013,5/16/2019,male,some_college,hispanic,midwest,0.8333139587191759,0.04,0.04,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.125,0.125,0.21052631578947367,0.21052631578947367,0.12121212121212122,0.12121212121212122
241019,,10/9/2011,5/22/2019,male,BA_plus,white,midwest,1.070597033468632,0.76,1,0.5333333333333333,1,0.5333333333333333,1,0.71875,1,0.8421052631578947,1,0.9090909090909091,1
241021,,2/8/2013,5/24/2019,female,BA_plus,white,midwest,1.0040587748023304,0.6,1,0.5333333333333333,1,0.5,1,0.5,1,0.4473684210526316,0,0.7878787878787878,1
241023,,6/26/2012,6/6/2019,male,BA_plus,white,midwest,1.070597033468632,0.88,1,0.8916666666666667,1,1,1,0.71875,1,0.9473684210526315,1,1,1
241025,,2/8/2013,6/11/2019,male,BA_plus,white,midwest,1.070597033468632,0.92,1,0.5333333333333333,1,0.7,1,0.53125,1,0.7631578947368421,1,0.8787878787878788,1
241027,,12/18/2012,6/15/2019,male,BA_plus,white,midwest,1.070597033468632,0.76,1,0.7,1,0.13333333333333333,0,0.40625,0,0.7368421052631579,1,0.7575757575757576,1
241029,1,8/19/2012,6/17/2019,female,BA_plus,white,midwest,1.0040587748023304,0.76,0.76,0.30833333333333335,0.30833333333333335,0.8,0.8,0.3125,0.3125,0.47368421052631576,0.47368421052631576,0.7878787878787878,0.7878787878787878
243022,,4/10/2012,8/3/2019,male,BA_plus,white,south,1.2173859174725512,0.56,1,0.36666666666666664,0,0.5333333333333333,1,0.5,1,0.4473684210526316,1,0.6363636363636364,1
243026,,5/2/2013,8/9/2019,male,BA_plus,white,south,1.2173859174725512,0.72,1,0.39166666666666666,0,0.5666666666666667,1,0.65625,1,0.6578947368421053,1,0.7878787878787878,1
243034,,2/13/2012,12/30/2019,female,HS_grad,other,south,1.1233984120059137,0.92,1,0.43333333333333335,0,1,1,0.78125,1,0.9473684210526315,1,1,1
248038,,1/16/2013,9/28/2019,female,some_college,white,west,1.0456574822307532,0.64,1,0.425,0,0.6666666666666666,1,0.5625,1,0.631578947368421,1,0.8181818181818182,1
248052,1,8/23/2012,3/11/2020,female,HS_grad,white,west,1.0806838586982452,0.52,0.52,0.31666666666666665,0.31666666666666665,0.2,0.2,0.34375,0.34375,0.3157894736842105,0.3157894736842105,0.6363636363636364,0.6363636363636364
257001,,10/2/2011,7/3/2019,male,HS_grad,hispanic,west,0.7752923446005991,0.92,1,0.8166666666666667,1,0.8,1,0.78125,1,0.9736842105263158,1,0.9696969696969697,1
257002,,9/7/2011,7/3/2019,female,no_HS,hispanic,west,1.230815545003153,0.88,1,0.6416666666666667,1,0.16666666666666666,0,0.53125,1,0.9210526315789473,1,1,1
257003,,8/2/2012,6/25/2019,female,some_college,hispanic,west,0.703540949508289,0.88,1,0.8166666666666667,1,0.5,0,0.6875,0,0.9473684210526315,1,1,1
257004,,12/30/2011,6/20/2019,female,some_college,hispanic,west,0.703540949508289,0.8,1,0.525,0,0.6333333333333333,0,0.5,0,0.8157894736842105,1,0.7878787878787878,1
257005,,3/14/2012,6/21/2019,female,some_college,hispanic,west,0.703540949508289,0.8,1,0.525,0,0.9,1,0.6875,0,0.9210526315789473,1,0.9696969696969697,1
257012,,5/19/2011,6/27/2019,male,HS_grad,hispanic,west,0.7752923446005991,0.76,1,0.6333333333333333,0,0.9,1,0.78125,1,0.9473684210526315,1,0.9696969696969697,1
257016,,9/22/2010,6/20/2019,female,no_HS,hispanic,west,1.230815545003153,0.84,1,0.625,1,0.36666666666666664,0,0.625,1,0.7105263157894737,1,0.9090909090909091,1
257017,,2/27/2011,6/25/2019,female,some_college,hispanic,west,0.703540949508289,0.76,1,0.725,1,0.16666666666666666,0,0.5625,0,0.7894736842105263,1,0.9393939393939394,1
262027,,10/15/2012,8/27/2019,female,BA_plus,white,midwest,1.0040587748023304,0.72,1,0.5083333333333333,1,0.7333333333333333,1,0.40625,0,0.3684210526315789,0,0.8484848484848485,1
262043,,8/10/2012,9/18/2019,female,BA_plus,white,south,1.141724640128021,0.8,1,0.6833333333333333,1,0.5333333333333333,1,0.625,1,0.7631578947368421,1,0.9090909090909091,1
262047,,7/10/2013,9/19/2019,female,BA_plus,white,south,1.141724640128021,0.52,1,0.21666666666666667,0,0.1,0,0.46875,1,0.2894736842105263,0,0.8484848484848485,1
262049,1,6/26/2013,9/22/2019,male,BA_plus,white,south,1.2173859174725512,0.8,0.8,0.525,0.525,0.23333333333333334,0.23333333333333334,0.46875,0.46875,0.47368421052631576,0.47368421052631576,0.696969696969697,0.696969696969697
262051,,1/16/2013,10/3/2019,male,BA_plus,white,south,1.2173859174725512,0.76,1,0.7166666666666667,1,0.8666666666666667,1,0.75,1,0.9736842105263158,1,0.7272727272727273,1
262053,,9/28/2012,9/20/2019,female,BA_plus,white,south,1.141724640128021,0.72,1,0.7416666666666667,1,0.7,1,0.59375,1,0.5526315789473685,1,0.9090909090909091,1
262054,,5/5/2014,9/20/2019,male,BA_plus,white,south,1.2173859174725512,0.52,1,0.44166666666666665,1,0.13333333333333333,0,0.21875,0,0.2894736842105263,0,0.42424242424242425,1
262055,,9/18/2013,9/23/2019,male,BA_plus,white,midwest,1.070597033468632,0.72,1,0.5,1,0.7333333333333333,1,0.46875,1,0.39473684210526316,0,0.696969696969697,1
262056,,7/20/2012,9/23/2019,male,BA_plus,white,midwest,1.070597033468632,0.88,1,0.75,1,0.7,1,0.40625,0,0.6052631578947368,1,0.9090909090909091,1
262057,,9/27/2013,9/25/2019,male,BA_plus,white,south,1.2173859174725512,0.76,1,0.5333333333333333,1,0.3333333333333333,0,0.59375,1,0.39473684210526316,0,0.8484848484848485,1
262061,,3/1/2014,9/30/2019,female,BA_plus,white,south,1.141724640128021,0.32,0,0.30833333333333335,0,0.06666666666666667,0,0.375,0,0.34210526315789475,0,0.42424242424242425,0
262063,1,12/26/2013,9/25/2019,female,BA_plus,white,south,1.141724640128021,,,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.03125,0.03125,0.21052631578947367,0.21052631578947367,0.30303030303030304,0.30303030303030304
262071,,1/10/2013,10/4/2019,male,BA_plus,white,south,1.2173859174725512,0.76,1,0.4,0,0.8,1,0.59375,1,0.8947368421052632,1,0.8787878787878788,1
269001,1,7/13/2011,7/11/2019,male,BA_plus,white,south,1.2173859174725512,0.8,0.8,0.5666666666666667,0.5666666666666667,0.6333333333333333,0.6333333333333333,0.53125,0.53125,0.7105263157894737,0.7105263157894737,0.696969696969697,0.696969696969697
269011,,4/24/2012,8/18/2019,male,BA_plus,white,south,1.2173859174725512,0.92,1,0.6833333333333333,1,0.9333333333333333,1,0.78125,1,0.9736842105263158,1,1,1
269012,,7/2/2013,9/9/2019,male,BA_plus,white,south,1.2173859174725512,0.76,1,0.5666666666666667,1,0.7666666666666667,1,0.53125,1,0.5,1,0.8787878787878788,1
269013,,1/15/2012,9/9/2019,female,BA_plus,white,south,1.141724640128021,0.92,1,0.6583333333333333,1,0.9,1,0.71875,1,0.9736842105263158,1,0.9696969696969697,1
302001,1,2/6/2013,7/26/2019,male,BA_plus,white,south,1.2173859174725512,0.56,0.56,0.23333333333333334,0.23333333333333334,0.7,0.7,0.5625,0.5625,0.47368421052631576,0.47368421052631576,0.8484848484848485,0.8484848484848485
302002,,6/26/2013,8/5/2019,male,BA_plus,hispanic,south,0.8190835515942422,0.4,0,0.36666666666666664,0,0.23333333333333334,0,0.34375,0,0.6578947368421053,1,0.5757575757575758,0
302005,,1/25/2012,7/25/2019,male,BA_plus,white,south,1.2173859174725512,0.8,1,0.4666666666666667,1,0.7666666666666667,1,0.5625,1,0.8157894736842105,1,0.9090909090909091,1
302006,,5/18/2012,7/1/2019,female,BA_plus,white,south,1.141724640128021,0.88,1,0.6583333333333333,1,0.7333333333333333,1,0.6875,1,0.8421052631578947,1,0.8787878787878788,1
302007,1,3/23/2012,7/23/2019,male,some_college,black,south,0.9099577375338537,0.6,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.5625,0.5625,0.631578947368421,0.631578947368421,0.6666666666666666,0.6666666666666666
305005,,8/20/2012,7/6/2019,male,BA_plus,white,west,0.9637705673963912,0.88,1,0.7083333333333334,1,0.7666666666666667,1,0.59375,1,0.9210526315789473,1,0.9090909090909091,1
305011,,5/12/2014,7/12/2019,female,BA_plus,white,west,0.9038716387578337,0.8,1,0.4583333333333333,0,0.5333333333333333,0,0.34375,0,0.3157894736842105,0,0.36363636363636365,0
305014,,11/22/2012,7/24/2019,female,BA_plus,white,west,0.9038716387578337,0.92,1,0.5416666666666666,0,0.8,1,0.5625,1,0.7631578947368421,1,0.9393939393939394,1
305019,,6/19/2012,7/17/2019,female,BA_plus,white,west,0.9038716387578337,0.64,1,0.6166666666666667,1,0.8,1,0.875,1,0.9736842105263158,1,0.9696969696969697,1
305020,,9/30/2012,7/17/2019,male,BA_plus,white,west,0.9637705673963912,0.6,1,0.49166666666666664,0,0.1,0,0.34375,0,0.42105263157894735,0,0.6060606060606061,1
305026,,12/2/2012,7/26/2019,female,BA_plus,white,west,0.9038716387578337,0.64,1,0.7583333333333333,1,0.8666666666666667,1,0.75,1,0.9736842105263158,1,1,1
309014,,9/11/2012,8/17/2019,female,HS_grad,black,south,0.8819897497714659,0.72,1,0.23333333333333334,0,0.6,1,0.40625,0,0.34210526315789475,0,0.5454545454545454,0
309015,,3/31/2012,8/17/2019,male,some_college,asian,south,0.6279464698306019,1,1,0.8083333333333333,1,1,1,0.65625,0,0.9473684210526315,1,1,1
309021,,4/8/2012,8/19/2019,female,some_college,asian,south,0.5889192136996854,0.92,1,0.475,0,0.9,1,0.5625,0,0.8947368421052632,1,0.9090909090909091,1
309026,,5/2/2013,8/22/2019,female,some_college,asian,south,0.5889192136996854,0.4,0,0.45,0,0.7666666666666667,0,0.40625,0,0.47368421052631576,0,1,1
309033,,7/25/2014,8/30/2019,male,HS_grad,black,south,0.9404385812384027,0.96,1,0.275,0,0.5666666666666667,1,0.53125,0,0.21052631578947367,0,0.7575757575757576,1
309035,,11/12/2013,8/30/2019,female,HS_grad,black,south,0.8819897497714659,0.48,0,0.325,0,0.03333333333333333,0,0.28125,0,0.2894736842105263,0,0.42424242424242425,0
309036,,2/17/2014,8/30/2019,female,HS_grad,black,south,0.8819897497714659,0.4,0,0.35,0,0.03333333333333333,0,0.03125,0,0.23684210526315788,0,0.2727272727272727,0
309043,,1/1/2013,9/6/2019,female,some_college,white,south,1.3208212996236495,0.84,1,0.5083333333333333,1,0.3,0,0.375,0,0.5263157894736842,1,0.45454545454545453,1
310005,,5/13/2012,9/17/2019,female,some_college,white,west,1.0456574822307532,0.84,1,0.425,0,0.3,0,0.4375,0,0.39473684210526316,0,0.6363636363636364,1
310007,,10/10/2011,10/7/2019,female,HS_grad,hispanic,west,0.7271074524755926,0.68,0,0.6416666666666667,0,0.2,0,0.34375,0,0.7368421052631579,1,0.9090909090909091,1
310008,,11/18/2011,10/10/2019,male,some_college,asian,west,0.4971277528654718,0.8,0,0.6666666666666666,0,0.6,0,0.53125,0,0.868421052631579,0,0.9090909090909091,0
310009,,1/12/2012,10/15/2019,female,HS_grad,asian,west,0.48184829280377006,0.64,0,0.825,0,1,0,0.65625,0,0.9736842105263158,0,0.9696969696969697,0
310010,,10/26/2011,10/21/2019,female,some_college,hispanic,west,0.703540949508289,0.68,0,0.7333333333333333,1,0.43333333333333335,0,0.4375,0,0.8421052631578947,1,0.9696969696969697,1
310011,,11/18/2011,10/24/2019,female,some_college,asian,west,0.4662309597899385,0.8,0,0.7916666666666666,0,0.9,0,0.8125,0,0.9736842105263158,0,1,0
310012,,8/21/2013,11/5/2019,male,some_college,hispanic,west,0.7501641062950362,0.36,0,0.4666666666666667,0,0.4,0,0.34375,0,0.42105263157894735,0,0.5151515151515151,0
310013,,1/9/2013,11/14/2019,female,some_college,hispanic,west,0.703540949508289,0.76,1,0.4583333333333333,0,0.26666666666666666,0,0.40625,0,0.5,0,0.8787878787878788,1
310014,,5/21/2012,11/14/2019,female,some_college,other,west,0.860537847500461,0.8,1,0.75,1,0.7666666666666667,1,0.8125,1,0.9473684210526315,1,1,1
310017,,12/21/2011,11/20/2019,male,HS_grad,asian,west,0.5137800353960353,0.72,0,0.725,0,0.8,0,0.90625,0,0.9736842105263158,1,1,1
310019,,12/13/2012,12/2/2019,male,BA_plus,asian,west,0.42971975459489314,0.72,0,0.5,0,0.8666666666666667,0,0.53125,0,0.5263157894736842,0,0.9090909090909091,0
310022,,3/1/2013,12/3/2019,male,some_college,hispanic,west,0.7501641062950362,0.76,1,0.4166666666666667,0,0.6333333333333333,0,0.53125,0,0.5789473684210527,0,0.8787878787878788,1
313003,,7/18/2012,11/2/2019,female,some_college,white,midwest,1.1615604754612625,0.88,1,0.625,1,0.7666666666666667,1,0.59375,1,0.868421052631579,1,0.7272727272727273,1
314007,,11/2/2011,12/28/2019,female,some_college,hispanic,midwest,0.7815229878850306,0.8,1,0.725,1,0.9666666666666667,1,0.84375,1,0.9736842105263158,1,0.9696969696969697,1
314008,1,7/17/2012,12/29/2019,male,some_college,white,midwest,1.2385362594615668,0.64,0.64,0.5166666666666667,0.5166666666666667,0.36666666666666664,0.36666666666666664,0.625,0.625,0.9210526315789473,0.9210526315789473,0.9393939393939394,0.9393939393939394
314010,,8/26/2011,12/30/2019,male,some_college,white,midwest,1.2385362594615668,0.88,1,0.625,1,0.7666666666666667,1,0.625,1,0.7894736842105263,1,0.7878787878787878,1
314012,1,3/26/2012,1/4/2020,male,BA_plus,white,midwest,1.070597033468632,0.56,0.56,0.38333333333333336,0.38333333333333336,0.43333333333333335,0.43333333333333335,0.34375,0.34375,0.7105263157894737,0.7105263157894737,0.6363636363636364,0.6363636363636364
314014,,12/5/2011,1/6/2020,male,some_college,hispanic,midwest,0.8333139587191759,0.88,1,0.75,1,0.9,1,0.6875,1,0.9736842105263158,1,1,1
315001,,8/8/2012,10/24/2019,female,HS_grad,hispanic,west,0.7271074524755926,0.88,1,0.725,1,0.9,1,0.875,1,0.9473684210526315,1,1,1
315002,1,5/31/2012,10/24/2019,female,no_HS,hispanic,west,1.230815545003153,0.6,0.6,0.2916666666666667,0.2916666666666667,0.23333333333333334,0.23333333333333334,0.34375,0.34375,0.47368421052631576,0.47368421052631576,0.6666666666666666,0.6666666666666666
315003,,7/18/2013,11/1/2019,male,HS_grad,hispanic,west,0.7752923446005991,0.84,1,0.6833333333333333,1,0.6666666666666666,1,0.53125,0,0.5526315789473685,0,0.48484848484848486,0
315004,,12/11/2011,11/15/2019,female,no_HS,hispanic,west,1.230815545003153,0.96,1,0.6916666666666667,1,0.8,1,0.78125,1,0.9473684210526315,1,1,1
315005,,5/29/2013,11/22/2019,male,no_HS,hispanic,west,1.3123808130523746,0.8,1,0.375,0,0.3,0,0.34375,0,0.5263157894736842,1,0.8484848484848485,1
315006,,3/18/2014,11/20/2019,female,no_HS,other,west,1.5054750693721222,0.04,0,0.20833333333333334,0,0.03333333333333333,0,0.15625,0,0.13157894736842105,0,0.30303030303030304,0
315008,1,1/27/2012,11/15/2019,male,HS_grad,hispanic,west,0.7752923446005991,0.88,0.88,0.7,0.7,0.4,0.4,0.5,0.5,0.8421052631578947,0.8421052631578947,0.8787878787878788,0.8787878787878788
315009,,6/19/2013,11/1/2019,male,some_college,white,west,1.1149524575599827,0.56,1,0.43333333333333335,0,0.6666666666666666,1,0.25,0,0.39473684210526316,0,0.45454545454545453,1
315010,,1/27/2014,11/20/2019,female,no_HS,hispanic,west,1.230815545003153,0.04,0,0.39166666666666666,0,0.03333333333333333,0,0.3125,0,0.3157894736842105,0,0.45454545454545453,1
315011,,6/12/2012,11/15/2019,female,no_HS,hispanic,west,1.230815545003153,0.88,1,0.6916666666666667,1,0.8,1,0.65625,1,0.9210526315789473,1,0.9696969696969697,1
315012,,6/4/2014,11/21/2019,female,no_HS,hispanic,west,1.230815545003153,0.44,1,0.5,1,0.1,0,0.34375,0,0.34210526315789475,0,0.36363636363636365,0
315013,,2/18/2012,11/21/2019,female,HS_grad,white,west,1.0806838586982452,0.88,1,0.5333333333333333,1,0.5,1,0.5625,1,0.6578947368421053,1,0.9090909090909091,1
315014,,2/11/2013,11/15/2019,female,HS_grad,white,west,1.0806838586982452,0.92,1,0.6083333333333333,1,0.5333333333333333,1,0.59375,1,0.9736842105263158,1,0.9696969696969697,1
315015,,2/14/2012,12/12/2019,male,HS_grad,white,west,1.1523000070066118,0.92,1,0.5416666666666666,1,0.6666666666666666,1,0.59375,1,0.7894736842105263,1,0.696969696969697,1
315016,,11/3/2013,12/13/2019,female,no_HS,hispanic,west,1.230815545003153,0.36,0,0.4083333333333333,1,0.1,0,0.34375,0,0.3157894736842105,0,0.3939393939393939,0
315017,,2/1/2014,12/13/2019,female,no_HS,hispanic,west,1.230815545003153,0.36,0,0.375,0,0.1,0,0.34375,0,0.4473684210526316,1,0.45454545454545453,1
315018,1,9/29/2011,12/16/2019,female,HS_grad,other,west,0.8893632737258577,0.84,0.84,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.65625,0.65625,0.8157894736842105,0.8157894736842105,0.7878787878787878,0.7878787878787878
315019,,7/9/2013,12/17/2019,female,no_HS,hispanic,west,1.230815545003153,0.88,1,0.5416666666666666,1,0.36666666666666664,0,0.5,1,0.5526315789473685,1,0.6666666666666666,1
315020,,3/20/2013,12/17/2019,female,HS_grad,white,west,1.0806838586982452,0.88,1,0.625,1,0.6,1,0.375,0,0.5,1,0.5454545454545454,1
316003,,11/25/2011,11/16/2019,female,some_college,white,west,1.0456574822307532,0.96,1,0.7583333333333333,1,1,1,0.9375,1,0.9736842105263158,1,0.9696969696969697,1
316004,,6/5/2014,11/29/2019,female,some_college,white,west,1.0456574822307532,0.4,0,0.16666666666666666,0,0.03333333333333333,0,0.375,0,0.3157894736842105,0,0.18181818181818182,0
317005,,12/29/2011,11/7/2019,male,some_college,white,midwest,1.2385362594615668,0.84,1,0.45,1,0.2,0,0.5625,1,0.7368421052631579,1,0.7575757575757576,1
317008,,11/19/2013,11/3/2019,male,some_college,hispanic,midwest,0.8333139587191759,0.52,0,0.3333333333333333,0,0.7333333333333333,1,0.15625,0,0.2631578947368421,0,0.2727272727272727,0
317011,,11/30/2012,11/14/2019,male,some_college,hispanic,midwest,0.8333139587191759,0.64,1,0.7333333333333333,1,0.7333333333333333,1,0.53125,0,0.5526315789473685,0,0.8181818181818182,1
317016,1,6/14/2012,1/21/2020,female,some_college,white,midwest,1.1615604754612625,0.84,0.84,0.45,0.45,0.4,0.4,0.5,0.5,0.8421052631578947,0.8421052631578947,0.7575757575757576,0.7575757575757576
318006,1,1/31/2013,11/20/2019,female,some_college,white,south,1.3208212996236495,0.28,0.28,0.2,0.2,0.13333333333333333,0.13333333333333333,0.3125,0.3125,0.3157894736842105,0.3157894736842105,0.36363636363636365,0.36363636363636365
318015,,3/30/2013,12/23/2019,male,some_college,white,south,1.408351184817493,0.92,1,0.6666666666666666,1,0.9,1,0.75,1,0.9210526315789473,1,0.9696969696969697,1
318018,,7/16/2012,12/31/2019,male,some_college,white,south,1.408351184817493,0.96,1,0.7416666666666667,1,0.8333333333333334,1,0.78125,1,0.9210526315789473,1,0.9393939393939394,1
318019,,5/5/2013,12/30/2019,male,some_college,white,south,1.408351184817493,0.8,1,0.4166666666666667,1,0.6,1,0.71875,1,0.7631578947368421,1,0.9090909090909091,1
318021,1,2/11/2014,1/8/2020,male,some_college,white,south,1.408351184817493,0.28,0.28,0.35833333333333334,0.35833333333333334,0.06666666666666667,0.06666666666666667,0.1875,0.1875,0.2894736842105263,0.2894736842105263,0.42424242424242425,0.42424242424242425
318022,,5/31/2012,1/10/2020,male,some_college,white,south,1.408351184817493,0.84,1,0.7583333333333333,1,0.9,1,0.875,1,0.9210526315789473,1,1,1
318023,,3/24/2014,1/10/2020,male,some_college,white,south,1.408351184817493,0.8,1,0.5583333333333333,1,0.5333333333333333,1,0.5,1,0.5789473684210527,1,0.7575757575757576,1
318024,1,9/6/2011,1/17/2020,male,no_HS,other,south,2.0276597582797544,0.92,0.92,0.5,0.5,0.23333333333333334,0.23333333333333334,0.5625,0.5625,0.7368421052631579,0.7368421052631579,0.6666666666666666,0.6666666666666666
318025,,7/18/2013,1/18/2020,female,some_college,white,south,1.3208212996236495,0.76,1,0.275,0,0.7666666666666667,1,0.34375,0,0.47368421052631576,1,0.5757575757575758,1
318026,,10/21/2011,1/18/2020,male,some_college,white,south,1.408351184817493,0.96,1,0.8,1,1,1,0.65625,1,0.9736842105263158,1,1,1
318027,,3/28/2014,1/23/2020,female,some_college,white,south,1.3208212996236495,0.8,1,0.5,1,0.6,1,0.40625,1,0.47368421052631576,1,0.8484848484848485,1
319001,,9/25/2011,12/28/2019,male,some_college,hispanic,west,0.7501641062950362,0.88,1,0.275,0,0.7666666666666667,1,0.625,0,0.8947368421052632,1,0.9696969696969697,1
321012,,6/4/2012,12/7/2019,female,HS_grad,hispanic,south,0.9184451186597246,0.96,1,0.8166666666666667,1,0.8333333333333334,1,0.90625,1,0.9473684210526315,1,1,1
323003,1,7/8/2014,1/14/2020,male,HS_grad,black,south,0.9404385812384027,0.04,0.04,0.275,0.275,0.03333333333333333,0.03333333333333333,0.03125,0.03125,0.10526315789473684,0.10526315789473684,0.18181818181818182,0.18181818181818182
