ID,demo_wt,age,group,raw
214006,0.5428001179957411,8.01639344262295,8.081294902661215,28
214016,1.2173859174725512,7.380821917808219,7.207066573316953,27
214025,1.141724640128021,6.668493150684932,6.512841221824458,27
214027,1.141724640128021,8.33972602739726,8.081294902661215,29
214033,1.141724640128021,6.86027397260274,7.207066573316953,25
214039,1.3208212996236497,8.605479452054794,8.081294902661215,22
214046,0.8190835515942422,8.613698630136986,8.081294902661215,22
214054,1.408351184817493,6.19672131147541,6.512841221824458,30
214055,1.408351184817493,6.19672131147541,6.512841221824458,21
214057,1.3208212996236497,6.051912568306011,5.691408979574784,8
214059,1.2173859174725512,6.945205479452055,7.207066573316953,33
214062,1.141724640128021,6.065573770491803,5.691408979574784,21
214064,0.7681770092430881,5.286885245901639,5.691408979574784,18
214065,1.2173859174725512,6.39344262295082,6.512841221824458,19
214066,1.141724640128021,5.76986301369863,5.691408979574784,8
214071,1.2173859174725512,6.262295081967213,6.512841221824458,21
214073,1.2173859174725512,6.786301369863014,6.512841221824458,6
215002,0.49808579435611616,5.791780821917808,5.691408979574784,7
217001,0.9201562060127616,6.265753424657534,6.512841221824458,5
217003,0.8903327406012171,7.178082191780822,7.207066573316953,14
217005,0.9201562060127616,6.6657534246575345,6.512841221824458,5
217006,0.9201562060127616,8.008196721311476,8.081294902661215,20
217007,1.4241354620131792,7.372602739726028,7.207066573316953,33
217008,1.1720113764360274,7.608219178082192,7.207066573316953,29
217011,0.9201562060127616,8.265753424657534,8.081294902661215,24
217012,1.335624574363627,8.364383561643836,8.081294902661215,25
217013,0.8903327406012171,8.087431693989071,8.081294902661215,18
218001,0.703540949508289,5.816438356164383,5.691408979574784,12
220003,0.8270432085526275,5.756164383561644,5.691408979574784,4
220004,0.8270432085526275,6.372602739726028,6.512841221824458,17
220007,0.7756419686663273,6.580821917808219,6.512841221824458,15
220008,0.7756419686663273,7.383561643835616,7.207066573316953,5
220010,0.8002376571006601,6.493150684931507,6.512841221824458,14
220011,0.8002376571006601,7.764383561643836,8.081294902661215,18
220015,0.8002376571006601,7.717808219178083,8.081294902661215,22
222029,1.141724640128021,8.367123287671232,8.081294902661215,34
223003,0.9793098214140168,8.210958904109589,8.081294902661215,23
225001,0.6484456637250637,5.5479452054794525,5.691408979574784,2
225002,0.6484456637250637,5.6438356164383565,5.691408979574784,3
225003,0.6484456637250637,5.7835616438356166,5.691408979574784,3
225004,0.6484456637250637,5.961643835616439,5.691408979574784,5
225008,1.3123808130523746,7.172131147540983,7.207066573316953,21
226001,1.2385362594615668,5.750684931506849,5.691408979574784,5
226002,0.8612274666600797,5.698630136986301,5.691408979574784,2
226003,1.3672418683496588,6.627397260273972,6.512841221824458,7
226004,0.8270432085526275,5.676712328767123,5.691408979574784,2
226005,0.4476831985775394,6.084699453551913,5.691408979574784,12
226006,0.6755524402499087,5.715068493150685,5.691408979574784,10
226007,0.4476831985775394,6.0849315068493155,5.691408979574784,4
226008,0.8270432085526275,7.526027397260274,7.207066573316953,13
226010,0.8263036333743511,5.72054794520548,5.691408979574784,13
226011,0.8270432085526275,6.227397260273973,6.512841221824458,14
226053,1.070597033468632,5.002732240437158,5.691408979574784,6
226054,1.0040587748023304,5.482191780821918,5.691408979574784,21
226055,0.8002376571006601,8.114754098360656,8.081294902661215,15
226056,1.0040587748023304,6.065573770491803,5.691408979574784,24
226057,1.0040587748023304,5.169398907103825,5.691408979574784,19
226058,1.0040587748023304,5.352459016393443,5.691408979574784,10
226059,1.1615604754612625,7.745205479452055,8.081294902661215,27
226060,1.070597033468632,5.789041095890411,5.691408979574784,25
231014,0.7865720901938624,6.904109589041096,7.207066573316953,18
231015,0.8886771118259256,6.958904109589041,7.207066573316953,1
232003,0.703540949508289,6.646575342465754,6.512841221824458,4
232004,0.7501641062950362,8.389041095890411,8.081294902661215,20
232005,0.42971975459489314,5.931506849315069,5.691408979574784,1
232006,1.0456574822307532,6.295081967213115,6.512841221824458,6
232025,0.9038716387578336,5.86027397260274,5.691408979574784,7
232026,0.9038716387578336,7.405479452054794,7.207066573316953,22
232030,0.703540949508289,7.778082191780822,8.081294902661215,17
232054,0.9175650767086322,6.426229508196721,6.512841221824458,17
232055,0.9637705673963912,5.3196721311475414,5.691408979574784,13
232056,0.7752923446005991,6.420765027322404,6.512841221824458,7
232065,0.703540949508289,7.668493150684932,8.081294902661215,13
234001,0.8986370749528358,7.884931506849315,8.081294902661215,15
234004,0.9201562060127616,7.646575342465754,8.081294902661215,24
234007,1.5211733525798812,7.36986301369863,7.207066573316953,40
234010,0.5955196015966191,8.002732240437158,8.081294902661215,14
234012,0.9201562060127616,8.103825136612022,8.081294902661215,17
