gender,educ,ethnic,region,cell_pct
male,no_HS,hispanic,northeast,0.23075900000000005
male,no_HS,hispanic,south,0.5637530000000001
male,no_HS,hispanic,midwest,0.30962600000000007
male,no_HS,hispanic,west,0.35636200000000007
male,no_HS,asian,northeast,0.043608
male,no_HS,asian,south,0.10653600000000002
male,no_HS,asian,midwest,0.05851200000000001
male,no_HS,asian,west,0.06734400000000001
male,no_HS,black,northeast,0.1226475
male,no_HS,black,south,0.2996325000000001
male,no_HS,black,midwest,0.16456500000000002
male,no_HS,black,west,0.18940500000000002
male,no_HS,white,northeast,0.456067
male,no_HS,white,south,1.114189
male,no_HS,white,midwest,0.611938
male,no_HS,white,west,0.704306
male,no_HS,other,northeast,0.0554185
male,no_HS,other,south,0.13538950000000002
male,no_HS,other,midwest,0.07435900000000001
male,no_HS,other,west,0.085583
male,HS_grad,hispanic,northeast,0.5237226
male,HS_grad,hispanic,south,1.2794742000000001
male,HS_grad,hispanic,midwest,0.7027164
male,HS_grad,hispanic,west,0.8087868
male,HS_grad,asian,northeast,0.0989712
male,HS_grad,asian,south,0.24179040000000002
male,HS_grad,asian,midwest,0.13279680000000002
male,HS_grad,asian,west,0.15284160000000002
male,HS_grad,black,northeast,0.27835650000000006
male,HS_grad,black,south,0.6800355000000001
male,HS_grad,black,midwest,0.373491
male,HS_grad,black,west,0.429867
male,HS_grad,white,northeast,1.0350738
male,HS_grad,white,south,2.5287246
male,HS_grad,white,midwest,1.3888331999999999
male,HS_grad,white,west,1.5984683999999998
male,HS_grad,other,northeast,0.1257759
male,HS_grad,other,south,0.30727530000000003
male,HS_grad,other,midwest,0.1687626
male,HS_grad,other,west,0.1942362
male,some_college,hispanic,northeast,0.6079998000000001
male,some_college,hispanic,south,1.4853666
male,some_college,hispanic,midwest,0.8157972
male,some_college,hispanic,west,0.9389364000000001
male,some_college,asian,northeast,0.11489759999999999
male,some_college,asian,south,0.2806992
male,some_college,asian,midwest,0.15416639999999998
male,some_college,asian,west,0.17743679999999998
male,some_college,black,northeast,0.32314950000000003
male,some_college,black,south,0.7894665000000001
male,some_college,black,midwest,0.433593
male,some_college,black,west,0.49904100000000007
male,some_college,white,northeast,1.2016374
male,some_college,white,south,2.9356457999999996
male,some_college,white,midwest,1.6123235999999999
male,some_college,white,west,1.8556931999999997
male,some_college,other,northeast,0.1460157
male,some_college,other,south,0.3567219
male,some_college,other,midwest,0.19591979999999998
male,some_college,other,west,0.2254926
male,BA_plus,hispanic,northeast,0.6461252
male,BA_plus,hispanic,south,1.5785084
male,BA_plus,hispanic,midwest,0.8669528
male,BA_plus,hispanic,west,0.9978136000000001
male,BA_plus,asian,northeast,0.1221024
male,BA_plus,asian,south,0.29830080000000003
male,BA_plus,asian,midwest,0.1638336
male,BA_plus,asian,west,0.18856320000000001
male,BA_plus,black,northeast,0.343413
male,BA_plus,black,south,0.838971
male,BA_plus,black,midwest,0.460782
male,BA_plus,black,west,0.530334
male,BA_plus,white,northeast,1.2769876000000002
male,BA_plus,white,south,3.1197292
male,BA_plus,white,midwest,1.7134264
male,BA_plus,white,west,1.9720568
male,BA_plus,other,northeast,0.1551718
male,BA_plus,other,south,0.3790906
male,BA_plus,other,midwest,0.2082052
male,BA_plus,other,west,0.2396324
female,no_HS,hispanic,northeast,0.22614382000000002
female,no_HS,hispanic,south,0.5524779400000001
female,no_HS,hispanic,midwest,0.30343348000000003
female,no_HS,hispanic,west,0.34923476000000003
female,no_HS,asian,northeast,0.042735840000000004
female,no_HS,asian,south,0.10440528000000002
female,no_HS,asian,midwest,0.05734176
female,no_HS,asian,west,0.06599712
female,no_HS,black,northeast,0.12019455000000002
female,no_HS,black,south,0.29363985000000004
female,no_HS,black,midwest,0.16127370000000002
female,no_HS,black,west,0.18561690000000003
female,no_HS,white,northeast,0.44694566
female,no_HS,white,south,1.0919052200000001
female,no_HS,white,midwest,0.5996992400000001
female,no_HS,white,west,0.69021988
female,no_HS,other,northeast,0.054310130000000005
female,no_HS,other,south,0.13268171
female,no_HS,other,midwest,0.07287182
female,no_HS,other,west,0.08387134
female,HS_grad,hispanic,northeast,0.5132481480000001
female,HS_grad,hispanic,south,1.2538847160000002
female,HS_grad,hispanic,midwest,0.6886620720000001
female,HS_grad,hispanic,west,0.7926110640000001
female,HS_grad,asian,northeast,0.096991776
female,HS_grad,asian,south,0.236954592
female,HS_grad,asian,midwest,0.130140864
female,HS_grad,asian,west,0.14978476799999998
female,HS_grad,black,northeast,0.27278937000000003
female,HS_grad,black,south,0.66643479
female,HS_grad,black,midwest,0.36602118
