raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
29,40,40,40,40,40,40,41,43,46
30,40,40,40,40,40,40,42,44,46
31,40,40,40,40,40,40,42,44,47
32,40,40,40,40,40,40,42,45,47
33,40,40,40,40,40,40,43,45,47
34,40,40,40,40,40,41,43,45,47
35,40,40,40,40,40,41,44,46,48
36,40,40,40,40,40,41,44,46,48
37,40,40,40,40,40,42,44,46,48
38,40,40,40,40,40,42,45,47,49
39,40,40,40,40,40,43,45,47,49
40,40,40,40,40,41,43,46,47,49
41,40,40,40,40,41,44,46,48,50
42,40,40,40,40,42,44,46,48,50
43,40,40,40,40,42,45,47,48,50
44,40,40,40,40,43,45,47,49,51
45,40,40,40,41,44,46,48,49,51
46,40,40,40,42,44,46,48,50,51
47,40,40,40,42,45,47,49,50,51
48,40,40,40,43,45,47,49,50,52
49,40,40,41,44,46,48,50,51,52
50,40,40,42,44,47,49,50,51,52
51,40,41,43,45,47,49,50,52,53
52,40,42,44,46,48,50,51,52,53
53,41,43,45,47,49,50,51,52,53
54,42,44,46,48,49,51,52,53,54
55,43,45,47,48,50,51,52,53,54
56,45,46,48,49,51,52,53,54,55
57,46,48,49,50,51,53,53,54,55
58,47,49,50,51,52,53,54,55,55
59,49,50,51,52,53,54,54,55,56
60,50,51,52,53,54,54,55,55,56
61,52,52,53,54,54,55,55,56,56
62,53,54,54,55,55,56,56,56,57
63,55,55,55,56,56,56,57,57,57
64,56,57,57,57,57,57,57,57,57
65,58,58,58,58,58,58,58,58,58
66,60,59,59,59,59,58,58,58,58
67,62,61,60,60,59,59,59,59,59
68,64,62,62,61,60,60,59,59,59
69,65,64,63,62,61,61,60,60,59
70,67,66,64,63,62,61,61,60,60
71,69,67,66,64,63,62,61,61,60
72,71,69,67,66,64,63,62,61,61
73,73,71,69,67,65,64,63,62,61
74,76,73,70,68,66,64,63,62,62
75,78,75,72,69,67,65,64,63,62
76,80,76,74,71,68,66,65,64,62
77,82,78,75,72,69,67,65,64,63
78,84,80,77,73,70,68,66,65,63
79,86,82,79,75,71,69,67,65,64
80,88,84,80,76,72,70,68,66,64
81,91,86,82,78,74,71,68,67,65
82,93,88,84,79,75,72,69,67,65
83,94,90,86,81,76,73,70,68,66
84,96,92,87,82,77,74,71,68,66
85,98,94,89,84,79,75,71,69,67
86,100,95,91,86,80,76,72,70,67
87,102,97,93,87,81,77,73,71,68
88,103,99,94,89,83,78,74,71,68
89,105,100,96,90,84,79,75,72,69
90,107,102,98,92,86,80,76,73,70
91,108,104,99,94,87,81,77,74,70
92,109,105,101,95,89,83,78,74,71
93,111,107,102,97,90,84,79,75,71
94,112,108,104,98,92,85,80,76,72
95,113,109,105,100,93,87,81,77,73
96,115,111,107,101,95,88,82,78,73
97,116,112,108,103,96,89,83,79,74
98,117,113,109,104,97,91,85,80,75
99,118,114,110,105,99,92,86,81,75
100,119,116,112,107,100,94,87,82,76
101,120,117,113,108,102,95,88,83,77
102,121,118,114,109,103,96,90,84,78
103,122,119,115,110,105,98,91,85,78
104,123,120,116,112,106,99,92,86,79
105,124,121,117,113,107,101,94,87,80
106,125,122,118,114,108,102,95,88,81
107,126,123,119,115,110,103,97,90,82
108,127,124,120,116,111,105,98,91,83
109,128,124,121,117,112,106,99,92,84
110,129,125,122,118,113,107,101,94,85
111,130,126,123,119,114,109,102,95,86
112,130,127,124,120,115,110,104,96,87
113,130,128,125,121,116,111,105,98,88
114,130,129,126,122,117,112,106,99,89
115,130,129,126,123,118,113,108,101,90
116,130,130,127,123,119,114,109,102,92
117,130,130,128,124,120,115,110,104,93
118,130,130,129,125,121,116,112,105,95
119,130,130,129,126,122,117,113,107,96
120,130,130,130,127,123,118,114,108,98
121,130,130,130,127,123,119,115,110,99
122,130,130,130,128,124,120,116,111,101
123,130,130,130,129,125,121,117,112,103
124,130,130,130,130,126,122,118,114,105
125,130,130,130,130,126,123,119,115,107
126,130,130,130,130,127,124,120,116,109
127,130,130,130,130,128,125,121,117,110
128,130,130,130,130,129,125,122,118,112
129,130,130,130,130,129,126,123,120,114
130,130,130,130,130,130,127,124,121,115
131,130,130,130,130,130,128,125,122,117
132,130,130,130,130,130,128,125,123,118
133,130,130,130,130,130,129,126,123,120
134,130,130,130,130,130,130,127,124,121
135,130,130,130,130,130,130,128,125,122
136,130,130,130,130,130,130,128,126,123
137,130,130,130,130,130,130,129,127,125
138,130,130,130,130,130,130,130,128,126
139,130,130,130,130,130,130,130,128,127
140,130,130,130,130,130,130,130,129,128
141,130,130,130,130,130,130,130,130,129
142,130,130,130,130,130,130,130,130,129
143,130,130,130,130,130,130,130,130,130
144,130,130,130,130,130,130,130,130,130
145,130,130,130,130,130,130,130,130,130
146,130,130,130,130,130,130,130,130,130
147,130,130,130,130,130,130,130,130,130
148,130,130,130,130,130,130,130,130,130
149,130,130,130,130,130,130,130,130,130
150,130,130,130,130,130,130,130,130,130
151,130,130,130,130,130,130,130,130,130
152,130,130,130,130,130,130,130,130,130
153,130,130,130,130,130,130,130,130,130
154,130,130,130,130,130,130,130,130,130
155,130,130,130,130,130,130,130,130,130
156,130,130,130,130,130,130,130,130,130
157,130,130,130,130,130,130,130,130,130
158,130,130,130,130,130,130,130,130,130
159,130,130,130,130,130,130,130,130,130
160,130,130,130,130,130,130,130,130,130
161,130,130,130,130,130,130,130,130,130
162,130,130,130,130,130,130,130,130,130
163,130,130,130,130,130,130,130,130,130
164,130,130,130,130,130,130,130,130,130
165,130,130,130,130,130,130,130,130,130
166,130,130,130,130,130,130,130,130,130
167,130,130,130,130,130,130,130,130,130
168,130,130,130,130,130,130,130,130,130
