raw,K-Fall,K-Spring,1-Fall,1-Spring,2-Fall,2-Spring
0,63,53,46,41,40,40
1,69,59,52,46,42,40
2,75,63,56,51,46,43
3,79,68,60,54,50,46
4,83,71,64,58,53,49
5,87,75,67,61,56,52
6,90,78,70,64,58,54
7,93,81,73,66,61,57
8,96,84,75,69,63,59
9,98,86,78,71,66,61
10,101,89,80,74,68,63
11,103,91,83,76,70,65
12,105,93,85,78,72,67
13,107,95,87,80,74,70
14,110,97,89,82,77,72
15,111,99,91,84,79,73
16,113,101,93,86,81,75
17,115,103,95,88,82,77
18,117,105,96,90,84,79
19,118,106,98,92,86,81
20,120,108,100,94,88,83
21,122,110,102,95,90,85
22,123,111,103,97,92,87
23,125,113,105,99,94,89
24,126,114,106,101,96,92
25,127,116,108,102,98,94
26,129,117,109,104,100,96
27,130,118,111,106,102,99
28,130,120,112,107,104,101
29,130,121,114,109,106,104
30,130,122,115,111,108,108
31,130,124,117,112,110,117
32,130,125,118,114,113,117
33,130,126,119,116,115,117
34,130,127,121,117,118,117
35,130,128,122,119,121,117
36,130,130,123,121,125,117
37,130,130,125,122,130,117
38,130,130,126,124,130,117
39,130,130,127,126,130,117
40,130,130,129,128,130,117
41,130,130,130,129,130,117
42,130,130,130,130,130,117
43,130,130,130,130,130,117
44,130,130,130,130,130,117
45,130,130,130,130,130,117
46,130,130,130,130,130,117
47,130,130,130,130,130,117
48,130,130,130,130,130,117
49,130,130,130,130,130,117
50,130,130,130,130,130,117
51,130,130,130,130,130,117
52,130,130,130,130,130,117
53,130,130,130,130,130,117
54,130,130,130,130,130,117
55,130,130,130,130,130,117
56,130,130,130,130,130,117
57,130,130,130,130,130,117
58,130,130,130,130,130,117
59,130,130,130,130,130,117
60,130,130,130,130,130,117
61,130,130,130,130,130,117
62,130,130,130,130,130,117
63,130,130,130,130,130,117
64,130,130,130,130,130,117
65,130,130,130,130,130,117
66,130,130,130,130,130,117
67,130,130,130,130,130,117
68,130,130,130,130,130,117
