raw,agestrat
67,40.0-49.11
67,50.0-59.11
67,60.0-69.11
67,70.0-89.11
68,40.0-49.11
68,50.0-59.11
68,60.0-69.11
68,70.0-89.11
69,40.0-49.11
69,50.0-59.11
69,60.0-69.11
69,70.0-89.11
70,40.0-49.11
70,50.0-59.11
70,60.0-69.11
70,70.0-89.11
71,40.0-49.11
71,50.0-59.11
71,60.0-69.11
71,70.0-89.11
72,50.0-59.11
72,60.0-69.11
72,70.0-89.11
73,50.0-59.11
73,60.0-69.11
73,70.0-89.11
74,40.0-49.11
74,50.0-59.11
74,60.0-69.11
74,70.0-89.11
75,40.0-49.11
75,50.0-59.11
75,60.0-69.11
75,70.0-89.11
76,40.0-49.11
76,50.0-59.11
76,60.0-69.11
76,70.0-89.11
77,40.0-49.11
77,50.0-59.11
77,60.0-69.11
77,70.0-89.11
78,40.0-49.11
78,50.0-59.11
78,60.0-69.11
78,70.0-89.11
79,40.0-49.11
79,50.0-59.11
79,60.0-69.11
79,70.0-89.11
80,40.0-49.11
80,50.0-59.11
80,60.0-69.11
80,70.0-89.11
81,40.0-49.11
81,50.0-59.11
81,60.0-69.11
82,40.0-49.11
82,50.0-59.11
82,60.0-69.11
83,40.0-49.11
83,50.0-59.11
83,60.0-69.11
84,40.0-49.11
84,50.0-59.11
84,60.0-69.11
85,40.0-49.11
85,50.0-59.11
85,60.0-69.11
86,40.0-49.11
86,50.0-59.11
86,60.0-69.11
87,40.0-49.11
87,50.0-59.11
88,40.0-49.11
88,50.0-59.11
89,40.0-49.11
89,50.0-59.11
90,40.0-49.11
