raw,agestrat
0,12-Fall
0,12-Spring
1,11-Spring
1,12-Fall
1,12-Spring
2,11-Fall
2,11-Spring
2,12-Fall
2,12-Spring
3,10-Fall
3,11-Fall
3,11-Spring
3,12-Fall
3,12-Spring
4,9-Spring
4,10-Spring
4,11-Fall
4,12-Fall
4,12-Spring
5,10-Spring
5,11-Fall
5,11-Spring
5,12-Fall
5,12-Spring
6,10-Fall
6,11-Fall
6,11-Spring
6,12-Fall
6,12-Spring
7,10-Spring
7,11-Spring
7,12-Fall
7,12-Spring
8,10-Fall
8,11-Fall
8,12-Fall
8,12-Spring
9,11-Fall
9,11-Spring
9,12-Fall
9,12-Spring
10,10-Spring
10,11-Spring
10,12-Fall
10,12-Spring
11,11-Fall
11,12-Fall
11,12-Spring
12,11-Fall
12,12-Fall
12,12-Spring
13,10-Spring
13,11-Spring
13,12-Spring
14,11-Spring
14,12-Spring
15,11-Spring
15,12-Fall
16,11-Fall
16,12-Fall
17,12-Fall
17,12-Spring
18,12-Fall
18,12-Spring
19,11-Spring
19,12-Spring
20,11-Spring
20,12-Spring
21,12-Spring
22,12-Spring
23,12-Fall
24,12-Fall
25,12-Fall
26,11-Spring
