raw,5.0-5.3,5.4-5.7,5.8-5.11,6.0-6.5,6.6-6.11,7.0-7.5,7.6-7.11,8.0-8.5,8.6-9.3
29,44,43,43,42,41,40,40,40,40
30,45,44,43,42,41,40,40,40,40
31,45,44,43,42,41,40,40,40,40
32,45,45,44,43,42,41,40,40,40
33,46,45,44,43,42,41,40,40,40
34,46,45,45,44,42,41,40,40,40
35,47,46,45,44,43,42,41,40,40
36,47,46,45,44,43,42,41,40,40
37,47,47,46,45,44,42,41,40,40
38,48,47,46,45,44,43,42,41,40
39,48,47,47,45,44,43,42,41,40
40,49,48,47,46,45,43,42,41,40
41,49,48,47,46,45,44,43,42,40
42,49,49,48,47,45,44,43,42,41
43,50,49,48,47,46,45,43,42,41
44,50,49,49,47,46,45,44,43,41
45,51,50,49,48,47,45,44,43,42
46,51,50,49,48,47,46,45,43,42
47,52,51,50,49,47,46,45,44,42
48,52,51,50,49,48,47,45,44,43
49,53,52,51,50,48,47,46,45,43
50,53,52,51,50,49,47,46,45,43
51,54,53,52,50,49,48,47,45,44
52,54,53,52,51,50,48,47,46,44
53,55,54,53,51,50,49,47,46,45
54,55,54,53,52,50,49,48,47,45
55,56,55,54,52,51,50,48,47,45
56,56,55,54,53,51,50,49,47,46
57,57,56,55,53,52,50,49,48,46
58,57,56,55,54,52,51,49,48,46
59,58,57,56,54,53,51,50,49,47
60,58,57,56,55,53,52,50,49,47
61,59,58,57,55,54,52,51,49,48
62,59,58,57,56,54,53,51,50,48
63,60,59,58,56,55,53,52,50,49
64,61,59,58,57,55,54,52,51,49
65,61,60,59,57,56,54,53,51,49
66,62,61,59,58,56,55,53,52,50
67,62,61,60,58,57,55,54,52,50
68,63,62,61,59,57,56,54,53,51
69,64,62,61,60,58,56,55,53,51
70,64,63,62,60,58,57,55,54,52
71,65,64,62,61,59,57,56,54,52
72,66,64,63,61,60,58,56,55,53
73,67,65,64,62,60,58,57,55,53
74,67,66,64,63,61,59,57,56,54
75,68,67,65,63,61,60,58,56,54
76,69,67,66,64,62,60,58,57,54
77,70,68,66,65,63,61,59,57,55
78,70,69,67,65,63,61,59,58,56
79,71,70,68,66,64,62,60,58,56
80,72,70,69,67,65,63,61,59,57
81,73,71,70,68,65,63,61,59,57
82,74,72,70,68,66,64,62,60,58
83,75,73,71,69,67,65,62,61,58
84,76,74,72,70,67,65,63,61,59
85,77,75,73,71,68,66,64,62,59
86,78,76,74,72,69,67,64,62,60
87,79,77,75,72,70,67,65,63,60
88,80,78,76,73,71,68,66,64,61
89,82,79,77,74,72,69,67,64,62
90,83,80,78,75,72,70,67,65,62
91,84,82,79,76,73,71,68,66,63
92,86,83,80,77,74,71,69,67,64
93,87,84,82,78,75,72,70,67,64
94,89,86,83,80,76,73,70,68,65
